Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out,cond
2016,4,8,15,0,15,75,13,16,53,0
2016,4,8,18,0,16,68,14,14,61,0
2016,4,8,21,0,15,63,14,9,81,0
2016,4,9,0,0,14,66,12,9,82,0
2016,4,9,3,0,14,72,11,9,80,0
2016,4,9,6,0,14,74,11,9,85,0
2016,4,9,9,0,13,79,9,11,75,1
2016,4,9,12,0,14,73,11,12,72,0
2016,4,9,15,0,17,69,15,15,64,0
2016,4,9,18,0,17,60,14,13,70,0
2016,4,9,21,0,14,64,12,11,70,0
2016,4,10,0,0,14,52,11,10,79,0
2016,4,10,3,0,13,54,10,10,84,0
2016,4,10,6,0,13,60,9,11,81,0
2016,4,10,9,0,13,49,10,10,82,0
2016,4,10,12,0,16,43,11,12,74,0
2016,4,10,15,0,18,40,14,15,65,0
2016,4,10,18,0,18,37,15,12,74,0
2016,4,10,21,0,17,42,14,10,77,0
2016,4,11,0,0,14,50,9,12,46,0
2016,4,11,3,0,13,52,9,10,70,0
2016,4,11,6,0,13,53,10,9,64,0
2016,4,11,9,0,13,52,12,14,38,0
2016,4,11,12,0,15,45,14,15,42,0
2016,4,11,15,0,18,40,15,15,50,0
2016,4,11,18,0,19,40,16,15,44,0
2016,4,11,21,0,17,36,14,12,51,0
2016,4,12,0,0,15,45,12,10,67,0
2016,4,12,3,0,15,54,13,10,60,0
2016,4,12,6,0,15,74,13,9,63,0
2016,4,12,9,0,15,82,13,15,47,0
2016,4,12,12,0,16,84,14,16,42,1
2016,4,12,15,0,18,72,16,18,40,0
2016,4,12,18,0,19,65,16,17,44,0
2016,4,12,21,0,17,63,15,14,43,0
2016,4,13,0,0,14,69,12,13,55,0
2016,4,13,3,0,13,68,11,13,64,0
2016,4,13,6,0,13,68,11,12,81,0
2016,4,13,9,0,14,73,12,13,83,0
2016,4,13,12,0,14,66,14,17,70,0
2016,4,13,15,0,15,62,14,17,69,0
2016,4,13,18,0,16,60,14,18,60,0
2016,4,13,21,0,14,66,12,13,79,0
2016,4,14,0,0,12,65,10,10,85,0
2016,4,14,3,0,11,68,9,9,81,0
2016,4,14,6,0,10,72,8,9,82,0
2016,4,14,9,0,12,72,10,10,80,0
2016,4,14,12,0,16,58,14,11,69,0
2016,4,14,15,0,19,37,16,11,68,0
2016,4,14,18,0,19,39,14,10,77,0
2016,4,14,21,0,17,44,12,9,82,0
2016,4,15,0,0,15,53,10,7,84,0
2016,4,15,3,0,14,54,9,7,81,0
2016,4,15,6,0,13,58,9,7,82,0
2016,4,15,9,0,14,59,12,9,83,0
2016,4,15,12,0,17,49,15,18,38,0
2016,4,15,15,0,18,54,15,21,26,0
2016,4,15,18,0,19,58,14,13,62,0
2016,4,15,21,0,17,68,14,13,66,0
2016,4,16,0,0,16,85,13,11,68,1
2016,4,16,3,0,15,76,12,11,68,0
2016,4,16,6,0,14,66,12,10,68,0
2016,4,16,9,0,15,59,13,15,53,0
2016,4,16,12,0,17,49,14,19,40,0
2016,4,16,15,0,18,39,16,20,49,0
2016,4,16,18,0,19,29,15,19,56,0
2016,4,16,21,0,17,24,13,14,78,0
2016,4,17,0,0,14,35,12,15,80,0
2016,4,17,3,0,13,41,10,12,80,0
2016,4,17,6,0,12,48,9,11,80,0
2016,4,17,9,0,13,48,12,14,55,0
2016,4,17,12,0,17,34,16,16,46,0
2016,4,17,15,0,19,35,16,16,42,0
2016,4,17,18,0,19,44,16,16,32,0
2016,4,17,21,0,17,54,14,12,38,0
2016,4,18,0,0,14.3,55,13,10,48,0
2016,4,18,3,0,13,57,12,9,52,0
2016,4,18,6,0,13,60,11,8,64,0
2016,4,18,9,0,13,60,12,15,45,0
2016,4,18,12,0,15,50,15,19,27,0
2016,4,18,15,0,17,42,16,19,41,0
2016,4,18,18,0,17,45,16,16,54,0
2016,4,18,21,0,15,52,14,13,74,0
2016,4,19,0,0,14,59,13,9,73,0
2016,4,19,3,0,14,60,13,9,73,0
2016,4,19,6,0,13,65,12,9,76,0
2016,4,19,9,0,14,66,13,10,69,0
2016,4,19,12,0,17,46,15,13,54,0
2016,4,19,15,0,18,46,15,15,46,0
2016,4,19,18,0,17,58,16,11,64,0
2016,4,19,21,0,16,64,14,10,70,0
2016,4,20,0,0,15,67,14,11,68,0
2016,4,20,3,0,15,72,14,11,70,0
2016,4,20,6,0,14,77,14,10,80,0
2016,4,20,9,0,14,77,14,12,70,0
2016,4,20,12,0,15,82,14,18,39,0
2016,4,20,15,0,17,74,15,19,48,0
2016,4,20,18,0,19,68,15,15,56,0
2016,4,20,21,0,18,64,15,13,72,0
2016,4,21,0,0,16,73,15,12,76,0
2016,4,21,3,0,16,73,15,12,81,0
2016,4,21,6,0,16,71,15,12,81,0
2016,4,21,9,0,18,69,16,12,84,0
2016,4,21,12,0,20,60,16,13,80,0
2016,4,21,15,0,21,58,17,16,70,0
2016,4,21,18,0,17,64,15,17,67,0
2016,4,21,21,0,16,66,15,14,76,0
2016,4,22,0,0,16,65,16,13,79,0
2016,4,22,3,0,15,65,15,14,80,0
2016,4,22,6,0,14,64,15,13,80,0
2016,4,22,9,0,15,64,15,20,52,0
2016,4,22,12,0,16,60,15,23,46,0
2016,4,22,15,0,17,54,15,23,47,0
2016,4,22,18,0,18,20,16,13,76,0
2016,4,22,21,0,17,23,15,13,57,0
2016,4,23,0,0,16,27,15,12,77,0
2016,4,23,3,0,15,44,15,10,86,0
2016,4,23,6,0,13,53,14,9,80,0
2016,4,23,9,0,15,58,14,13,66,0
2016,4,23,12,0,17,46,14,14,63,0
2016,4,23,15,0,18,38,15,16,50,0
2016,4,23,18,0,21,28,16,16,22,0
2016,4,23,21,0,19,28,16,14,38,0
2016,4,24,0,0,17,34,16,13,41,0
2016,4,24,3,0,14,43,15,9,63,0
2016,4,24,6,0,14,49,15,8,72,0
2016,4,24,9,0,15,54,15,16,46,0
2016,4,24,12,0,18,44,16,18,42,0
2016,4,24,15,0,20,22,17,20,34,0
2016,4,24,18,0,22,10,17,17,26,0
2016,4,24,21,0,19,20,17,15,37,0
2016,4,25,0,0,18,21,17,12,54,0
2016,4,25,3,0,16,41,16,10,57,0
2016,4,25,6,0,15,47,16,9,67,0
2016,4,25,9,0,18,48,16,18,50,0
2016,4,25,12,0,19,38,17,20,36,0
2016,4,25,15,0,23,37,18,20,24,0
2016,4,25,18,0,24,36,18,19,10,0
2016,4,25,21,0,23,42,18,15,32,0
2016,4,26,0,0,21,50,18,15,29,0
2016,4,26,3,0,20,52,18,11,64,0
2016,4,26,6,0,20,47,18,10,61,0
2016,4,26,9,0,19,40,19,22,36,0
2016,4,26,12,0,19,39,18,22,32,0
2016,4,26,15,0,19,36,18,24,34,0
2016,4,26,18,0,18,52,18,23,37,0
2016,4,26,21,0,17,62,17,21,47,0
2016,4,27,0,0,17,58,17,18,61,0
2016,4,27,3,0,16,59,17,18,61,0
2016,4,27,6,0,16,56,17,19,43,0
2016,4,27,9,0,17,55,16,17,46,0
2016,4,27,12,0,19,46,16,17,44,0
2016,4,27,15,0,21,32,17,17,42,0
2016,4,27,18,0,22,30,18,15,64,0
2016,4,27,21,0,20,37,18,14,68,0
2016,4,28,0,0,16,56,17,15,60,0
2016,4,28,3,0,15,62,16,13,66,0
2016,4,28,6,0,15,64,16,13,62,0
2016,4,28,9,0,15,65,16,17,54,0
2016,4,28,12,0,19,54,17,18,46,0
2016,4,28,15,0,21,46,17,18,36,0
2016,4,28,18,0,21,49,17,19,38,0
2016,4,28,21,0,19,49,17,17,49,0
2016,4,29,0,0,16,58,17,12,74,0
2016,4,29,3,0,15,55,16,11,78,0
2016,4,29,6,0,14,62,16,11,76,0
2016,4,29,9,0,15,56,16,17,55,0
2016,4,29,12,0,19,39,17,21,39,0
2016,4,29,15,0,21,37,17,16,59,0
2016,4,29,18,0,20,34,17,18,56,0
2016,4,29,21,0,19,32,17,16,63,0
2016,4,30,0,0,20,63,19,12,74,0
2016,4,30,3,0,20,68,19,11,68,0
2016,4,30,6,0,19,66,19,10,78,0
2016,4,30,9,0,19,68,19,17,46,0
2016,4,30,12,0,23,52,20,22,30,0
2016,4,30,15,0,25,46,20,23,30,0
2016,4,30,18,0,22,68,20,17,38,0
2016,4,30,21,0,21,74,20,16,38,0
2016,5,1,0,0,20,78,20,15,42,0
2016,5,1,3,0,20,82,20,15,44,0
2016,5,1,6,0,20,85,20,15,43,0
2016,5,1,9,0,19,85,20,20,38,0
2016,5,1,12,0,19,62,19,22,18,0
2016,5,1,15,0,18,59,19,26,5,0
2016,5,1,18,0,17,53,19,23,37,0
2016,5,1,21,0,17,49,18,20,57,0
2016,5,2,0,0,20,63,19,18,72,0
2016,5,2,3,0,20,68,19,18,72,0
2016,5,2,6,0,19,66,19,16,70,0
2016,5,2,9,0,19,68,19,20,62,0
2016,5,2,12,0,23,52,20,27,42,0
2016,5,2,15,0,25,46,20,28,37,0
2016,5,2,18,0,22,68,20,20,78,0
2016,5,2,21,0,21,74,20,18,82,0
2016,5,3,0,0,20,78,20,18,77,0
2016,5,3,3,0,20,82,20,19,79,0
2016,5,3,6,0,20,85,20,19,84,0
2016,5,3,9,0,19,85,20,19,81,0
2016,5,3,12,0,19,62,19,15,78,0
2016,5,3,15,0,18,59,19,12,80,0
2016,5,3,18,0,17,53,19,12,71,0
2016,5,3,21,0,17,49,18,12,60,0
2016,5,4,0,0,16,46,18,13,54,0
2016,5,4,3,0,17,42,17,13,48,0
2016,5,4,6,0,18,38,17,15,40,0
2016,5,4,9,0,18,33,18,22,25,0
2016,5,4,12,0,21,21,19,23,10,0
2016,5,4,15,0,23,10,19,22,21,0
2016,5,4,18,0,22,22,19,19,33,0
2016,5,4,21,0,21,22,19,16,37,0
2016,5,5,0,0,20,31,17,16,32,0
2016,5,5,3,0,17,46,17,14,52,0
2016,5,5,6,0,14,56,17,10,76,0
2016,5,5,9,0,17,52,18,20,38,0
2016,5,5,12,0,20,40,18,23,32,0
2016,5,5,15,0,24,24,19,25,23,0
2016,5,5,18,0,25,21,20,26,26,0
2016,5,5,21,0,24,41,20,23,46,0
2016,5,6,0,0,23,46,20,20,58,0
2016,5,6,3,0,22,57,20,19,62,0
2016,5,6,6,0,21,66,19,19,71,0
2016,5,6,9,0,22,66,20,20,69,0
2016,5,6,12,0,23,66,20,22,69,0
2016,5,6,15,0,23,66,21,21,69,0
2016,5,6,18,0,22,67,21,20,76,0
2016,5,6,21,0,21,62,20,15,80,0
2016,5,7,0,0,18,62,19,12,78,0
2016,5,7,3,0,16,61,18,11,78,0
2016,5,7,6,0,15,58,18,10,78,0
2016,5,7,9,0,17,57,18,18,49,0
2016,5,7,12,0,21,40,19,21,37,0
2016,5,7,15,0,23,27,20,21,30,0
2016,5,7,18,0,23,28,20,20,34,0
2016,5,7,21,0,21,36,20,17,48,0
2016,5,8,0,0,18,48,19,15,62,0
2016,5,8,3,0,17,56,18,13,72,0
2016,5,8,6,0,15,64,18,11,80,0
2016,5,8,9,0,17,65,18,20,50,0
2016,5,8,12,0,21,47,19,23,35,0
2016,5,8,15,0,24,30,20,26,22,0
2016,5,8,18,0,25,28,20,22,37,0
2016,5,8,21,0,22,38,20,17,58,0
2016,5,9,0,0,20,54,20,17,70,0
2016,5,9,3,0,19,57,19,16,64,0
2016,5,9,6,0,18,63,19,15,78,0
2016,5,9,9,0,19,65,19,17,63,0
2016,5,9,12,0,21,51,20,22,39,0
2016,5,9,15,0,24,38,20,22,41,0
2016,5,9,18,0,23,38,20,19,49,0
2016,5,9,21,0,21,50,20,18,64,0
2016,5,10,0,0,21,53,20,17,65,0
2016,5,10,3,0,20,56,20,17,65,0
2016,5,10,6,0,20,57,20,17,69,0
2016,5,10,9,0,18,66,19,13,85,0
2016,5,10,12,0,18,74,19,14,82,0
2016,5,10,15,0,18,76,19,15,76,0
2016,5,10,18,0,18,65,18,15,64,0
2016,5,10,21,0,18,64,18,15,64,0
2016,5,11,0,0,18,63,18,15,65,0
2016,5,11,3,0,18,64,18,14,70,0
2016,5,11,6,0,17,65,18,13,71,0
2016,5,11,9,0,18,61,18,22,42,0
2016,5,11,12,0,21,52,18,19,49,0
2016,5,11,15,0,23,37,19,20,39,0
2016,5,11,18,0,21,44,19,17,54,0
2016,5,11,21,0,19,50,18,15,62,0
2016,5,12,0,0,18,63,19,15,73,0
2016,5,12,3,0,17,67,18,13,79,0
2016,5,12,6,0,16,69,18,13,78,0
2016,5,12,9,0,19,62,18,24,42,0
2016,5,12,12,0,23,52,19,25,36,0
2016,5,12,15,0,24,44,20,24,38,0
2016,5,12,18,0,23,48,19,20,54,0
2016,5,12,21,0,22,54,19,18,66,0
2016,5,13,0,0,19,63,19,15,78,0
2016,5,13,3,0,19,69,19,14,81,0
2016,5,13,6,0,18,67,19,14,78,0
2016,5,13,9,0,19,60,19,16,60,0
2016,5,13,12,0,21,48,19,18,46,0
2016,5,13,15,0,22,40,20,19,39,0
2016,5,13,18,0,21,28,19,19,32,0
2016,5,13,21,0,20,38,18,17,52,0
2016,5,14,0,0,20,51,19,16,69,0
2016,5,14,3,0,18,59,19,15,69,0
2016,5,14,6,0,18,65,19,15,67,0
2016,5,14,9,0,19,45,19,21,34,0
2016,5,14,12,0,22,36,20,23,30,0
2016,5,14,15,0,24,27,20,24,27,0
2016,5,14,18,0,23,40,20,19,58,0
2016,5,14,21,0,22,46,20,18,54,0
2016,5,15,0,0,21,53,20,17,68,0
2016,5,15,3,0,20,63,20,16,71,0
2016,5,15,6,0,19,68,20,16,78,0
2016,5,15,9,0,20,64,20,23,50,0
2016,5,15,12,0,24,49,21,25,39,0
2016,5,15,15,0,24,52,21,25,50,0
2016,5,15,18,0,23,79,21,21,81,0
2016,5,15,21,0,21,68,20,14,84,0
2016,5,16,0,0,19,67,20,13,83,0
2016,5,16,3,0,18,62,19,13,63,0
2016,5,16,6,0,17,62,18,12,79,0
2016,5,16,9,0,18,59,19,20,43,0
2016,5,16,12,0,21,44,20,20,37,0
2016,5,16,15,0,22,35,20,20,35,0
2016,5,16,18,0,23,27,20,21,27,0
2016,5,16,21,0,22,34,20,18,44,0
2016,5,17,0,0,18,55,19,14,70,0
2016,5,17,3,0,17,59,19,13,72,0
2016,5,17,6,0,16,64,18,13,74,0
2016,5,17,9,0,18,58,18,14,70,0
2016,5,17,12,0,20,46,19,18,62,0
2016,5,17,15,0,23,40,19,23,30,0
2016,5,17,18,0,24,45,20,20,56,0
2016,5,17,21,0,23,47,20,20,56,0
2016,5,18,0,0,20,63,20,16,77,0
2016,5,18,3,0,19,68,19,16,79,0
2016,5,18,6,0,18,72,19,14,82,0
2016,5,18,9,0,20,70,19,24,40,0
2016,5,18,12,0,23,48,20,24,36,0
2016,5,18,15,0,26,30,23,24,30,0
2016,5,18,18,0,27,27,21,25,29,0
2016,5,18,21,0,24,31,21,22,37,0
2016,5,19,0,0,22,44,21,19,61,0
2016,5,19,3,0,21,52,21,16,68,0
2016,5,19,6,0,19,60,20,15,75,0
2016,5,19,9,0,21,62,20,25,46,0
2016,5,19,12,0,25,41,21,26,42,0
2016,5,19,15,0,27,32,22,28,28,0
2016,5,19,18,0,28,27,23,28,27,0
2016,5,19,21,0,26,30,23,25,30,0
2016,5,20,0,0,23,50,22,19,62,0
2016,5,20,3,0,21,62,22,18,70,0
2016,5,20,6,0,20,66,21,17,73,0
2016,5,20,9,0,20.9,65,21,25,47,0
2016,5,20,12,0,25,45,22,28,32,0
2016,5,20,15,0,27,34,23,28,31,0
2016,5,20,18,0,26,41,23,22,50,0
2016,5,20,21,0,24,50,23,22,60,0
2016,5,21,0,0,23,63,23,20,75,0
2016,5,21,3,0,21,68,22,20,70,0
2016,5,21,6,0,21,57,22,19,53,0
2016,5,21,9,0,22,36,22,22,36,0
2016,5,21,12,0,25,28,25,25,10,0
2016,5,21,15,0,27,8,24,28,10,0
2016,5,21,18,0,29,10,24,29,10,0
2016,5,21,21,0,26,26,24,25,33,0
2016,5,22,0,0,23,50,23,20,55,0
2016,5,22,3,0,23,50,22,20,56,0
2016,5,22,6,0,22,52,22,19,56,0
2016,5,22,9,0,23,46,23,27,36,0
2016,5,22,12,0,26,32,24,28,27,0
2016,5,22,15,0,28,24,24,29,24,0
2016,5,22,18,0,29,10,25,29,22,0
2016,5,22,21,0,25,35,24,21,46,0
2016,5,23,0,0,23,47,24,19,66,0
2016,5,23,3,0,22,50,22,18,64,0
2016,5,23,6,0,21,57,22,17,72,0
2016,5,23,9,0,22,57,23,25,46,0
2016,5,23,12,0,25,43,24,29,33,0
2016,5,23,15,0,27,36,24,28,33,0
2016,5,23,18,0,27,34,24,26,35,0
2016,5,23,21,0,23,52,23,20,64,0
2016,5,24,0,0,22,58,23,23,68,0
2016,5,24,3,0,22,67,23,20,75,0
2016,5,24,6,0,21,80,22,18,82,0
2016,5,24,9,0,21,79,22,18,79,0
2016,5,24,12,0,21,70,22,17,75,0
2016,5,24,15,0,21,66,22,18,67,0
2016,5,24,18,0,22,62,22,17,75,0
2016,5,24,21,0,21,60,22,17,66,0
2016,5,25,0,0,19,68,21,16,78,0
2016,5,25,3,0,19,68,20,15,79,0
2016,5,25,6,0,19,68,20,14,80,0
2016,5,25,9,0,20,69,21,18,69,0
2016,5,25,12,0,22,62,21,23,53,0
2016,5,25,15,0,24,57,22,25,43,0
2016,5,25,18,0,25,53,22,25,48,0
2016,5,25,21,0,24,54,21,20,63,0
2016,5,26,0,0,22,58,21,19,70,0
2016,5,26,3,0,21,64,21,18,72,0
2016,5,26,6,0,20,70,20,17,76,0
2016,5,26,9,0,22,69,21,22,60,0
2016,5,26,12,0,23,58,22,23,51,0
2016,5,26,15,0,24,58,22,23,58,0
2016,5,26,18,0,23,59,22,20,72,0
2016,5,26,21,0,22,62,21,18,74,0
2016,5,27,0,0,21,66,21,17,80,0
2016,5,27,3,0,21,68,21,16,80,0
2016,5,27,6,0,20,72,21,15,86,0
2016,5,27,9,0,21,71,21,18,73,0
2016,5,27,12,0,24,63,22,26,44,0
2016,5,27,15,0,25,55,22,23,58,0
2016,5,27,18,0,25,54,22,22,59,0
2016,5,27,21,0,24,55,22,21,57,0
2016,5,28,0,0,23,49,23,20,57,0
2016,5,28,3,0,21,56,22,18,62,0
2016,5,28,6,0,20,62,21,17,68,0
2016,5,28,9,0,22,60,21,23,52,0
2016,5,28,12,0,24,53,22,22,57,0
2016,5,28,15,0,26,39,22,22,45,0
2016,5,28,18,0,25,36,22,22,42,0
2016,5,28,21,0,24,39,22,21,43,0
2016,5,29,0,0,21,54,22,17,73,0
2016,5,29,3,0,21,58,22,17,72,0
2016,5,29,6,0,20,66,21,17,78,0
2016,5,29,9,0,21,65,21,18,77,0
2016,5,29,12,0,23,58,22,21,62,0
2016,5,29,15,0,25,52,22,21,59,0
2016,5,29,18,0,26,42,22,23,50,0
2016,5,29,21,0,25,46,23,22,56,0
2016,5,30,0,0,23,55,22,19,70,0
2016,5,30,3,0,22,59,22,18,74,0
2016,5,30,6,0,21,63,22,17,80,0
2016,5,30,9,0,23,63,22,25,50,0
2016,5,30,12,0,25,55,22,23,59,0
2016,5,30,15,0,27,46,23,24,47,0
2016,5,30,18,0,26,46,23,23,56,0
2016,5,30,21,0,24,54,23,23,64,0
2016,5,31,0,0,23,68,22,19,80,0
2016,5,31,3,0,21,72,22,18,82,0
2016,5,31,6,0,20,76,22,17,84,0
2016,5,31,9,0,21,72,22,24,51,0
2016,5,31,12,0,25,53,23,27,39,0
2016,5,31,15,0,26,54,23,25,55,0
2016,5,31,18,0,26,56,23,20,74,0
2016,5,31,21,0,25,63,23,22,71,0
2016,6,1,0,0,23,69,22,18,84,0
2016,6,1,3,0,22,74,22,18,84,0
2016,6,1,6,0,21,79,22,18,84,0
2016,6,1,9,0,23,72,22,24,55,0
2016,6,1,12,0,26,50,23,26,34,0
2016,6,1,15,0,27,37,24,27,30,0
2016,6,1,18,0,27,40,23,24,46,0
2016,6,1,21,0,26,49,22,23,52,0
2016,6,2,0,0,25,52,23,22,60,0
2016,6,2,3,0,23,61,23,20,71,0
2016,6,2,6,0,22,69,23,18,74,0
2016,6,2,9,0,23,54,23,28,32,0
2016,6,2,12,0,26,50,23,26,48,0
2016,6,2,15,0,27,46,24,24,54,0
2016,6,2,18,0,27,45,24,24,49,0
2016,6,2,21,0,26,44,24,24,47,0
2016,6,3,0,0,24,50,24,20,64,0
2016,6,3,3,0,23,60,23,18,78,0
2016,6,3,6,0,21,73,23,17,84,0
2016,6,3,9,0,23,68,23,25,52,0
2016,6,3,12,0,25,40,23,24,26,0
2016,6,3,15,0,26,33,24,23,38,0
2016,6,3,18,0,25,39,23,22,44,0
2016,6,3,21,0,24,40,23,21,48,0
2016,6,4,0,0,24,47,23,21,49,0
2016,6,4,3,0,23,52,23,20,54,0
2016,6,4,6,0,23,58,23,19,68,0
2016,6,4,9,0,22,59,23,21,58,0
2016,6,4,12,0,23,58,23,21,62,0
2016,6,4,15,0,24,56,23,21,62,0
2016,6,4,18,0,23,55,22,20,61,0
2016,6,4,21,0,22,56,22,20,60,0
2016,6,5,0,0,22,60,22,19,71,0
2016,6,5,3,0,22,66,22,18,79,0
2016,6,5,6,0,21,71,22,17,82,0
2016,6,5,9,0,23,66,22,26,46,0
2016,6,5,12,0,25,57,23,28,42,0
2016,6,5,15,0,28,47,24,27,45,0
2016,6,5,18,0,29,42,24,25,48,0
2016,6,5,21,0,27,47,24,24,54,0
2016,6,6,0,0,25,58,24,22,62,0
2016,6,6,3,0,24,55,24,22,58,0
2016,6,6,6,0,23,51,23,21,54,0
2016,6,6,9,0,24,50,23,22,52,0
2016,6,6,12,0,25,50,23,23,52,0
2016,6,6,15,0,26,50,23,24,52,0
2016,6,6,18,0,26,51,24,24,55,0
2016,6,6,21,0,26,56,24,23,62,0
2016,6,7,0,0,24,62,24,20,72,0
2016,6,7,3,0,23,67,23,20,77,0
2016,6,7,6,0,23,71,23,20,82,0
2016,6,7,9,0,29,68,23,24,58,1
2016,6,7,12,0,25,62,24,23,57,0
2016,6,7,15,0,27,50,24,23,56,0
2016,6,7,18,0,27,50,24,25,50,0
2016,6,7,21,0,26,58,24,20,78,0
2016,6,8,0,0,24,68,24,20,80,0
2016,6,8,3,0,23,71,23,19,84,0
2016,6,8,6,0,22,74,23,19,83,0
2016,6,8,9,0,22,68,23,20,66,0
2016,6,8,12,0,22,63,23,21,65,0
2016,6,8,15,0,23,58,23,22,64,0
2016,6,8,18,0,25,59,24,22,67,0
2016,6,8,21,0,26,69,23,20,82,0
2016,6,9,0,0,23,71,22,19,82,0
2016,6,9,3,0,23,72,22,19,83,0
2016,6,9,6,0,22,74,22,18,83,0
2016,6,9,9,0,22,74,22,19,82,0
2016,6,9,12,0,24,68,23,21,68,0
2016,6,9,15,0,26,63,23,23,65,0
2016,6,9,18,0,27,57,24,24,57,0
2016,6,9,21,0,25,54,23,22,55,0
2016,6,10,0,0,24,58,23,21,62,0
2016,6,10,3,0,23,63,23,20,74,0
2016,6,10,6,0,23,68,22,20,76,0
2016,6,10,9,0,24,68,23,28,44,0
2016,6,10,12,0,25,60,23,28,38,0
2016,6,10,15,0,26,54,24,30,32,0
2016,6,10,18,0,27,61,24,24,67,0
2016,6,10,21,0,27,57,24,24,62,0
2016,6,11,0,0,24,72,24,20,82,0
2016,6,11,3,0,24,74,23,21,80,0
2016,6,11,6,0,24,77,23,21,80,0
2016,6,11,9,0,25,73,24,27,55,0
2016,6,11,12,0,27,65,24,28,52,0
2016,6,11,15,0,28,63,26,30,49,0
2016,6,11,18,0,28,61,25,27,58,0
2016,6,11,21,0,28,66,25,26,69,0
2016,6,12,0,0,27,75,25,24,80,0
2016,6,12,3,0,26,80,25,24,84,0
2016,6,12,6,0,25,83,25,23,86,0
2016,6,12,9,0,25,82,25,23,81,0
2016,6,12,12,0,26,79,25,23,77,0
2016,6,12,15,0,27,70,25,24,70,0
2016,6,12,18,0,27,65,25,23,75,0
2016,6,12,21,0,26,67,25,21,78,0
2016,6,13,0,0,24,68,24,19,82,0
2016,6,13,3,0,24,69,24,19,81,0
2016,6,13,6,0,23,70,23,19,80,0
2016,6,13,9,0,23,69,24,19,81,0
2016,6,13,12,0,24,69,24,20,78,0
2016,6,13,15,0,26,61,24,23,62,0
2016,6,13,18,0,27,56,25,24,61,0
2016,6,13,21,0,26,59,24,22,68,0
2016,6,14,0,0,24,62,24,20,72,0
2016,6,14,3,0,23,66,24,21,73,0
2016,6,14,6,0,23,70,23,22,74,0
2016,6,14,9,0,23,72,24,24,62,0
2016,6,14,12,0,26,68,24,28,50,0
2016,6,14,15,0,27,61,24,26,55,0
2016,6,14,18,0,27,58,24,24,66,0
2016,6,14,21,0,26,62,24,21,80,0
2016,6,15,0,0,24,68,24,22,68,0
2016,6,15,3,0,24,71,23,21,73,0
2016,6,15,6,0,23,72,23,20,78,0
2016,6,15,9,0,23,75,23,20,77,0
