Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out
2019,5,16,9,30,22.24,61.29,20.97,27.31,42.92
2019,5,17,0,30,23.98,51.37,22.16,18.91,63.74
2019,5,17,13,0,25.17,44.2,22.65,26.39,38.49
2019,5,18,7,30,22.91,57.08,22.16,19.22,67.86
2019,5,18,9,30,23.49,51.19,22.39,20.81,54.09
2019,5,19,6,30,22.55,62.39,22.08,19.4,70.39
2019,5,20,11,0,20.68,44.38,21.24,20.04,42.83
2019,5,20,18,0,21.51,38.74,21.58,17.45,47.01
2019,5,20,21,30,19.74,44.05,20.71,13.14,61.11
2019,5,21,7,30,18.52,54.37,19.1,18.94,50.95
2019,5,22,11,0,22.42,43.38,20.71,26.54,26.92
2019,5,22,17,0,25.35,31.87,22.12,24.16,31.44
2019,5,23,0,30,22.48,43.93,21.39,17.94,54.4
2019,5,23,22,30,24.01,49.11,22.23,20.1,58.94
2019,5,23,23,0,23.95,50.09,22.23,19.77,60.1
2019,5,24,2,0,22.48,56.59,21.89,18.12,68.22
2019,5,24,7,0,22.09,55.46,21.85,21.02,54.76
2019,5,25,6,0,22.76,60.68,22.35,17.69,79.24
2019,5,27,1,0,25.87,44.96,24.64,22.76,50.67
2019,5,27,2,0,25.57,50.67,24.48,21.29,63.64
2019,5,27,15,0,22.85,68.41,23.26,18.27,82.6
2019,5,28,17,0,25.42,24.66,23.11,23.03,24.24
2019,5,28,17,30,25.29,22.16,23.03,22.7,21
2019,5,28,19,0,24.87,21.37,23.15,22.06,24.11
2019,5,30,17,30,24.77,40.84,23.11,21.94,46.34
2019,5,30,22,0,23.03,49.15,22.65,18,62.12
2019,5,30,23,0,22.24,50.73,22.27,17.36,62.67
2019,5,31,5,30,21.48,49.88,21.85,16.23,64.65
2019,6,1,15,0,23.98,51.19,22.08,19.68,60.35
2019,6,3,15,0,26.48,43.44,23.19,23.74,49.3
2019,6,3,21,30,25.93,46.31,23.57,21.29,53.75
2019,6,3,23,0,25.32,43.25,23.3,20.56,53.94
2019,6,3,23,30,24.87,44.11,23.42,20.04,61.02
2019,6,4,2,0,23.58,53.69,22.92,18.94,64.65
2019,6,4,5,30,22.82,57.05,22.58,17.75,72.13
2019,6,4,6,0,23.06,56.35,22.61,18.36,72.01
2019,6,6,5,30,23.22,64.96,22.61,17.33,88
2019,6,7,13,30,23.49,68.8,22.19,20.74,72.22
2019,6,8,2,0,23.4,58.61,22.5,18.97,69.6
2019,6,8,20,30,25.48,50.52,23.95,20.41,64.16
2019,6,9,5,30,24.07,62.24,23.3,18.64,81.47
2019,6,11,5,30,23.37,45.94,23.19,18.15,56.81
2019,6,11,7,0,23.4,44.81,23.03,18.52,55.25
2019,6,11,12,30,26.54,40.05,24.06,24.32,41.97
2019,6,11,23,0,23.43,50.92,23.61,19.16,59.83
2019,6,12,13,30,26.36,53.75,24.03,23.34,57.84
2019,6,13,1,0,24.04,56.99,23.42,18.03,78.6
2019,6,13,8,30,23.49,59.71,23.03,25.57,46.31
2019,6,15,22,0,24.71,56.35,24.03,21.26,63.98
2019,6,17,1,0,24.16,57.02,23.99,18.39,76.65
2019,6,17,11,0,25.48,49.27,23.99,27.43,41.12
2019,6,18,2,30,23.98,61.54,23.64,18.76,80.71
2019,6,18,9,30,24.59,51.25,23.8,22.52,59.8
2019,6,18,15,0,26.33,61.02,24.22,25.75,59.34
2019,6,19,1,0,24.96,64.62,23.91,20.13,83.73
2019,6,20,8,30,24.32,67.83,23.45,20.41,81.53
2019,6,20,13,30,26.18,55.74,24.22,25.32,54.4
2019,6,20,17,30,26.51,57.3,24.33,23.55,63.16
2019,6,21,1,30,24.01,70.24,23.68,20.29,81.87
2019,6,21,23,0,24.41,68.96,24.03,20.26,82.42
2019,6,22,9,0,25.72,47.77,24.33,27.8,39.68
2019,6,22,19,30,27.46,47.68,25.67,24.13,52.9
2019,6,23,12,0,28.32,35.16,26.09,27.86,33.39
2019,6,23,14,30,29.6,35.93,26.96,26.82,41.09
2019,6,24,9,0,26.45,45.42,25.86,29.05,37.12
2019,6,24,15,0,29.63,44.2,27.27,26.88,48.23
2019,6,25,23,30,27.03,42.83,26.81,23.06,49.15
2019,6,26,11,30,26.61,52.99,26.2,24.07,60.13
2019,6,27,19,30,28.56,62.03,26.89,24.44,72.41
2019,6,28,1,0,27.28,65.69,26.39,22.12,84.37
2019,6,29,6,0,26.24,69.29,25.82,21.11,89.22
2019,6,29,10,30,26.54,67.31,25.71,23.34,74.79
2019,6,30,8,0,26.09,61.97,25.32,24.44,65.38
2019,6,30,20,0,27.67,65.87,26.05,23.86,78.54
2019,7,5,0,30,27.19,64.19,26.01,21.81,81.99
2019,7,5,5,30,26.09,65.05,25.82,20.13,87.45
2019,7,5,20,30,28.35,42.09,27.08,25.05,48.44
2019,7,6,8,30,27.06,52.47,26.39,30.79,36.14
2019,7,7,0,0,29.69,42.77,28.03,27.28,43.1
2019,7,7,20,0,30.57,45.7,28.8,26.85,52.11
2019,7,8,2,30,27.95,39.9,27.99,23.03,50.03
2019,7,8,5,0,27.52,41.73,27.84,22,53.85
2019,7,8,9,0,28.35,41.39,27.88,27.34,39.29
2019,7,8,10,30,29.23,39.26,28.11,29.72,36.54
2019,7,8,12,0,30.05,38.86,28.3,27.98,40.42
2019,7,9,13,30,30.48,38.58,28.61,29.2,35.84
2019,7,10,4,30,27.64,44.99,27.92,22.06,59.31
2019,7,10,13,30,28.5,45.33,27.77,26.45,47.22
2019,7,10,14,30,28.68,44.38,27.8,25.75,50.4
2019,7,10,16,30,28.32,50.79,27.54,23.83,63.25
2019,7,11,11,30,27.55,58.15,26.47,23.49,69.99
2019,7,11,22,30,26.94,60.16,26.39,21.51,75.89
2019,7,14,4,30,27.34,66.45,26.2,22,86.14
2019,7,16,4,0,26.97,67.16,26.58,21.54,87.42
2019,7,16,10,0,28.01,64.04,26.74,27.09,60.68
2019,7,16,15,0,29.69,55.86,27.61,27.61,56.78
2019,7,16,17,0,29.54,61.48,27.42,26.06,67.67
2019,7,16,18,0,29.51,60.13,27.5,26.12,67.98
2019,7,16,18,30,29.32,61.29,27.5,25.6,70.88
2019,7,16,20,0,28.44,63.13,27.23,24.13,75.73
2019,7,17,10,0,28.56,66.64,27.16,28.93,58.7
2019,7,17,14,0,29.51,62.27,27.57,27.34,64.53
2019,7,17,18,0,29.2,60.26,27.69,26,66.7
2019,7,18,9,30,28.44,64.38,27.19,30.79,49.33
2019,7,19,6,30,28.59,61.97,27.8,26.45,68.35
2019,7,19,22,30,30.12,60.9,28.76,27.89,66.12
2019,7,20,6,0,29.29,61.57,28.41,27.19,66.09
2019,7,21,12,0,29.66,71,28.41,28.19,74.42
2019,7,21,18,30,30.36,65.17,28.87,28.07,69.47
2019,7,21,22,30,29.35,67.83,28.34,24.9,84.62
2019,7,22,13,0,30.48,65.69,28.61,31.49,59.16
2019,7,23,2,0,29.57,70.3,28.57,25.29,86.97
2019,7,23,5,30,29.35,72.65,28.41,25.32,87.94
2019,7,24,4,30,29.9,70.27,28.95,25.14,89.56
2019,7,24,15,30,30.63,67.4,29.1,29.96,66.73
2019,7,24,21,30,30.6,69.44,29.18,27,80.16
2019,7,26,11,30,29.08,74.36,28.03,25.78,88.52
2019,7,27,23,30,30.51,73.72,28.91,26.03,88.86
2019,7,28,17,0,30.21,68.86,28.87,26.94,75.12
2019,7,29,6,0,29.51,67.67,28.49,25.29,81.93
2019,7,29,12,30,31.55,62.73,29.52,31.83,56.32
2019,7,29,19,0,31.73,62.7,29.79,28.89,69.78
2019,7,30,4,30,30.21,66.15,29.33,27.22,74.39
2019,7,31,8,30,30.48,69.84,29.98,28.13,74.15
2019,7,31,9,0,30.45,70.12,29.75,27.92,76.62
2019,7,31,20,0,30.67,70.88,29.71,27.28,81.59
2019,8,1,7,0,29.78,73.5,29.02,26.3,88.06
2019,8,3,10,30,31.67,65.6,30.32,35.95,47.89
2019,8,3,23,30,31.76,56.72,30.82,26.67,73.2
2019,8,4,3,30,31,60.13,30.51,26.03,75.12
2019,8,4,6,30,30.18,63.13,30.05,26,78.33
2019,8,4,16,0,33.29,54.27,31.31,32.19,53.94
2019,8,4,18,30,32.01,56.65,31.12,30.36,58.94
2019,8,4,21,0,31.67,56.41,31.12,29.63,59.37
2019,8,5,5,0,30.57,63.49,30.51,24.87,83.79
2019,8,5,5,30,30.57,63.58,30.32,24.62,83
2019,8,6,4,0,31.61,63.37,31.12,27.74,75.95
2019,8,8,17,30,32.34,56.44,31.77,29.35,62.27
2019,8,9,23,30,32.37,63.55,31.66,26.82,81.84
2019,8,10,0,30,32.28,63.64,31.47,27.4,81.01
2019,8,12,4,30,30.97,66.54,31.12,25.38,86.66
2019,8,12,16,0,32.04,70.63,30.97,30.54,71.4
2019,8,14,1,30,32.41,63.64,31.47,27.52,76.34
2019,8,14,5,30,31.86,64.38,31.12,26.61,84.1
2019,8,15,9,30,32.41,54.43,31.77,27.03,69.6
2019,8,16,3,30,30.7,59.65,30.89,24.93,79.64
2019,8,16,4,30,30.51,62.03,30.82,24.84,82.48
2019,8,16,10,0,30.54,64.74,30.74,27.52,71.37
2019,8,16,22,0,30.48,58.21,30.7,24.84,75.95
2019,8,16,22,30,30.39,58.97,30.51,24.8,75.76
2019,8,18,3,0,27.77,61.42,28.45,20.68,87.76
2019,8,18,20,30,30.02,53.27,29.29,25.26,66.09
2019,8,18,21,0,30.05,55.1,29.18,25.02,67.7
2019,8,19,2,30,28.86,59.65,28.76,21.69,85.44
2019,8,20,2,30,30.33,59.74,29.48,23.22,83.7
2019,8,20,16,30,33.08,48.41,30.74,31.49,47.77
2019,8,21,13,0,32.13,51.92,30.67,30.24,50.24
2019,8,22,16,30,31.55,46.76,30.93,28.22,54.49
2019,8,23,2,0,29.41,59.65,29.83,23.4,80.68
2019,8,24,5,0,28.71,54.21,29.14,23.68,67.61
2019,8,24,6,0,28.77,54.24,29.1,22.85,74.02
2019,8,24,8,0,28.93,57.14,28.95,24.16,70.51
2019,8,26,7,30,27,60.62,27.57,25.11,64.35
2019,8,27,12,30,29.75,54.33,28.57,27.28,59.07
2019,8,27,18,30,30.09,55.95,28.68,26.03,65.11
2019,8,28,0,30,29.26,61.57,28.57,24.32,75.49
2019,9,2,10,30,27.98,61.81,26.77,28.28,48.35
2019,9,3,12,30,28.16,58.42,26.96,26.76,61.23
2019,9,4,1,0,28.07,62.39,26.85,23.58,75.64
2019,9,4,18,0,28.59,65.42,26.96,22.48,85.56
2019,9,4,18,30,28.44,65.69,27.04,22.67,85.23
2019,9,7,2,30,28.44,69.02,26.96,25.72,74.94
2019,9,7,22,0,27.37,68.71,26.93,23.22,81.04
2019,9,8,17,0,29.08,65.57,27.12,25.96,73.47
2019,9,9,1,0,28.19,68.32,27.04,23.46,85.29
2019,9,9,3,30,27.98,69.81,27,24.07,85.81
2019,9,9,4,30,27.8,70.94,26.89,23.98,84.46
2019,9,10,6,0,27.89,72.71,26.81,23.92,87.73
2019,9,10,13,30,29.17,68.01,27.27,27.89,70.51
2019,9,10,22,0,28.99,70.48,27.38,24.16,87.12
2019,9,11,15,30,28.62,62.33,27.27,26.51,66.15
2019,9,12,21,0,25.54,60.32,25.97,19.62,82.05
2019,9,16,2,0,27.95,64.38,26.7,24.1,74.3
2019,9,18,3,0,28.25,47.37,27.5,23.98,57.42
2019,9,21,2,0,25.38,44.17,25.36,20.78,55.22
2019,9,21,16,30,24.8,58.82,24.71,18.46,78.11
2019,9,22,3,30,22.27,62.48,23.26,16.23,83.97
2019,9,22,12,0,22.48,64.9,22.88,17.39,83.73
2019,9,23,0,30,24.19,48.44,23.26,19.55,63.64
2019,9,24,11,0,24.38,56.81,23.11,24.16,45.42
2019,9,24,22,0,24.84,51.19,23.76,17.78,72.16
2019,9,25,10,30,23.61,60.74,23,26.58,44.23
2019,9,25,13,30,25.57,49.85,23.53,25.35,47.47
2019,9,26,19,0,26.15,57.11,24.18,23.31,63.13
2019,9,26,22,0,25.26,61.45,23.87,21.72,70.42
2019,9,27,1,0,24.53,64.22,23.64,20.78,73.05
2019,9,27,8,0,23.89,57.45,23.42,21.11,61.14
2019,9,27,8,30,24.04,57.26,23.42,22.03,58.61
2019,9,27,11,30,25.66,54.09,24.06,26.54,46.12
2019,9,28,9,0,24.8,65.26,23.95,28.01,50.55
2019,9,29,10,30,25.9,63.4,24.64,28.32,42.98
2019,9,29,19,30,27.06,44.72,25.44,22.82,58.18
2019,9,30,3,30,24.01,59.49,24.26,16.65,87.09
2019,9,30,7,0,23.34,60.23,23.76,17.39,84.98
2019,9,30,8,0,23.52,64.29,23.72,18.67,85.74
2019,9,30,20,0,27,60.81,25.06,22.45,78.66
2019,10,1,3,0,25.08,69.57,24.45,19.49,90.87
2019,10,1,11,30,25.54,61.78,24.41,26.12,56.44
2019,10,2,5,30,25.72,68.44,24.64,22.91,76.71
2019,10,2,8,0,25.66,69.14,24.6,22.88,75.73
2019,10,3,1,30,24.93,71.92,24.14,20.9,86.11
2019,10,3,14,0,28.1,56.17,25.36,27.55,54.64
2019,10,4,20,0,26.06,62.94,25.02,21.17,77.63
2019,10,4,21,0,25.6,63.1,24.79,20.47,78.82
2019,10,7,2,0,23.1,51.4,22.65,17.69,66.15
2019,12,13,16,0,9.02,32.36,7.43,6.21,35.56
2019,12,15,5,30,7.1,48.38,7.05,0.96,73.63
2019,12,15,10,0,7.56,50.31,7.35,6.83,51.86
2019,12,15,10,30,7.83,50.61,7.12,8.57,47.1
2019,12,15,11,0,8.14,50.46,7.43,9.42,45.39
2019,12,15,11,30,8.6,50.49,7.47,8.93,49.02
2019,12,15,12,0,9.05,50.61,7.54,8.99,50.58
2019,12,15,12,30,9.54,50.55,7.66,9.66,48.72
2019,12,15,21,0,10.31,55.04,8.15,5.42,80.1
2019,12,15,23,30,9.82,56.04,8.19,4.26,81.93
2019,12,16,4,30,8.96,55.98,7.96,3.83,81.32
2019,12,16,10,0,9.11,58.21,8.08,8.57,64.71
2019,12,16,10,30,9.39,58.79,8.04,10.24,57.51
2019,12,16,11,0,9.82,58,8.15,11.43,53.69
2019,12,16,11,30,10.18,57.97,8.27,10.52,54.46
2019,12,16,12,0,10.43,57.42,8.42,11.43,52.9
2019,12,16,12,30,10.89,56.78,8.5,11.71,53.17
2019,12,16,13,30,11.43,56.14,8.73,12.44,49.63
2019,12,16,16,30,12.75,57.69,9.18,12.75,55.04
2019,12,16,23,30,12.01,60.23,9.41,9.48,68.5
2019,12,17,14,30,12.81,70.36,10.14,9.85,83.64
2019,12,18,12,0,8.9,42.12,9.15,4.14,58.03
2019,12,18,17,30,7.99,40.38,9.07,3.19,52.81
2019,12,18,20,0,8.17,40.81,9.03,3.65,54.79
2019,12,19,5,30,7.86,34.58,8.31,1.15,52.11
2019,12,19,11,0,8.08,33.97,8.19,3.89,47.16
2019,12,19,23,0,7.04,38.22,7.5,-0.93,64.13
2019,12,20,8,30,6.95,46.15,7.24,1.88,57.02
2019,12,20,17,30,7.44,33.27,7.35,0.93,49.48
2019,12,20,21,0,7.28,31.2,7.16,-1.14,56.41
2019,12,20,23,0,6.43,34.8,6.63,-2.67,63.83
2019,12,21,13,30,6.4,49.36,5.56,3.5,60.84
2019,12,22,19,0,9.45,49.24,7.12,6.28,57.14
2019,12,23,22,30,9.39,51.07,8.31,4.29,73.96
2019,12,24,8,0,7.44,51.53,7.7,1.03,82.75
2019,12,24,11,30,8.17,53.36,7.47,4.75,68.99
2019,12,25,2,30,6.46,51.31,6.78,-0.71,88.46
2019,12,26,1,30,8.57,50.21,7.31,4.96,64.44
2019,12,26,4,0,8.69,50.46,7.24,3.65,71.92
2019,12,26,13,30,8.63,59.13,7.35,4.23,78.21
2019,12,27,15,30,8.41,30.86,7.16,2.74,44.96
2019,12,28,17,30,8.69,41.94,6.44,5.21,48.32
2019,12,29,5,30,6.34,47.5,5.83,-0.07,73.81
2019,12,29,10,0,6.67,47.92,5.94,3.07,59
2019,12,30,16,30,9.6,56.75,7.2,6.4,67.16
2019,12,31,15,0,2.4,36.81,3.77,-3.34,50.85
2020,1,1,0,30,2.43,39.68,2.96,-5.45,69.51
2020,1,3,19,30,7.25,46.92,5.02,3.77,59.62
2020,1,4,12,0,5.88,61.2,4.53,5.3,69.35
2020,1,5,6,30,5.39,45.67,5.1,-2.79,82.69
2020,1,5,12,0,6.58,44.9,5.1,5.85,40.72
2020,1,5,13,0,7.13,38.34,5.41,5.36,39.77
2020,1,5,13,30,7.41,35.32,5.56,5.63,34.83
2020,1,5,18,30,7.8,42.43,5.79,4.63,51.68
2020,1,5,21,0,7.01,43.77,5.6,2.06,62.94
2020,1,5,21,30,6.86,44.81,5.56,1.58,65.54
2020,1,5,23,30,6.55,46.37,5.48,2.95,63.89
2020,1,6,3,0,6.09,48.05,5.37,2.8,57.78
2020,1,6,4,0,6.25,46.12,5.37,1.73,59.07
2020,1,6,5,30,6.18,46.15,5.44,1.91,61.39
2020,1,6,6,0,6.15,47.56,5.41,2.09,64.04
2020,1,6,9,30,6.43,59.71,5.29,2.49,83.42
2020,1,6,11,0,6.67,55.98,5.44,3.93,60.96
2020,1,6,13,0,7.13,64.38,5.37,4.51,78.42
2020,1,6,19,0,6.92,75.12,5.48,3.99,97.99
2020,1,7,0,0,7.65,81.04,5.67,5.3,99.36
2020,1,7,0,30,7.77,79.58,5.56,5.27,98.66
2020,1,7,1,0,7.71,80.22,5.79,5.12,98.11
2020,1,7,1,30,7.74,80.46,5.71,5.45,97.8
2020,1,7,2,0,7.83,80.53,5.63,5.7,98.44
2020,1,7,2,30,7.95,81.11,5.86,5.67,99.08
2020,1,7,6,30,8.53,81.32,5.94,6.4,98.6
2020,1,7,7,0,8.57,82.45,5.98,6.46,99.36
2020,1,7,22,30,11.65,89.19,7.58,12.11,93.93
2020,1,8,4,0,9.36,73.23,7.39,5.3,96.92
2020,1,8,10,30,8.32,69.47,7.43,5.09,87.33
2020,1,8,21,0,7.8,54.33,7.2,3.59,70.67
2020,1,8,23,0,7.65,52.05,7.24,3.25,67.12
2020,1,9,18,0,6.92,48.11,6.82,1.91,63.95
2020,1,10,9,30,5.7,49.76,5.6,2.19,64.8
2020,1,10,10,30,5.97,50.37,5.86,2.89,56.2
2020,1,10,12,30,7.07,45.21,6.25,3.25,61.32
2020,1,11,15,30,8.11,48.9,6.21,3.71,64.68
2020,1,12,1,30,7.47,46.76,6.17,2.34,65.93
2020,1,12,6,0,6.79,44.57,5.98,1.45,61.17
2020,1,12,7,0,6.83,46.37,6.05,1.67,61.94
2020,1,12,22,30,6.7,44.35,6.36,2.28,55.25
2020,1,13,3,30,7.44,44.69,6.28,1.27,66.42
2020,1,13,10,0,6.25,44.6,6.05,2.98,49.48
2020,1,14,17,30,6.58,44.26,5.1,1.82,56.93
2020,1,21,6,30,5.36,31.68,5.67,-0.99,46.21
2020,1,22,2,0,6.15,43.38,5.56,0.45,59.65
2020,1,23,14,0,10.37,46.28,7.08,7.86,57.14
2020,1,24,1,0,9.27,55.59,7.39,4.84,75.79
2020,1,24,8,0,8.81,53.3,7.35,3.38,79.03
2020,1,24,11,30,9.3,46.46,7.5,7.31,55.19
2020,1,26,13,30,10.18,53.36,7.73,9.02,56.78
2020,1,28,14,30,12.08,46.09,9.26,10.76,47.95
2020,1,30,4,30,9.97,52.32,9.45,1.94,93.71
2020,1,30,18,0,11.4,44.2,10.06,6.4,61.54
2020,2,2,7,0,7.47,45.45,7.58,-1.57,85.47
2020,2,2,13,30,9.69,38.55,8.31,6.28,53.94
2020,2,2,23,30,8.81,39.44,8,1.76,65.32
2020,2,3,1,0,8.81,42.58,8.04,4.05,56.41
2020,2,3,3,0,8.11,51.43,7.89,3.35,72.16
2020,2,3,13,0,8.2,37.12,7.85,3.89,47.56
2020,2,3,14,30,8.5,26.37,8.04,2.92,37.21
2020,2,4,6,0,5.7,37.15,6.55,-3.61,67.43
2020,2,4,18,30,8.35,44.84,6.97,2.31,79.27
2020,2,5,16,0,2.86,29.95,3.99,-3.77,43.89
2020,2,5,20,0,1.15,34.22,2.7,-3.58,42.77
2020,2,6,3,30,1.82,27.47,3.27,-6.64,45.76
2020,2,6,21,30,3.41,33.91,2.66,-4.22,58.27
2020,2,7,9,30,2.52,42.92,2.09,-2.76,63.83
2020,2,9,21,0,6.73,42.64,5.18,-0.26,70.67
2020,2,10,16,0,10.58,29.7,6.67,7.89,31.59
2020,2,10,16,30,10.46,29.3,6.63,8.05,31.35
2020,2,10,17,0,10.43,29.27,6.74,7.62,36.17
2020,2,10,18,0,10.4,29.61,6.78,6.92,39.59
2020,2,10,22,30,8.32,42.06,6.32,1.21,67.77
2020,2,11,16,0,11.34,29,7.31,12.75,20.97
2020,2,11,16,30,11.4,27.08,7.5,12.17,23.26
2020,2,11,17,0,11.74,25.92,7.89,11.5,23.87
2020,2,11,18,0,11.65,27.35,7.73,10.21,28.02
2020,2,11,22,30,10.55,34.16,7.77,8.08,39.44
2020,2,12,0,30,10.37,37.76,7.81,7.92,40.78
2020,2,14,1,0,10.12,65.42,8.65,6.06,89.65
2020,2,14,13,30,11.98,60.99,9.34,10,67.77
2020,2,14,16,30,12.5,58.67,9.45,9.18,74.63
2020,2,15,1,0,10.49,63.4,9.3,3.96,94.11
2020,2,15,6,0,10.06,60.07,9.07,5.94,87.09
2020,2,15,20,30,12.38,64.26,10.14,7.86,89.44
2020,2,16,5,0,7.07,68.25,8.5,2.8,95.39
2020,2,18,14,0,5.88,33.85,3.84,0.35,46.03
2020,2,18,17,30,6.21,41.67,4.03,0.93,53.3
2020,2,19,8,0,4.81,46.92,3.88,-2.45,79.76
2020,2,19,19,0,8.66,48.63,5.29,4.84,64.04
2020,2,20,1,30,7.19,54.73,5.06,1.67,86.51
2020,2,20,21,30,9.51,60.16,6.44,5.45,80.43
2020,2,21,1,30,7.86,61.11,6.36,2.31,93.93
2020,2,21,2,0,8.17,58.94,6.36,3.5,90.45
2020,2,21,3,30,7.95,59.86,6.13,1.88,94.75
2020,2,21,13,30,9.94,57.42,7.08,11.28,50.58
2020,2,22,4,30,9.6,67.34,7.77,6.28,81.96
2020,2,22,8,30,9.6,59.31,7.77,6.03,78.91
2020,2,23,9,0,8.41,34.65,7.89,7.59,34.8
2020,2,23,14,0,11.31,29.73,8.57,6.76,38.86
2020,2,24,9,30,7.83,45.88,7.35,7.62,44.72
2020,2,24,16,0,12.35,40.42,8.65,11.65,44.6
2020,2,25,19,0,11.07,67.7,8.76,8.26,78.94
2020,2,25,20,30,11.22,64.77,9.03,8.17,79.91
2020,2,25,21,0,11.22,63.86,8.99,8.29,76.53
2020,2,26,6,0,9.88,54.55,8.88,5.05,79.37
2020,2,27,23,0,11.25,48.96,9.98,3.38,85.59
2020,2,28,6,30,9.85,54.52,9.37,3.35,88.06
2020,2,29,15,30,13.14,53.79,10.02,9.08,69.66
2020,2,29,23,0,11.56,57.2,9.83,4.9,87.82
2020,3,1,16,0,11.19,56.62,9.57,6.83,77.29
2020,3,2,20,0,8.66,42.49,8.38,5.36,53.21
