MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-04-07 13:30,2,3,2019-04-08 13:30,,,2019-04-09 13:30,,
2019-04-07 17:30,2,3,2019-04-08 17:30,,,2019-04-09 17:30,,
2019-04-08 1:30,1,1,2019-04-09 1:30,,,2019-04-10 1:30,,
2019-04-08 2:00,2,3,2019-04-09 2:00,,,2019-04-10 2:00,,
2019-04-08 2:00,1,3,2019-04-09 2:00,,,2019-04-10 2:00,,
2019-04-08 5:30,1,3,2019-04-09 5:30,,,2019-04-10 5:30,,
2019-04-08 8:00,2,1,2019-04-09 8:00,,,2019-04-10 8:00,,
2019-04-08 11:00,2,3,2019-04-09 11:00,,,2019-04-10 11:00,,
2019-04-08 12:00,2,2,2019-04-09 12:00,,,2019-04-10 12:00,,
2019-04-08 13:30,2,2,2019-04-09 13:30,,,2019-04-10 13:30,,
2019-04-08 17:30,2,3,2019-04-09 17:30,,,2019-04-10 17:30,,
2019-04-08 20:30,2,3,2019-04-09 20:30,,,2019-04-10 20:30,,
2019-04-08 23:00,2,1,2019-04-09 23:00,,,2019-04-10 23:00,,
2019-04-08 23:30,1,2,2019-04-09 23:30,,,2019-04-10 23:30,,
2019-04-09 1:00,2,3,2019-04-10 1:00,,,2019-04-11 1:00,,
2019-04-09 2:00,2,1,2019-04-10 2:00,,,2019-04-11 2:00,,
2019-04-09 2:30,1,1,2019-04-10 2:30,,,2019-04-11 2:30,,
2019-04-09 3:30,2,2,2019-04-10 3:30,,,2019-04-11 3:30,,
2019-04-09 4:30,2,3,2019-04-10 4:30,,,2019-04-11 4:30,,
2019-04-09 5:30,1,3,2019-04-10 5:30,,,2019-04-11 5:30,,
2019-04-09 8:30,2,2,2019-04-10 8:30,,,2019-04-11 8:30,,
2019-04-09 9:00,1,1,2019-04-10 9:00,,,2019-04-11 9:00,,
2019-04-09 9:30,1,1,2019-04-10 9:30,,,2019-04-11 9:30,,
2019-04-09 21:00,1,2,2019-04-10 21:00,,,2019-04-11 21:00,,
2019-04-10 1:00,2,2,2019-04-11 1:00,,,2019-04-12 1:00,,
2019-04-10 1:30,1,3,2019-04-11 1:30,,,2019-04-12 1:30,,
2019-04-10 2:00,2,2,2019-04-11 2:00,,,2019-04-12 2:00,,
2019-04-10 4:30,1,1,2019-04-11 4:30,,,2019-04-12 4:30,,
2019-04-10 6:30,2,3,2019-04-11 6:30,,,2019-04-12 6:30,,
2019-04-10 7:30,1,2,2019-04-11 7:30,,,2019-04-12 7:30,,
2019-04-10 10:00,1,1,2019-04-11 10:00,,,2019-04-12 10:00,,
2019-04-10 13:00,1,3,2019-04-11 13:00,,,2019-04-12 13:00,,
2019-04-10 13:00,2,1,2019-04-11 13:00,,,2019-04-12 13:00,,
2019-04-10 13:00,2,3,2019-04-11 13:00,,,2019-04-12 13:00,,
2019-04-10 16:30,1,1,2019-04-11 16:30,,,2019-04-12 16:30,,
2019-04-10 18:00,1,3,2019-04-11 18:00,,,2019-04-12 18:00,,
2019-04-10 18:00,2,3,2019-04-11 18:00,,,2019-04-12 18:00,,
2019-04-10 18:30,2,2,2019-04-11 18:30,,,2019-04-12 18:30,,
2019-04-10 20:30,2,2,2019-04-11 20:30,,,2019-04-12 20:30,,
2019-04-11 2:30,1,3,2019-04-12 2:30,,,2019-04-13 2:30,,
2019-04-11 3:00,2,2,2019-04-12 3:00,,,2019-04-13 3:00,,
2019-04-11 8:30,2,3,2019-04-12 8:30,,,2019-04-13 8:30,,
2019-04-11 9:30,2,2,2019-04-12 9:30,,,2019-04-13 9:30,,
2019-04-11 11:00,1,3,2019-04-12 11:00,,,2019-04-13 11:00,,
2019-04-11 11:30,2,2,2019-04-12 11:30,,,2019-04-13 11:30,,
2019-04-11 14:30,1,2,2019-04-12 14:30,,,2019-04-13 14:30,,
2019-04-11 15:30,2,1,2019-04-12 15:30,,,2019-04-13 15:30,,
2019-04-11 20:30,1,3,2019-04-12 20:30,,,2019-04-13 20:30,,
2019-04-11 20:30,2,2,2019-04-12 20:30,,,2019-04-13 20:30,,
2019-04-12 3:00,2,1,2019-04-13 3:00,,,2019-04-14 3:00,,
2019-04-12 7:00,1,2,2019-04-13 7:00,,,2019-04-14 7:00,,
2019-04-12 14:30,1,2,2019-04-13 14:30,,,2019-04-14 14:30,,
2019-04-12 22:00,1,1,2019-04-13 22:00,,,2019-04-14 22:00,,
2019-04-13 2:00,1,3,2019-04-14 2:00,,,2019-04-15 2:00,,
2019-04-13 5:00,2,3,2019-04-14 5:00,,,2019-04-15 5:00,,
2019-04-13 7:00,1,3,2019-04-14 7:00,,,2019-04-15 7:00,,
2019-04-13 7:30,1,1,2019-04-14 7:30,,,2019-04-15 7:30,,
2019-04-13 11:00,2,2,2019-04-14 11:00,,,2019-04-15 11:00,,
2019-04-13 16:00,1,2,2019-04-14 16:00,,,2019-04-15 16:00,,
2019-04-13 19:00,2,1,2019-04-14 19:00,,,2019-04-15 19:00,,
2019-04-13 22:30,1,1,2019-04-14 22:30,,,2019-04-15 22:30,,
2019-04-14 6:00,1,2,2019-04-15 6:00,,,2019-04-16 6:00,,
2019-04-14 8:30,2,2,2019-04-15 8:30,,,2019-04-16 8:30,,
2019-04-14 11:00,1,3,2019-04-15 11:00,,,2019-04-16 11:00,,
2019-04-14 11:30,1,1,2019-04-15 11:30,,,2019-04-16 11:30,,
2019-04-14 14:30,1,2,2019-04-15 14:30,,,2019-04-16 14:30,,
2019-04-14 15:30,1,3,2019-04-15 15:30,,,2019-04-16 15:30,,
2019-04-14 20:00,2,3,2019-04-15 20:00,,,2019-04-16 20:00,,
2019-04-15 0:30,2,1,2019-04-16 0:30,,,2019-04-17 0:30,,
2019-04-15 0:30,2,3,2019-04-16 0:30,,,2019-04-17 0:30,,
2019-04-15 2:30,1,2,2019-04-16 2:30,,,2019-04-17 2:30,,
2019-04-15 4:00,2,2,2019-04-16 4:00,,,2019-04-17 4:00,,
2019-04-15 10:00,1,1,2019-04-16 10:00,,,2019-04-17 10:00,,
2019-04-15 13:00,2,3,2019-04-16 13:00,,,2019-04-17 13:00,,
2019-04-15 16:00,1,1,2019-04-16 16:00,,,2019-04-17 16:00,,
2019-04-15 17:00,1,3,2019-04-16 17:00,,,2019-04-17 17:00,,
2019-04-16 1:30,1,2,2019-04-17 1:30,,,2019-04-18 1:30,,
2019-04-16 4:00,1,3,2019-04-17 4:00,,,2019-04-18 4:00,,
2019-04-16 5:00,2,1,2019-04-17 5:00,,,2019-04-18 5:00,,
2019-04-16 6:30,2,1,2019-04-17 6:30,,,2019-04-18 6:30,,
2019-04-16 11:00,2,1,2019-04-17 11:00,,,2019-04-18 11:00,,
2019-04-16 14:00,1,1,2019-04-17 14:00,,,2019-04-18 14:00,,
2019-04-16 14:30,2,3,2019-04-17 14:30,,,2019-04-18 14:30,,
2019-04-16 19:30,2,2,2019-04-17 19:30,,,2019-04-18 19:30,,
2019-04-16 20:30,1,3,2019-04-17 20:30,,,2019-04-18 20:30,,
2019-04-17 0:00,2,1,2019-04-18 0:00,,,2019-04-19 0:00,,
2019-04-17 7:00,2,1,2019-04-18 7:00,,,2019-04-19 7:00,,
2019-04-17 8:30,2,3,2019-04-18 8:30,,,2019-04-19 8:30,,
2019-04-17 14:00,1,1,2019-04-18 14:00,,,2019-04-19 14:00,,
2019-04-17 14:30,1,3,2019-04-18 14:30,,,2019-04-19 14:30,,
2019-04-17 15:00,2,3,2019-04-18 15:00,,,2019-04-19 15:00,,
2019-04-18 1:30,2,2,2019-04-19 1:30,,,2019-04-20 1:30,,
2019-04-18 3:00,1,1,2019-04-19 3:00,,,2019-04-20 3:00,,
2019-04-18 4:30,1,3,2019-04-19 4:30,,,2019-04-20 4:30,,
2019-04-18 11:30,2,1,2019-04-19 11:30,,,2019-04-20 11:30,,
2019-04-18 12:00,2,2,2019-04-19 12:00,,,2019-04-20 12:00,,
2019-04-18 14:00,2,1,2019-04-19 14:00,,,2019-04-20 14:00,,
2019-04-18 16:30,2,2,2019-04-19 16:30,,,2019-04-20 16:30,,
2019-04-18 22:00,1,2,2019-04-19 22:00,,,2019-04-20 22:00,,
2019-04-18 22:00,2,1,2019-04-19 22:00,,,2019-04-20 22:00,,
2019-04-18 23:00,2,3,2019-04-19 23:00,,,2019-04-20 23:00,,
2019-04-19 0:30,1,3,2019-04-20 0:30,,,2019-04-21 0:30,,
2019-04-19 1:30,2,1,2019-04-20 1:30,,,2019-04-21 1:30,,
2019-04-19 4:30,1,2,2019-04-20 4:30,,,2019-04-21 4:30,,
2019-04-19 8:30,1,3,2019-04-20 8:30,,,2019-04-21 8:30,,
2019-04-19 13:30,1,1,2019-04-20 13:30,,,2019-04-21 13:30,,
2019-04-19 14:30,1,2,2019-04-20 14:30,,,2019-04-21 14:30,,
2019-04-19 16:30,1,1,2019-04-20 16:30,,,2019-04-21 16:30,,
2019-04-19 21:00,2,2,2019-04-20 21:00,,,2019-04-21 21:00,,
2019-04-20 0:00,2,2,2019-04-21 0:00,,,2019-04-22 0:00,,
2019-04-20 2:30,1,3,2019-04-21 2:30,,,2019-04-22 2:30,,
2019-04-20 3:00,2,3,2019-04-21 3:00,,,2019-04-22 3:00,,
2019-04-20 8:30,1,2,2019-04-21 8:30,,,2019-04-22 8:30,,
2019-04-20 10:30,2,1,2019-04-21 10:30,,,2019-04-22 10:30,,
2019-04-20 11:30,2,1,2019-04-21 11:30,,,2019-04-22 11:30,,
2019-04-20 11:30,2,3,2019-04-21 11:30,,,2019-04-22 11:30,,
2019-04-20 13:00,1,3,2019-04-21 13:00,,,2019-04-22 13:00,,
2019-04-20 18:00,2,3,2019-04-21 18:00,,,2019-04-22 18:00,,
2019-04-20 19:30,1,1,2019-04-21 19:30,,,2019-04-22 19:30,,
2019-04-21 1:00,2,2,2019-04-22 1:00,,,2019-04-23 1:00,,
2019-04-21 1:30,1,2,2019-04-22 1:30,,,2019-04-23 1:30,,
2019-04-21 2:30,2,1,2019-04-22 2:30,,,2019-04-23 2:30,,
2019-04-21 5:30,1,3,2019-04-22 5:30,,,2019-04-23 5:30,,
2019-04-21 8:30,1,1,2019-04-22 8:30,,,2019-04-23 8:30,,
2019-04-21 11:00,1,1,2019-04-22 11:00,,,2019-04-23 11:00,,
2019-04-21 13:30,1,1,2019-04-22 13:30,,,2019-04-23 13:30,,
2019-04-21 13:30,1,3,2019-04-22 13:30,,,2019-04-23 13:30,,
2019-04-21 18:30,1,1,2019-04-22 18:30,,,2019-04-23 18:30,,
2019-04-21 20:30,2,1,2019-04-22 20:30,,,2019-04-23 20:30,,
2019-04-21 23:30,1,2,2019-04-22 23:30,,,2019-04-23 23:30,,
2019-04-22 0:00,2,1,2019-04-23 0:00,,,2019-04-24 0:00,,
2019-04-22 1:00,2,3,2019-04-23 1:00,,,2019-04-24 1:00,,
2019-04-22 7:30,1,3,2019-04-23 7:30,,,2019-04-24 7:30,,
2019-04-22 7:30,1,1,2019-04-23 7:30,,,2019-04-24 7:30,,
2019-04-22 8:30,1,1,2019-04-23 8:30,,,2019-04-24 8:30,,
2019-04-22 12:00,1,2,2019-04-23 12:00,,,2019-04-24 12:00,,
2019-04-22 13:00,1,2,2019-04-23 13:00,,,2019-04-24 13:00,,
2019-04-22 14:00,1,3,2019-04-23 14:00,,,2019-04-24 14:00,,
2019-04-22 15:00,1,1,2019-04-23 15:00,,,2019-04-24 15:00,,
2019-04-23 2:30,2,1,2019-04-24 2:30,,,2019-04-25 2:30,,
2019-04-23 3:00,2,3,2019-04-24 3:00,,,2019-04-25 3:00,,
2019-04-23 4:30,2,2,2019-04-24 4:30,,,2019-04-25 4:30,,
2019-04-23 7:30,1,1,2019-04-24 7:30,,,2019-04-25 7:30,,
2019-04-23 9:00,2,3,2019-04-24 9:00,,,2019-04-25 9:00,,
2019-04-23 9:30,2,2,2019-04-24 9:30,,,2019-04-25 9:30,,
2019-04-23 17:00,1,2,2019-04-24 17:00,,,2019-04-25 17:00,,
2019-04-24 1:30,2,3,2019-04-25 1:30,,,2019-04-26 1:30,,
2019-04-24 1:30,1,1,2019-04-25 1:30,,,2019-04-26 1:30,,
2019-04-24 4:30,1,2,2019-04-25 4:30,,,2019-04-26 4:30,,
2019-04-24 6:00,2,3,2019-04-25 6:00,,,2019-04-26 6:00,,
2019-04-24 10:00,2,1,2019-04-25 10:00,,,2019-04-26 10:00,,
2019-04-24 16:00,2,1,2019-04-25 16:00,,,2019-04-26 16:00,,
2019-04-24 20:00,2,2,2019-04-25 20:00,,,2019-04-26 20:00,,
2019-04-25 0:00,2,2,2019-04-26 0:00,,,2019-04-27 0:00,,
2019-04-25 0:30,2,1,2019-04-26 0:30,,,2019-04-27 0:30,,
2019-04-25 1:30,2,1,2019-04-26 1:30,,,2019-04-27 1:30,,
2019-04-25 5:00,2,2,2019-04-26 5:00,,,2019-04-27 5:00,,
2019-04-25 7:30,1,2,2019-04-26 7:30,,,2019-04-27 7:30,,
2019-04-25 8:30,2,3,2019-04-26 8:30,,,2019-04-27 8:30,,
2019-04-25 14:00,2,2,2019-04-26 14:00,,,2019-04-27 14:00,,
2019-04-25 14:30,2,2,2019-04-26 14:30,,,2019-04-27 14:30,,
2019-04-25 19:00,2,1,2019-04-26 19:00,,,2019-04-27 19:00,,
2019-04-25 21:30,2,3,2019-04-26 21:30,,,2019-04-27 21:30,,
2019-04-25 22:00,1,1,2019-04-26 22:00,,,2019-04-27 22:00,,
2019-04-26 9:00,2,3,2019-04-27 9:00,,,2019-04-28 9:00,,
2019-04-26 9:30,2,1,2019-04-27 9:30,,,2019-04-28 9:30,,
2019-04-26 11:00,1,1,2019-04-27 11:00,,,2019-04-28 11:00,,
2019-04-26 14:00,2,1,2019-04-27 14:00,,,2019-04-28 14:00,,
2019-04-26 15:30,1,2,2019-04-27 15:30,,,2019-04-28 15:30,,
2019-04-26 15:30,2,1,2019-04-27 15:30,,,2019-04-28 15:30,,
2019-04-26 20:00,1,3,2019-04-27 20:00,,,2019-04-28 20:00,,
2019-04-26 22:00,2,2,2019-04-27 22:00,,,2019-04-28 22:00,,
2019-04-27 1:00,2,2,2019-04-28 1:00,,,2019-04-29 1:00,,
2019-04-27 2:00,1,3,2019-04-28 2:00,,,2019-04-29 2:00,,
2019-04-27 3:30,2,1,2019-04-28 3:30,,,2019-04-29 3:30,,
2019-04-27 4:00,1,1,2019-04-28 4:00,,,2019-04-29 4:00,,
2019-04-27 7:00,2,1,2019-04-28 7:00,,,2019-04-29 7:00,,
2019-04-27 9:30,1,2,2019-04-28 9:30,,,2019-04-29 9:30,,
2019-04-27 12:00,2,1,2019-04-28 12:00,,,2019-04-29 12:00,,
2019-04-27 18:00,2,1,2019-04-28 18:00,,,2019-04-29 18:00,,
2019-04-27 21:30,1,2,2019-04-28 21:30,,,2019-04-29 21:30,,
2019-04-27 22:30,2,3,2019-04-28 22:30,,,2019-04-29 22:30,,
2019-04-27 23:00,2,1,2019-04-28 23:00,,,2019-04-29 23:00,,
2019-04-28 0:30,2,3,2019-04-29 0:30,,,2019-04-30 0:30,,
2019-04-28 5:30,2,2,2019-04-29 5:30,,,2019-04-30 5:30,,
2019-04-28 6:00,1,1,2019-04-29 6:00,,,2019-04-30 6:00,,
2019-04-28 7:00,1,3,2019-04-29 7:00,,,2019-04-30 7:00,,
2019-04-28 8:00,1,2,2019-04-29 8:00,,,2019-04-30 8:00,,
2019-04-28 8:30,2,1,2019-04-29 8:30,,,2019-04-30 8:30,,
2019-04-28 8:30,2,3,2019-04-29 8:30,,,2019-04-30 8:30,,
2019-04-28 9:30,2,3,2019-04-29 9:30,,,2019-04-30 9:30,,
2019-04-28 14:30,2,1,2019-04-29 14:30,,,2019-04-30 14:30,,
2019-04-28 15:00,2,1,2019-04-29 15:00,,,2019-04-30 15:00,,
2019-04-28 16:00,2,2,2019-04-29 16:00,,,2019-04-30 16:00,,
2019-04-28 23:30,2,3,2019-04-29 23:30,,,2019-04-30 23:30,,
2019-04-29 0:30,1,3,2019-04-30 0:30,,,2019-05-01 0:30,,
2019-04-29 6:00,1,2,2019-04-30 6:00,,,2019-05-01 6:00,,
2019-04-29 10:30,1,1,2019-04-30 10:30,,,2019-05-01 10:30,,
2019-04-29 12:30,2,3,2019-04-30 12:30,,,2019-05-01 12:30,,
2019-04-29 13:00,2,3,2019-04-30 13:00,,,2019-05-01 13:00,,
2019-04-29 15:30,2,1,2019-04-30 15:30,,,2019-05-01 15:30,,
2019-04-29 15:30,2,2,2019-04-30 15:30,,,2019-05-01 15:30,,
2019-04-29 17:30,1,2,2019-04-30 17:30,,,2019-05-01 17:30,,
2019-04-29 22:00,2,2,2019-04-30 22:00,,,2019-05-01 22:00,,
2019-04-30 0:00,2,2,2019-05-01 0:00,,,2019-05-02 0:00,,
2019-04-30 3:00,2,2,2019-05-01 3:00,,,2019-05-02 3:00,,
2019-04-30 3:30,1,2,2019-05-01 3:30,,,2019-05-02 3:30,,
2019-04-30 5:00,2,3,2019-05-01 5:00,,,2019-05-02 5:00,,
2019-04-30 6:30,1,3,2019-05-01 6:30,,,2019-05-02 6:30,,
2019-04-30 8:00,1,1,2019-05-01 8:00,,,2019-05-02 8:00,,
2019-04-30 14:00,1,1,2019-05-01 14:00,,,2019-05-02 14:00,,
2019-04-30 22:00,2,3,2019-05-01 22:00,,,2019-05-02 22:00,,
2019-04-30 23:30,1,1,2019-05-01 23:30,,,2019-05-02 23:30,,
2019-05-01 2:30,1,1,2019-05-02 2:30,,,2019-05-03 2:30,,
2019-05-01 3:00,2,2,2019-05-02 3:00,,,2019-05-03 3:00,,
2019-05-01 8:30,1,1,2019-05-02 8:30,,,2019-05-03 8:30,,
2019-05-01 9:00,1,1,2019-05-02 9:00,,,2019-05-03 9:00,,
2019-05-01 12:00,2,3,2019-05-02 12:00,,,2019-05-03 12:00,,
2019-05-01 12:30,2,1,2019-05-02 12:30,,,2019-05-03 12:30,,
2019-05-01 20:30,2,1,2019-05-02 20:30,,,2019-05-03 20:30,,
2019-05-01 21:00,1,3,2019-05-02 21:00,,,2019-05-03 21:00,,
2019-05-01 23:30,1,2,2019-05-02 23:30,,,2019-05-03 23:30,,
2019-05-02 0:30,1,3,2019-05-03 0:30,,,2019-05-04 0:30,,
2019-05-02 1:30,1,2,2019-05-03 1:30,,,2019-05-04 1:30,,
2019-05-02 4:00,1,1,2019-05-03 4:00,,,2019-05-04 4:00,,
2019-05-02 4:30,1,3,2019-05-03 4:30,,,2019-05-04 4:30,,
2019-05-02 11:00,1,2,2019-05-03 11:00,,,2019-05-04 11:00,,
2019-05-02 12:00,2,3,2019-05-03 12:00,,,2019-05-04 12:00,,
2019-05-02 12:30,1,2,2019-05-03 12:30,,,2019-05-04 12:30,,
2019-05-02 18:30,1,3,2019-05-03 18:30,,,2019-05-04 18:30,,
2019-05-02 19:30,1,1,2019-05-03 19:30,,,2019-05-04 19:30,,
2019-05-03 0:30,2,1,2019-05-04 0:30,,,2019-05-05 0:30,,
2019-05-03 3:00,1,2,2019-05-04 3:00,,,2019-05-05 3:00,,
2019-05-03 5:00,2,1,2019-05-04 5:00,,,2019-05-05 5:00,,
2019-05-03 9:00,1,3,2019-05-04 9:00,,,2019-05-05 9:00,,
2019-05-03 10:00,2,3,2019-05-04 10:00,,,2019-05-05 10:00,,
2019-05-03 12:30,2,1,2019-05-04 12:30,,,2019-05-05 12:30,,
2019-05-03 13:30,2,1,2019-05-04 13:30,,,2019-05-05 13:30,,
2019-05-03 14:30,2,2,2019-05-04 14:30,,,2019-05-05 14:30,,
2019-05-03 15:30,1,2,2019-05-04 15:30,,,2019-05-05 15:30,,
2019-05-04 1:30,2,2,2019-05-05 1:30,,,2019-05-06 1:30,,
2019-05-04 3:30,2,3,2019-05-05 3:30,,,2019-05-06 3:30,,
2019-05-04 8:30,2,1,2019-05-05 8:30,,,2019-05-06 8:30,,
2019-05-04 10:30,2,1,2019-05-05 10:30,,,2019-05-06 10:30,,
2019-05-04 11:30,1,1,2019-05-05 11:30,,,2019-05-06 11:30,,
2019-05-04 17:00,1,2,2019-05-05 17:00,,,2019-05-06 17:00,,
2019-05-05 1:30,2,3,2019-05-06 1:30,,,2019-05-07 1:30,,
2019-05-05 2:30,2,3,2019-05-06 2:30,,,2019-05-07 2:30,,
2019-05-05 5:30,2,1,2019-05-06 5:30,,,2019-05-07 5:30,,
2019-05-05 8:00,2,1,2019-05-06 8:00,,,2019-05-07 8:00,,
2019-05-05 11:00,2,1,2019-05-06 11:00,,,2019-05-07 11:00,,
2019-05-05 11:30,1,1,2019-05-06 11:30,,,2019-05-07 11:30,,
2019-05-05 12:00,2,1,2019-05-06 12:00,,,2019-05-07 12:00,,
2019-05-05 13:00,2,2,2019-05-06 13:00,,,2019-05-07 13:00,,
2019-05-05 20:00,1,3,2019-05-06 20:00,,,2019-05-07 20:00,,
2019-05-05 21:30,2,3,2019-05-06 21:30,,,2019-05-07 21:30,,
2019-05-06 3:00,2,2,2019-05-07 3:00,,,2019-05-08 3:00,,
2019-05-06 5:00,1,1,2019-05-07 5:00,,,2019-05-08 5:00,,
2019-05-06 5:00,1,2,2019-05-07 5:00,,,2019-05-08 5:00,,
2019-05-06 5:30,2,2,2019-05-07 5:30,,,2019-05-08 5:30,,
2019-05-06 6:00,2,2,2019-05-07 6:00,,,2019-05-08 6:00,,
2019-05-06 9:00,2,1,2019-05-07 9:00,,,2019-05-08 9:00,,
2019-05-06 10:00,2,2,2019-05-07 10:00,,,2019-05-08 10:00,,
2019-05-06 10:30,2,3,2019-05-07 10:30,,,2019-05-08 10:30,,
2019-05-06 15:30,1,3,2019-05-07 15:30,,,2019-05-08 15:30,,
2019-05-06 16:30,2,1,2019-05-07 16:30,,,2019-05-08 16:30,,
2019-05-06 19:30,1,3,2019-05-07 19:30,,,2019-05-08 19:30,,
2019-05-06 21:00,2,2,2019-05-07 21:00,,,2019-05-08 21:00,,
2019-05-06 23:30,2,2,2019-05-07 23:30,,,2019-05-08 23:30,,
