Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,5,15,10,0,0,7.637401677930703e-17,0,4.9524871712549467e-17
2019,5,15,12,30,0,7.788854533003543e-16,0,6.111869919814916e-17
2019,5,15,21,30,0,9.565937056803585e-20,0,1.646226081285076e-18
2019,5,17,9,30,0,7.474182279420607e-18,0,9.222228371345251e-14
2019,5,17,12,0,0,4.002635873773364e-18,0,5.206799614960381e-11
2019,5,17,13,30,0,1.6730521206980364e-13,0,2.4803301292018317e-09
2019,5,17,23,30,0,1.1457189384286727e-13,0,1.664275274966965e-08
2019,5,18,21,0,0,9.984940642702748e-09,0,2.110340789328479e-25
2019,5,20,12,0,0,1.984351304751137e-21,0,3.261581309512073e-19
2019,5,20,22,30,0,9.44606818796911e-19,0,1.311073386526273e-19
2019,5,21,18,0,0,3.787107401314033e-20,0,6.756417976677513e-19
2019,5,21,19,0,0,1.426890459823188e-19,0,5.808095762370579e-18
2019,5,23,4,0,0,6.219498665943993e-15,0,3.47341946335204e-16
2019,5,23,5,0,0,2.016127374358799e-15,0,2.8499347112626757e-15
2019,5,27,7,0,0,4.188650734403462e-21,0,3.294468113070941e-19
2019,5,27,23,30,0,6.742835832270865e-21,0,1.3270859560736498e-18
2019,5,29,10,30,0,2.6250277609310003e-17,0,5.801857048103629e-21
2019,5,30,16,0,0,2.685264759986455e-21,0,2.4579022632198203e-21
2019,5,30,19,30,0,2.1824515098298574e-22,0,3.2856407463797153e-23
2019,5,31,12,0,0,5.3104848908975006e-20,0,5.219800080971188e-25
2019,5,31,15,30,0,3.0808372272395395e-21,0,8.071675365380464e-24
2019,5,31,16,0,0,2.4708957731615547e-21,0,3.7653498198088234e-26
2019,5,31,23,0,0,3.5087125369668384e-22,0,2.8561585175019197e-24
2019,6,1,0,30,0,3.249484694782976e-24,0,5.812092848031539e-22
2019,6,2,10,0,0,1.4869002593329103e-21,0,2.671719045844794e-21
2019,6,3,7,0,0,3.0573463442880516e-22,0,7.936994787503833e-17
2019,6,3,18,30,0,1.9615198200462888e-17,0,3.4071624516189477e-18
2019,6,4,1,30,0,2.2388526268934316e-17,0,6.740798552868585e-17
2019,6,4,18,30,0,3.4227014965773917e-18,0,1.803186256138739e-15
2019,6,5,21,0,0,4.168292255217726e-13,0,1.4660575183994956e-18
2019,6,6,19,30,0,9.59410892300934e-20,0,6.093779601434553e-16
2019,6,6,22,30,0,2.0127052851056957e-20,0,8.882141639728334e-16
2019,6,7,5,0,0,6.390064583324763e-22,0,2.008591957829573e-16
2019,6,7,5,30,0,1.7797470895350218e-23,0,5.556237012114073e-16
2019,6,7,16,30,0,5.8906243319427996e-18,0,2.4510080715371225e-17
2019,6,8,8,0,0,1.4491315875400647e-14,0,3.2362558989520512e-18
2019,6,9,23,30,0,2.257383437430365e-15,0,4.0621346549462776e-23
2019,6,10,15,30,0,9.301894774449414e-20,0,4.905013056693579e-18
2019,6,11,1,0,0,1.8907095871400245e-21,0,8.297799067526673e-18
2019,6,11,9,0,0,1.048496015199304e-19,0,2.184876610531927e-18
2019,6,13,5,0,0,6.238051397889928e-17,0,8.13870428308878e-18
2019,6,13,20,0,0,3.0733649247370704e-23,0,5.691292341692454e-23
2019,6,13,23,0,0,1.5108341729445847e-21,0,4.251575262913824e-22
2019,6,14,2,0,0,3.595324936134902e-21,0,1.6494551572234242e-21
2019,6,14,6,30,0,8.325759622206181e-15,0,6.2458990138787486e-18
2019,6,14,16,30,0,6.664808967330356e-19,0,1.6725289662065035e-19
2019,6,16,1,30,0,1.0318682995646792e-14,0,1.1154622616687878e-17
2019,6,16,18,0,0,3.3454936776003356e-20,0,1.3574376122978957e-14
2019,6,17,3,30,0,8.646474261174514e-18,0,3.971219057566441e-16
2019,6,17,4,0,0,2.7403227106858376e-18,0,1.8121155344897298e-17
2019,6,17,7,0,0,3.106788445159335e-21,0,5.4324111580035275e-17
2019,6,17,16,30,0,7.286421077143703e-13,0,9.033574758967333e-16
2019,6,17,18,0,0,1.3624336999480797e-14,0,6.019170835768332e-16
2019,6,18,7,0,0,5.4555445151708934e-17,0,1.0667262756233045e-12
2019,6,19,13,30,0,4.334500393952092e-14,0,1.0299821385239068e-15
2019,6,21,0,0,0,4.112794846094493e-14,0,3.4960943127916767e-19
2019,6,21,10,30,0,8.493172793137242e-16,0,2.4872950812841e-22
2019,6,21,14,0,0,1.467742890189962e-15,0,2.0549072754727633e-20
2019,6,22,1,0,0,3.598036441436403e-20,0,1.2958053771274226e-20
2019,6,22,6,0,0,4.959650332430114e-18,0,7.353647043945467e-21
2019,6,22,18,0,0,1.131367002751022e-21,0,9.115323223573254e-20
2019,6,23,6,0,0,7.391915258195272e-21,0,5.0386537670125045e-17
2019,6,23,9,0,0,3.538755173219292e-21,0,1.1815409796260952e-17
2019,6,23,13,30,0,1.6617200221075019e-19,0,1.351235200844543e-20
2019,6,24,8,0,0,2.585617931301171e-16,0,5.622226552696123e-22
2019,6,24,9,0,0,1.186825803944196e-17,0,1.2645393976712353e-20
2019,6,24,9,30,0,4.829373352082079e-19,0,1.1322255809868431e-20
2019,6,24,13,30,0,1.3582725398469282e-20,0,2.783502317815213e-19
2019,6,24,19,30,0,3.9791357580005686e-25,0,8.31817509801146e-15
2019,6,25,6,30,0,1.0181272880863475e-20,0,3.0303353500686127e-12
2019,6,27,8,30,0,6.018197585427254e-12,0,4.707536664297599e-13
2019,6,27,13,30,0,2.4241854266640592e-17,0,5.394172221617464e-11
2019,6,29,7,30,0,2.6031115263247266e-15,0,4.839819172644105e-16
2019,6,29,14,30,0,1.4909570496643348e-10,0,1.2990013550190443e-18
2019,6,29,18,30,0,1.1630449216934972e-09,0,1.2722161667087658e-20
2019,6,30,3,30,0,9.295899604359009e-17,0,3.77239913924268e-15
2019,7,1,20,30,0,4.077304924918637e-15,0,2.77366334640345e-18
2019,7,5,1,30,0,3.250400119885795e-27,0,1.3715202204089762e-24
2019,7,5,7,0,0,2.547022173860763e-27,0,1.2436941123213314e-23
2019,7,5,20,0,0,3.522931228453922e-23,0,2.4059630154002277e-25
2019,7,6,17,0,0,7.016082198279139e-25,0,4.554296530333895e-22
2019,7,7,13,0,0,3.899404422930596e-22,0,1.5817687562433365e-21
2019,7,9,3,0,0,4.8973442322210906e-27,0,9.475092499583333e-15
2019,7,9,16,30,0,3.4438144477701774e-11,0,5.833766022946908e-16
2019,7,10,3,0,0,9.510364101058555e-15,0,2.9636454001880995e-15
2019,7,13,13,30,0,2.629560930776838e-12,0,1.2151552861304102e-12
2019,7,14,7,30,0,1.056898704159098e-12,0,2.7937296385663334e-12
2019,7,15,14,30,0,8.916222190068967e-15,0,3.9490536004345644e-15
2019,7,15,21,0,0,6.7439660426609325e-15,0,3.4748620376544264e-17
2019,7,16,13,30,0,1.0776896434408803e-15,0,3.8774475675496573e-14
2019,7,17,0,0,0,2.954659999004072e-16,0,1.0235436275198592e-13
2019,7,17,1,0,0,1.0023056447258046e-17,0,1.1904702477118643e-16
2019,7,17,8,30,0,3.0512594908261314e-09,0,6.160714359377434e-16
2019,7,18,6,30,0,1.888407247638849e-17,0,2.78592301627099e-19
2019,7,18,19,0,0,9.786500750993866e-14,0,1.607377103998213e-11
2019,7,19,17,30,0,1.9453051748447667e-11,0,6.166681677883376e-11
2019,7,20,4,30,0,1.8840797006643095e-11,0,2.0222521886438384e-12
2019,7,20,16,0,0,3.173361460792696e-10,0,3.3000188794616503e-11
2019,7,21,14,0,0,7.18157188891001e-11,0,4.993282492363262e-13
2019,7,21,21,0,0,1.3259102634377544e-11,0,4.8903693611069895e-15
2019,7,22,4,0,0,2.760928282727368e-13,0,3.433377774830713e-10
2019,7,22,5,0,0,4.845902109495482e-13,0,1.4805986366122743e-10
2019,7,23,3,0,0,4.802905757112967e-10,0,3.133787056479795e-13
2019,7,23,11,0,0,1.2214620760897288e-07,0,4.036535294537954e-12
2019,7,23,15,30,0,7.036362787561958e-11,0,1.367749345759205e-09
2019,7,23,17,0,0,4.088400060961483e-11,0,8.510961542405218e-10
2019,7,23,17,30,0,1.2958762162912683e-11,0,1.5221550845404426e-09
2019,7,25,2,0,0,7.635066845156098e-11,0,1.3885561440943268e-10
2019,7,26,0,0,0,9.034351320449028e-09,0,4.60108397839627e-09
2019,7,26,1,30,0,2.1166256799698085e-10,0,1.2561854893289773e-11
2019,7,26,3,30,0,6.19458486093638e-11,0,8.015710108657355e-12
2019,7,26,7,30,0,4.960120162887706e-10,0,1.4782448064287894e-05
2019,7,26,9,0,0,7.694770707057512e-09,0,0.00040437269483290287
2019,7,26,22,30,0,1.2112424125147535e-08,0,3.6242332109014216e-05
2019,7,28,21,30,0,1.7168875114184997e-12,0,5.928425624506955e-12
2019,7,29,3,0,0,7.684025092657572e-14,0,1.1652301819251604e-09
2019,7,30,14,30,0,4.2011823743405965e-06,0,3.891341998706496e-12
2019,7,31,8,30,0,8.725911323183594e-11,0,4.3751839195951437e-17
2019,8,1,18,0,0,1.0414526072636736e-18,0,9.696158338282675e-18
2019,8,1,18,30,0,2.6571039341105203e-18,0,1.091523295049735e-15
2019,8,1,19,30,0,4.3714732162641006e-17,0,9.412662582336025e-17
2019,8,2,16,30,0,7.834140365789647e-14,0,1.986201208163247e-15
2019,8,3,5,30,0,9.953732537521923e-16,0,1.0056388499105483e-16
2019,8,3,16,30,0,1.9939256459047095e-15,0,2.0735100062764221e-13
2019,8,3,20,30,0,4.882951967691566e-19,0,7.369819024334727e-17
2019,8,4,0,0,0,1.0026927342101126e-16,0,4.510550175181181e-18
2019,8,4,1,0,0,5.105773473921735e-17,0,2.408143266358286e-20
2019,8,8,1,30,0,3.338947856416989e-17,0,4.819394027912406e-16
2019,8,8,5,0,0,1.025509214854379e-14,0,3.399300448106896e-15
2019,8,8,13,0,0,6.904975395848864e-16,0,5.880091038616053e-15
2019,8,9,12,30,0,3.5020380216039092e-15,0,3.5069934550375876e-19
2019,8,11,13,30,0,5.890500514210264e-11,0,2.7753587608149456e-14
2019,8,11,14,0,0,5.927401854858987e-14,0,1.992049618253813e-15
2019,8,11,16,30,0,2.1495605954860026e-12,0,7.444436872157199e-15
2019,8,12,17,0,0,2.3219118451228045e-16,0,1.3977519652210285e-15
2019,8,12,17,30,0,1.8081252182619747e-15,0,8.116177128886659e-16
2019,8,14,5,30,0,6.905299731319503e-19,0,1.9631867181692144e-16
2019,8,15,3,30,0,9.566523642734325e-17,0,1.1018206168282827e-17
2019,8,15,6,0,0,5.0100976847821165e-17,0,1.1441958476967435e-16
2019,8,15,10,0,0,7.85050449596386e-18,0,2.3029772540749808e-17
2019,8,17,21,30,0,7.383164123848026e-22,0,1.388150952954033e-18
2019,8,17,22,0,0,5.490986096766668e-22,0,6.736698240555696e-19
2019,8,18,6,30,0,1.309682702194506e-19,0,3.673487501179219e-19
2019,8,18,7,30,0,2.583929995293524e-20,0,1.0936860961230888e-17
2019,8,18,16,30,0,5.031929663770826e-21,0,5.844991586550978e-17
2019,8,18,17,30,0,2.068497037101826e-20,0,2.72429945272204e-16
2019,8,19,15,30,0,2.34451385597017e-17,0,8.405489196943133e-16
2019,8,19,22,30,0,7.659386242993695e-15,0,8.718118457317871e-18
2019,8,20,19,30,0,1.2986143592077765e-18,0,1.0391991063548429e-14
2019,8,20,23,30,0,8.420352800342956e-16,0,1.665803873140348e-13
2019,8,21,14,0,0,2.2699748315670925e-16,0,3.599440063712731e-22
2019,8,21,14,30,0,1.1873070439979257e-15,0,6.429890879425106e-20
2019,8,22,3,30,0,1.500864722838765e-18,0,1.2625257836245717e-19
2019,8,22,4,0,0,2.1883642777769765e-17,0,1.4859810548853352e-19
2019,8,22,19,30,0,2.84072948829619e-21,0,9.829631026936914e-24
2019,8,24,3,0,0,9.56178932809477e-20,0,8.829527683403793e-19
2019,8,24,10,0,0,1.2926620865506858e-20,0,8.007939393600483e-21
2019,8,24,12,30,0,1.407946512906026e-19,0,8.38648418779924e-22
2019,8,24,13,30,0,9.620284261358785e-18,0,1.6214883602896578e-19
2019,8,25,13,0,0,1.519402567764253e-20,0,3.187376214821694e-16
2019,8,26,1,0,0,1.2129958187127987e-14,0,2.947556506056745e-16
2019,8,26,16,0,0,6.955473148406786e-18,0,2.300904121758037e-15
2019,8,27,7,30,0,9.242162855716107e-15,0,1.8152629096945116e-10
2019,8,27,13,0,0,5.2116592209083176e-14,0,8.961612766665536e-15
2019,8,28,0,0,0,3.3802127553011477e-13,0,8.284840315394478e-20
2019,8,28,4,30,0,1.562015196789347e-19,0,1.3156310541745135e-20
2019,8,31,1,0,0,8.259405645718454e-19,0,9.195673313968305e-19
2019,8,31,4,30,0,2.1305492104968528e-18,0,8.606156528366221e-19
2019,9,2,1,30,0,2.3198567745444184e-16,0,1.0855792396780541e-13
2019,9,3,18,30,0,6.229961381871964e-10,0,3.941710573388585e-09
2019,9,4,16,0,0,6.731347286793264e-10,0,2.212724295947607e-08
2019,9,4,19,0,0,2.2007560640430196e-10,0,1.1759149446029704e-08
2019,9,5,3,30,0,4.208019452710383e-15,0,2.9242343289591756e-12
2019,9,5,11,30,0,1.1980505494231002e-09,0,3.33125078165376e-09
2019,9,6,15,0,0,1.5612997611971501e-09,0,2.8695847239990504e-11
2019,9,8,7,30,0,1.2207900959155606e-13,0,7.052899459689322e-11
2019,9,8,21,0,0,5.7631534958983797e-11,0,2.987818886535969e-10
2019,9,8,23,0,0,7.050099256276872e-11,0,7.61351531229277e-09
2019,9,9,0,30,0,2.5437223514089883e-09,0,3.352901604419149e-09
2019,9,10,3,0,0,1.2438765106856227e-09,0,2.7517456572129246e-16
2019,9,10,13,30,0,5.970200719179523e-10,0,2.644881824297302e-16
2019,9,11,1,0,0,8.110451478686093e-15,0,1.148513228006405e-21
2019,9,11,4,30,0,1.5740473384149954e-19,0,1.9292330916225088e-20
2019,9,11,10,30,0,2.119932722057782e-16,0,1.0858168915504795e-19
2019,9,11,12,30,0,6.92157807736554e-15,0,2.5920163075805474e-17
2019,9,12,4,30,0,1.939123315701381e-20,0,8.019529281132493e-17
2019,9,12,19,0,0,2.239208632479864e-20,0,4.0401911653791793e-10
2019,9,12,23,0,0,4.075466687729582e-18,0,9.57822622542665e-13
2019,9,13,10,30,0,7.093344602143177e-14,0,1.15571463651117e-13
2019,9,18,5,0,0,3.2012383794631757e-32,0,2.5844446593630077e-25
2019,9,19,7,0,0,1.320223244662596e-24,0,1.395351559420648e-24
2019,9,20,8,0,0,7.78840128064412e-22,0,1.1256335799984486e-16
2019,9,20,14,30,0,8.103338696707057e-17,0,2.65002210433474e-16
2019,9,20,15,30,0,3.065129134556077e-18,0,4.832431372950681e-17
2019,9,21,0,30,0,4.020939599438496e-17,0,2.956853434102336e-23
2019,9,22,23,0,0,8.150624155185109e-23,0,5.4095296575064365e-21
2019,9,23,6,0,0,7.330936669321633e-27,0,3.484119698267187e-27
2019,9,23,12,30,0,3.463966684464763e-21,0,5.353267663159852e-18
2019,9,23,23,30,0,5.78775723136437e-24,0,1.9611776023185613e-16
2019,9,24,4,30,0,1.2797678997429844e-27,0,5.403944829209645e-19
2019,9,24,12,0,0,6.635999905497599e-17,0,3.6909809675649045e-18
2019,9,24,16,30,0,8.999245887210496e-20,0,3.014776879202687e-18
2019,9,25,3,0,0,5.18043015565957e-18,0,1.859789045587231e-14
2019,9,25,15,30,0,5.584946056218694e-18,0,3.193994329183291e-14
2019,9,26,1,30,0,1.0043938723470243e-15,0,2.2446568864545144e-17
2019,9,26,9,0,0,5.551030220641262e-16,0,7.858376490274266e-18
2019,9,26,17,0,0,1.3157048844585148e-15,0,7.931051966603749e-18
2019,9,26,21,0,0,2.3042282193466524e-16,0,1.705811896509813e-17
2019,9,27,14,30,0,3.13591363991119e-15,0,5.071556707253715e-19
2019,9,27,23,30,0,1.117673301270468e-16,0,2.402734876360687e-16
2019,9,28,18,30,0,9.070900086803796e-20,0,7.486244168260388e-17
2019,9,28,19,30,0,5.640849083651747e-18,0,7.743893596398022e-15
2019,9,29,6,30,0,9.29308923504342e-15,0,4.2156392240466865e-16
2019,9,30,8,0,0,3.6224200820386006e-14,0,1.419025750333244e-06
2019,9,30,11,0,0,0.0003985941892472454,0,8.209675071040835e-06
2019,9,30,12,0,0,7.276156146314082e-10,0,0.00010150488308827843
2019,9,30,14,0,0,7.0663334641279e-10,0,0.0004935999887921511
2019,10,1,0,30,0,3.804285632927349e-11,0,3.0083970642011345e-06
2019,10,1,3,0,0,1.3311528188757313e-09,0,1.6957233671232885e-06
2019,10,1,6,0,0,4.638085981750939e-09,0,2.950467076620716e-10
2019,10,2,15,30,0,8.747653371072646e-12,0,6.288317904743506e-06
2019,10,4,11,30,0,3.9307870414538894e-15,0,4.814289639806516e-16
2019,10,4,13,30,0,5.523705939130535e-15,0,3.4126052286903717e-16
2019,10,6,1,0,0,3.0500732246789096e-15,0,1.0692147931332365e-20
2019,10,6,5,0,0,4.248081950442296e-15,0,2.1992854242369007e-20
2019,10,8,0,30,0,7.388251587752386e-28,0,2.571018093213331e-22
2019,10,9,3,0,0,9.239030011611656e-23,0,1.150008518185004e-18
2019,10,10,4,0,0,1.974727462520558e-19,0,7.94237637481309e-20
2019,10,10,8,0,0,3.0546122050889307e-19,0,2.422251685767411e-18
2019,10,10,12,30,0,1.9113810706880635e-15,0,1.3821644087008706e-18
2019,10,10,13,30,0,2.866307498365631e-15,0,5.3370582599056484e-18
2019,10,11,4,30,0,3.9708520280247364e-21,0,2.2207927256503796e-24
2019,10,13,15,30,0,4.8906338995126163e-23,0,8.200779190099768e-21
2019,10,13,22,0,0,4.973403594939443e-30,0,1.3531040392986905e-17
2019,10,14,7,0,0,2.4894837696534516e-25,0,9.949176920307174e-21
2019,10,15,4,0,0,7.635051112237907e-20,0,1.551633037224552e-21
2019,10,15,11,30,0,5.0630186029627565e-20,0,1.59870295941723e-18
2019,10,16,14,0,0,9.510695148803379e-22,0,2.1896907358456358e-15
2019,10,16,14,30,0,5.292122355268992e-22,0,5.456838063966019e-15
2019,10,17,12,0,0,2.0429770315016748e-17,0,1.7247801433290991e-16
2019,10,17,23,30,0,7.487859873755216e-15,0,1.378256251201839e-15
2019,10,19,3,0,0,6.607098085898423e-19,0,3.9687237109210257e-19
2019,10,20,4,30,0,5.41679452010289e-18,0,1.4517384625685386e-17
2019,10,21,20,0,0,7.489186182218515e-19,0,1.89298725309054e-18
2019,10,22,7,0,0,6.001577006617679e-22,0,2.458830855651503e-22
2019,10,22,11,30,0,2.377925934959182e-17,0,1.1452202221168833e-21
2019,10,23,12,0,0,1.0803898967340966e-21,0,2.7021697589818877e-18
2019,10,24,8,30,0,6.562463585865187e-19,0,3.752769667762848e-21
2019,10,26,6,30,0,8.89627465464627e-22,0,4.9943367479183465e-26
2019,10,26,20,0,0,2.8317193562705883e-22,0,2.8359865964799554e-17
2019,10,28,1,30,0,9.454711391594303e-14,0,6.171212041361724e-24
2019,10,28,5,0,0,1.9501214395536715e-15,0,6.632509719615826e-26
2019,10,29,10,0,0,1.1084524382623676e-19,0,3.87971203313934e-18
2019,10,31,12,0,0,3.870998287018772e-16,0,3.5333552977713006e-11
2019,10,31,22,0,0,2.94614940631372e-20,0,1.7629663310826848e-08
2019,10,31,23,0,0,6.320169418221593e-21,0,2.3880097816131214e-10
2019,11,1,0,30,0,1.9779321598399192e-22,0,1.0833804413187301e-09
2019,11,1,4,30,0,1.2268703445751647e-21,0,5.842657968495912e-10
2019,11,1,17,30,0,3.881013321515856e-07,0,8.128743812977543e-13
2019,11,1,19,0,0,1.6078151640272953e-07,0,1.3475511771090448e-15
2019,11,2,14,0,0,1.5463568610361171e-18,0,1.3988608566135062e-15
2019,11,2,16,30,0,7.508877809277404e-15,0,8.441951723797293e-13
2019,11,4,1,0,0,1.7740758917999308e-14,0,3.374937175406846e-16
2019,11,4,3,30,0,2.7281822374124945e-15,0,6.570147915730223e-16
2019,11,4,5,0,0,1.5711649549248123e-15,0,1.5057237375289595e-17
2019,11,5,2,0,0,1.9986194577519915e-14,0,2.8822814487255225e-14
2019,11,5,4,0,0,3.305121431797531e-13,0,1.3592857225102441e-13
2019,11,5,18,0,0,7.177767711400948e-15,0,9.651785047215077e-25
2019,11,6,0,0,0,4.98327848415019e-15,0,2.5382749087836506e-27
2019,11,6,12,0,0,1.5828299377367434e-16,0,1.070381901819079e-22
2019,11,6,18,0,0,9.709683480512083e-25,0,2.932031927509173e-25
2019,11,8,2,0,0,1.8429478212738695e-26,0,1.054611415149678e-21
2019,11,8,3,30,0,8.620508317389848e-27,0,2.1152888025980274e-21
2019,11,8,9,30,0,4.091884656951291e-20,0,1.2651943716048007e-17
2019,11,9,0,30,0,5.343260357791022e-24,0,1.002511589306144e-08
2019,11,9,9,30,0,1.2706601885525322e-17,0,3.215512107568759e-09
2019,11,9,19,30,0,2.2437517546334482e-05,0,8.505714988510277e-15
2019,11,10,10,0,0,1.602353426510051e-08,0,3.937085446867641e-15
2019,11,13,0,30,0,8.857974240447206e-29,0,1.781695443416437e-28
2019,11,15,15,30,0,5.3980643370124e-12,0,0.00019512592095272677
2019,11,15,23,0,0,1.6366493843766584e-14,1,0.8577784530768103
2019,11,15,23,30,0,1.635914788005685e-14,1,0.9912097155451253
2019,11,16,0,0,0,1.5674318838052283e-15,0,0.06381348860482068
2019,11,16,0,30,0,3.433573299460326e-16,0,1.907672017293111e-06
2019,11,16,1,0,0,1.3366946770993263e-16,0,1.4307167567530927e-05
2019,11,16,1,30,0,1.0926633332484082e-16,0,5.956542244987436e-07
2019,11,16,2,0,0,6.090540356845304e-16,0,9.692512877363007e-07
