Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out,cond
2016,8,4,0,0,29.81,65.54,31.01,25.96,83.73,0
2016,8,4,3,0,29.05,65.87,30.97,25.11,84.68,0
2016,8,4,6,0,28.59,66.42,30.67,24.47,86.78,0
2016,8,4,9,0,30.02,63.52,30.89,34.6,52.53,0
2016,8,4,12,0,31.76,60.74,31.7,36.95,46.61,0
2016,8,4,15,0,33.35,56.14,31.85,34.05,54.09,0
2016,8,4,18,0,32.92,56.93,31.89,31.55,61.66,0
2016,8,4,21,0,30.82,62.18,31.54,27.86,74.6,0
2016,8,5,0,0,29.78,66.82,31.28,26.48,83,0
2016,8,5,3,0,29.41,66.54,31.28,25.84,83.18,0
2016,8,5,6,0,28.99,68.96,31.09,25.6,86.69,0
2016,8,5,9,0,30.09,70.6,31.5,35.58,54.37,0
2016,8,5,12,0,31.95,65.11,31.66,36.13,51.83,0
2016,8,5,15,0,33.41,57.81,31.96,33.53,57.51,0
2016,8,5,18,0,32.99,57.78,32.84,30.24,69.41,0
2016,8,5,21,0,31.21,61.32,31.77,28.07,74.82,0
2016,8,6,0,0,30.05,67.7,31.66,26.54,84.1,0
2016,8,6,3,0,29.47,67.74,31.43,25.84,84.92,0
2016,8,6,6,0,29.14,67.28,31.47,25.48,84.43,0
2016,8,6,9,0,30.09,68.22,31.62,36.68,49.51,0
2016,8,6,12,0,32.1,63.03,32.23,37.29,48.78,0
2016,8,6,15,0,33.63,57.36,32.88,32.95,58.64,0
2016,8,6,18,0,33.14,55.16,32.61,30.97,62.33,0
2016,8,6,21,0,31.18,56.78,32.08,27.95,67.31,0
2016,8,7,0,0,30.42,57.69,32.08,27.22,68.28,0
2016,8,7,3,0,30.05,58.88,31.58,26.33,75.64,0
2016,8,7,6,0,29.41,62.73,31.31,25.78,79.18,0
2016,8,7,9,0,30.36,64.68,31.66,37.05,44.44,0
2016,8,7,12,0,32.25,53.69,32.5,38.6,36.69,0
2016,8,7,15,0,33.14,46.86,32.69,32.92,46.86,0
2016,8,7,18,0,33.26,43.16,32.61,30.85,49.69,0
2016,8,7,21,0,31.09,52.99,32.73,27.74,65.9,0
2016,8,8,0,0,30.18,59.31,32,25.84,76.25,0
2016,8,8,3,0,29.41,62.88,31.81,25.14,82.17,0
2016,8,8,6,0,28.71,65.87,31.28,24.44,85.56,0
2016,8,8,9,0,29.93,65.72,31.58,37.59,44.87,0
2016,8,8,12,0,32.19,60.41,32.5,38.79,42.74,0
2016,8,8,15,0,33.6,56.68,32.69,32.89,58.09,0
2016,8,8,18,0,32.77,53.33,32.84,30.21,62.12,0
2016,8,8,21,0,30.82,58.76,32.27,27.61,72.13,0
2016,8,9,0,0,30.09,63.71,31.81,26.24,81.81,0
2016,8,9,3,0,29.41,67.03,31.7,25.63,85.2,0
2016,8,9,6,0,29.29,68.96,31.43,25.51,86.11,0
2016,8,9,9,0,30.63,64.59,31.89,35.55,49.27,0
2016,8,9,12,0,32.95,57.36,32.42,37.96,44.69,0
2016,8,9,15,0,34.54,52.93,32.8,34.48,53.39,0
2016,8,9,18,0,33.78,54.55,33.11,31.31,62.67,0
2016,8,9,21,0,31.79,63.92,32.34,28.44,78.75,0
2016,8,10,0,0,30.67,67.43,32.12,26.82,86.57,0
2016,8,10,3,0,30.12,69.14,31.73,26.09,89.53,0
2016,8,10,6,0,29.41,73.75,32,25.69,91.82,0
2016,8,10,9,0,30.48,69.38,31.92,38.57,44.14,0
2016,8,10,12,0,32.71,56.75,32.5,36.59,46.61,0
2016,8,10,15,0,33.99,44.11,33.15,32.86,47.41,0
2016,8,10,18,0,33.47,50.24,32.8,30.6,60.01,0
2016,8,10,21,0,31.49,57.08,32.42,27.61,74.27,0
2016,8,11,0,0,30.24,65.72,32.04,26.12,84.98,0
2016,8,11,3,0,29.75,65.14,31.77,24.8,87.09,0
2016,8,11,6,0,29.29,68.77,31.47,24.74,89.71,0
2016,8,11,9,0,29.84,70.02,31.77,33.66,59.1,0
2016,8,11,12,0,32.53,60.56,32.08,37.2,48.78,0
2016,8,11,15,0,34.08,53.08,32.5,33.17,53.88,0
2016,8,11,18,0,33.72,51.19,32.76,31.15,61.81,0
2016,8,11,21,0,31.67,62.27,32.34,27.8,79.88,0
2016,8,12,0,0,30.6,67.64,32.54,26.09,88.58,0
2016,8,12,3,0,29.93,71.18,32.08,25.69,92.16,0
2016,8,12,6,0,29.29,72.53,31.73,25.45,92.06,0
2016,8,12,9,0,29.78,71.83,31.5,29.72,73.84,0
2016,8,12,12,0,31.83,60.68,32.61,37.63,45.02,0
2016,8,12,15,0,33.63,51.89,32.57,33.38,52.32,0
2016,8,12,18,0,33.29,55.77,32.76,30.88,69.96,0
2016,8,12,21,0,31.43,67,32.65,27.74,85.29,0
2016,8,13,0,0,30.36,71.49,31.92,26.45,90.66,0
2016,8,13,3,0,29.75,72.99,31.92,25.84,92.58,0
2016,8,13,6,0,29.41,74.15,31.96,25.93,92.09,0
2016,8,13,9,0,29.6,75.92,31.31,29.11,79.98,0
2016,8,13,12,0,32.22,61.69,32.19,37.56,44.51,0
2016,8,13,15,0,33.93,54.79,32.69,34.08,54.55,0
2016,8,13,18,0,33.32,60.93,32.8,31.12,69.84,0
2016,8,13,21,0,31.7,66.64,32.31,28.47,81.29,0
2016,8,14,0,0,30.79,70.54,32.27,27.28,88.13,0
2016,8,14,3,0,30.18,72.34,31.85,26.61,89.74,0
2016,8,14,6,0,29.81,72.28,31.96,26.24,90.05,0
2016,8,14,9,0,30.42,73.57,32,32.89,65.14,0
2016,8,14,12,0,32.37,64.8,32.31,34.66,58.91,0
2016,8,14,15,0,32.86,64.26,32.73,33.11,63.25,0
2016,8,14,18,0,32.47,65.14,32.5,30.82,71.86,0
2016,8,14,21,0,31.34,69.29,32.23,28.53,83.03,0
2016,8,15,0,0,30.57,71.18,31.92,27.12,87.67,0
2016,8,15,3,0,29.99,71.34,31.85,26.61,86.94,0
2016,8,15,6,0,29.51,72.59,31.43,25.87,90.72,0
2016,8,15,9,0,29.57,73.38,31.43,28.59,79.12,0
2016,8,15,12,0,31.46,63.64,31.92,39.43,38.58,0
2016,8,15,15,0,32.86,59.04,32.31,32.65,58.85,0
2016,8,15,18,0,31.86,54,32.08,29.41,60.87,0
2016,8,15,21,0,30.54,57.51,31.7,27.03,71.21,0
2016,8,16,0,0,29.75,62.79,31.89,25.78,80.56,0
2016,8,16,3,0,29.14,60.99,31.16,25.48,76.71,0
2016,8,16,6,0,28.65,63.83,31.09,24.59,84.16,0
2016,8,16,9,0,29.6,61.05,31.24,38.48,37.88,0
2016,8,16,12,0,32.37,47.07,32,39.43,28.63,0
2016,8,16,15,0,34.24,38.74,32.31,34.3,38.49,0
2016,8,16,18,0,32.8,56.53,32.15,30.6,64.16,0
2016,8,16,21,0,30.42,65.84,32,26.97,81.84,0
2016,8,17,0,0,29.47,66.12,31.62,25.66,83.33,0
2016,8,17,3,0,29.02,66.48,31.09,24.8,86.48,0
2016,8,17,6,0,28.74,64.87,31.77,24.5,83.52,0
2016,8,17,9,0,29.41,67.16,31.54,32.31,59.04,0
2016,8,17,12,0,32.1,60.78,32,38.14,44.6,0
2016,8,17,15,0,33.63,53.45,32.12,33.9,53.24,0
2016,8,17,18,0,33.02,52.75,32.15,30.18,62,0
2016,8,17,21,0,30.88,61.42,31.85,27.67,77.41,0
2016,8,18,0,0,30.36,64.26,31.7,26.54,79.52,0
2016,8,18,3,0,29.57,64.13,31.28,25.63,80.01,0
2016,8,18,6,0,28.96,62.76,31.09,24.53,84.1,0
2016,8,18,9,0,29.63,66.33,31.5,33.84,54.43,0
2016,8,18,12,0,32.41,53.17,31.89,35.98,44.99,0
2016,8,18,15,0,33.93,49.91,32.12,35.67,45.45,0
2016,8,18,18,0,32.53,49.39,32.27,30.42,57.6,0
2016,8,18,21,0,30.94,52.11,31.81,28.38,62.21,0
2016,8,19,0,0,30.33,55.53,32.19,27.4,65.08,0
2016,8,19,3,0,30.09,56.17,31.43,26.73,71.95,0
2016,8,19,6,0,29.69,63.98,31.35,26.39,79.95,0
2016,8,19,9,0,30.12,63.58,30.97,32.47,57.51,0
2016,8,19,12,0,32.41,58.24,31.54,35.4,49.69,0
2016,8,19,15,0,33.53,52.56,31.77,34.02,50.64,0
2016,8,19,18,0,32.5,50.73,31.85,30.51,56.68,0
2016,8,19,21,0,30.94,59.83,31.54,28.25,71.95,0
2016,8,20,0,0,30.3,63.74,31.85,27.52,76.34,0
2016,8,20,3,0,30.05,64.32,31.5,26.79,79.52,0
2016,8,20,6,0,29.66,66.36,31.35,26.42,79.67,0
2016,8,20,9,0,30.33,63.25,31.43,30.94,60.04,0
2016,8,20,12,0,32.62,54.43,32.19,38.48,39.9,0
2016,8,20,15,0,33.75,49.45,32.54,35.76,44.63,0
2016,8,20,18,0,33.32,55.65,32.8,30.18,67.61,0
2016,8,20,21,0,30.82,66.91,32.12,27.92,81.84,0
2016,8,21,0,0,30.45,67.95,31.96,26.82,84.46,0
2016,8,21,3,0,30.27,69.99,31.77,26.94,85.78,0
2016,8,21,6,0,30.21,51.95,32.15,27.46,55.04,0
2016,8,21,9,0,30.18,47.04,31.89,28.44,53.66,0
2016,8,21,12,0,31.64,44.93,32.19,32.89,40.23,0
2016,8,21,15,0,32.99,37.33,32.69,35.52,28.27,0
2016,8,21,18,0,33.63,43.71,33.03,31.28,50,0
2016,8,21,21,0,30.88,53.21,32.54,27.22,68.89,0
2016,8,22,0,0,29.84,57.48,32.34,25.48,75.79,0
2016,8,22,3,0,28.89,63.4,31.7,24.87,80.89,0
2016,8,22,6,0,28.8,67.64,31.47,24.59,85.1,0
2016,8,22,9,0,30.05,65.63,31.66,36.4,44.87,0
2016,8,22,12,0,32.28,55.89,31.96,36.37,45.45,0
2016,8,22,15,0,33.66,54.61,32.42,32.65,57.66,0
2016,8,22,18,0,32.65,53.82,32.54,30.24,63.06,0
2016,8,22,21,0,30.45,63.64,32.04,26.91,79.27,0
2016,8,23,0,0,29.72,63.92,32,25.66,81.29,0
2016,8,23,3,0,29.44,63.46,31.96,25.51,81.78,0
2016,8,23,6,0,28.96,67.12,31.62,25.29,84.83,0
2016,8,23,9,0,29.9,63.34,31.5,34.33,50.7,0
2016,8,23,12,0,31.86,57.42,32.08,36.92,44.99,0
2016,8,23,15,0,33.11,55.19,32.42,33.53,54.91,0
2016,8,23,18,0,32.01,57.57,32,30.12,64.9,0
2016,8,23,21,0,30.54,65.32,31.73,26.94,82.17,0
2016,8,24,0,0,29.81,64.22,31.35,26.12,81.04,0
2016,8,24,3,0,29.38,65.32,31.43,26.09,80.62,0
2016,8,24,6,0,29.02,66.12,31.01,25.51,82.42,0
2016,8,24,9,0,29.93,63.03,31.47,36.01,46.03,0
2016,8,24,12,0,31.76,53.6,31.5,34.11,46.89,0
2016,8,24,15,0,32.71,45.82,32.04,33.11,44.26,0
2016,8,24,18,0,32.5,46.86,32.23,30.3,54.18,0
2016,8,24,21,0,30.67,57.26,31.73,27.77,69.78,0
2016,8,25,0,0,29.99,63.37,31.43,25.78,78.88,0
2016,8,25,3,0,29.2,65.93,31.2,24.8,86.81,0
2016,8,25,6,0,28.74,68.04,31.2,24.07,88.25,0
2016,8,25,9,0,29.51,64.13,31.31,35.49,46.25,0
2016,8,25,12,0,32.07,55.53,31.96,38.42,36.78,0
2016,8,25,15,0,33.08,51.37,32.08,33.9,48.02,0
2016,8,25,18,0,32.13,56.53,32.23,30.42,62.3,0
2016,8,25,21,0,30.54,65.48,31.73,27.55,76.98,0
2016,8,26,0,0,29.96,67.03,31.54,26.54,83.61,0
2016,8,26,3,0,29.14,64.59,31.24,26.3,74.57,0
2016,8,26,6,0,27.95,66.76,31.09,24.26,84.58,0
2016,8,26,9,0,26.7,62.7,30.21,20.96,81.99,0
2016,8,26,12,0,27.43,48.72,30.02,22.33,65.11,0
2016,8,26,15,0,27.77,49.45,30.17,22.91,64.9,0
2016,8,26,18,0,27.92,43.32,29.71,23.19,56.75,0
2016,8,26,21,0,27.06,48.81,29.33,21.81,68.13,0
2016,8,27,0,0,26.33,45.27,28.87,21.29,59.68,0
2016,8,27,3,0,25.42,45.33,28.26,19.95,62.45,0
2016,8,27,6,0,24.77,45.7,27.8,18.94,65.05,0
2016,8,27,9,0,25.75,40.38,27.84,27.83,35.59,0
2016,8,27,12,0,28.62,36.14,28.72,29.23,34.58,0
2016,8,27,15,0,30.05,34.37,29.33,28.89,36.29,0
2016,8,27,18,0,30.02,35.68,29.29,27.8,41.45,0
2016,8,27,21,0,28.77,43.77,29.18,25.78,54.46,0
2016,8,28,0,0,27.77,43.96,28.72,22.52,63.61,0
2016,8,28,3,0,26.73,47.22,28.22,21.23,69.99,0
2016,8,28,6,0,25.9,47.95,28.07,22.36,58.85,0
2016,8,28,9,0,25.54,50.15,27.73,23,58.52,0
2016,8,28,12,0,26.67,46.89,28.41,26.51,49.05,0
2016,8,28,15,0,28.1,41.06,28.45,27.12,42.52,0
2016,8,28,18,0,27.34,42.74,28.57,24.29,51.77,0
2016,8,28,21,0,25.29,49.76,27.35,21.87,60.78,0
2016,8,29,0,0,24.84,50.34,27.38,21.63,61.17,0
2016,8,29,3,0,23.92,48.26,26.81,21.51,56.62,0
2016,8,29,6,0,23.58,49.42,26.58,21.2,57.45,0
2016,8,29,9,0,24.84,42.8,26.77,32.07,27.96,0
2016,8,29,12,0,27.64,38.16,27.38,32.89,28.11,0
2016,8,29,15,0,28.83,38.49,27.88,26.79,43.04,0
2016,8,29,18,0,29.02,45.51,27.84,25.45,60.04,0
2016,8,29,21,0,26.76,48.38,27.35,20.81,68.07,0
2016,8,30,0,0,25.75,48.81,27.16,20.26,69.84,0
2016,8,30,3,0,25.35,47.41,26.93,23.8,52.75,0
2016,8,30,6,0,25.17,46.76,26.74,21.97,57.81,0
2016,8,30,9,0,25.75,46.12,27.23,31.31,33.91,0
2016,8,30,12,0,27.31,43.77,27.38,27.67,42.92,0
2016,8,30,15,0,26.45,47.04,27.08,24.53,54.3,0
2016,8,30,18,0,25.57,51.53,26.74,23.16,59,0
2016,8,30,21,0,24.32,56.65,26.54,22.64,64.53,0
2016,8,31,0,0,24.19,53.05,26.47,21.48,64.44,0
2016,8,31,3,0,22.97,61.75,25.63,18.58,81.11,0
2016,8,31,6,0,22.55,60.99,25.51,18.49,80.16,0
2016,8,31,9,0,22.85,65.23,24.98,18.67,86.45,0
2016,8,31,12,0,23.64,65.29,25.32,20.81,81.81,0
2016,8,31,15,0,24.9,55.95,25.74,24.35,54.27,0
2016,8,31,18,0,25.72,52.08,25.59,23.16,61.51,0
2016,8,31,21,0,24.9,56.04,25.29,21.17,70.91,0
2016,9,1,0,0,24.41,59.31,25.13,21.11,82.97,0
2016,9,1,3,0,24.16,65.38,24.98,19.71,87.85,0
2016,9,1,6,0,24.13,71.92,25.06,21.75,92.55,0
2016,9,1,9,0,25.48,74.33,25.25,27.7,66.36,0
2016,9,1,12,0,27.77,64.56,25.93,31.64,53.45,0
2016,9,1,15,0,28.89,57.39,26.51,29.72,52.87,0
2016,9,1,18,0,28.96,50.85,26.93,27.67,58.21,0
2016,9,1,21,0,27.37,64.87,26.85,25.17,76.37,0
2016,9,2,0,0,26.82,71.64,26.32,24.01,89.96,0
2016,9,2,3,0,25.23,62.39,26.05,20.78,85.2,0
2016,9,2,6,0,25.08,70.24,25.9,22.03,86.87,0
2016,9,2,9,0,26.15,61.69,26.58,27.52,56.41,0
2016,9,2,12,0,28.62,53.51,27.31,30.09,48.17,0
2016,9,2,15,0,29.9,48.35,27.84,28.19,54.49,0
2016,9,2,18,0,28.68,54.67,27.31,25.05,67.03,0
2016,9,2,21,0,26.94,60.93,27.04,22.94,77.56,0
2016,9,3,0,0,26.51,61.29,27.19,22.79,78.48,0
2016,9,3,3,0,25.96,63.43,26.85,22,81.72,0
2016,9,3,6,0,25.57,64.56,26.66,21.36,84.04,0
2016,9,3,9,0,26.54,61.26,27.19,30.36,49.63,0
2016,9,3,12,0,28.86,53.88,27.88,31.67,46.98,0
2016,9,3,15,0,29.41,52.05,27.61,29.11,55.07,0
2016,9,3,18,0,29.11,56.14,27.99,26.33,68.01,0
2016,9,3,21,0,27.16,64.96,27.46,23.28,82.51,0
2016,9,4,0,0,26.33,66.15,27.27,22.15,85.74,0
2016,9,4,3,0,26.06,67.46,27.08,22.21,86.94,0
2016,9,4,6,0,25.75,70.15,27.04,21.87,89.87,0
2016,9,4,9,0,27.03,66.94,27.65,30.54,56.04,0
2016,9,4,12,0,28.96,60.96,28.15,32.37,50.61,0
2016,9,4,15,0,29.6,61.29,28.91,29.81,60.23,0
2016,9,4,18,0,28.53,66.97,28.03,27.25,74.82,0
2016,9,4,21,0,27.61,72.1,27.84,25.29,85.1,0
2016,9,5,0,0,27.06,75.37,27.73,24.29,88.74,0
2016,9,5,3,0,26.58,76.43,27.84,23.8,90.32,0
2016,9,5,6,0,26.67,74.66,27.5,23.43,91.18,0
2016,9,5,9,0,27.28,73.23,27.61,28.93,68.16,0
2016,9,5,12,0,28.77,67.16,28.26,32.47,53.14,0
2016,9,5,15,0,29.93,61.02,29.02,29.08,62.64,0
2016,9,5,18,0,29.69,55.83,28.87,27.09,65.96,0
2016,9,5,21,0,27.46,64.5,28.53,23.46,82.36,0
2016,9,6,0,0,26.48,66.45,27.96,21.9,87.82,0
2016,9,6,3,0,25.69,67.16,27.57,20.81,88.22,0
2016,9,6,6,0,24.84,63,27.5,20.47,83.55,0
2016,9,6,9,0,25.75,66.06,27.23,28.53,58.52,0
2016,9,6,12,0,27.95,50.46,27.77,32.07,42.31,0
2016,9,6,15,0,28.68,56.96,28.15,28.89,59.25,0
2016,9,6,18,0,28.25,52.66,27.96,26.45,58.61,0
2016,9,6,21,0,27.4,61.14,28.22,23.64,80.01,0
2016,9,7,0,0,26.67,68.28,27.61,23.03,87.58,0
2016,9,7,3,0,25.84,71.95,27.5,21.72,92.67,0
2016,9,7,6,0,25.14,69.51,26.93,20.01,94.54,0
2016,9,7,9,0,25.81,68.25,27.12,24.68,76.8,0
2016,9,7,12,0,27.37,60.96,27.69,29.9,53.75,0
2016,9,7,15,0,28.83,56.35,28.15,28.99,57.81,0
2016,9,7,18,0,27.95,56.47,27.88,25.14,67.64,0
2016,9,7,21,0,26.79,62.24,28.15,22.91,80.22,0
2016,9,8,0,0,26.15,65.14,27.46,22.33,84.92,0
2016,9,8,3,0,25.75,68.41,27.16,21.87,86.87,0
2016,9,8,6,0,25.32,70.97,26.93,21.26,91,0
2016,9,8,9,0,26.21,70.3,27.38,29.32,60.9,0
2016,9,8,12,0,28.74,54.95,27.8,32.83,44.08,0
2016,9,8,15,0,27.34,59.74,27.57,24.56,73.53,0
2016,9,8,18,0,26.7,62.12,27.77,22.58,81.5,0
2016,9,8,21,0,25.93,64.1,27.16,22.03,85.71,0
2016,9,9,0,0,25.81,67.09,27.12,21.54,89.84,0
2016,9,9,3,0,25.29,66.79,26.89,20.9,88.06,0
2016,9,9,6,0,24.96,68.86,26.62,20.32,91.39,0
2016,9,9,9,0,25.69,71.03,26.7,26.33,73.72,0
2016,9,9,12,0,27.89,60.59,27.38,31.49,50.12,0
2016,9,9,15,0,29.05,53.54,27.88,27.64,59.74,0
2016,9,9,18,0,28.35,57.02,28.57,25.17,69.32,0
2016,9,9,21,0,26.27,63.25,27.54,21.84,82.66,0
2016,9,10,0,0,25.42,66.91,26.93,20.99,89.22,0
2016,9,10,3,0,24.99,67.64,26.66,20.07,91.03,0
2016,9,10,6,0,24.5,67,26.35,19.58,89.71,0
2016,9,10,9,0,25.35,69.17,26.89,24.84,72.71,0
2016,9,10,12,0,27.19,63.31,27.31,30.42,54.73,0
2016,9,10,15,0,28.71,54.4,27.88,29.47,46.7,0
2016,9,10,18,0,28.56,59.74,27.65,26.33,68.83,0
