MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-04-06 06:30,1,3,2019-04-07 06:30,0,8.7042788346502e-27,2019-04-08 06:30,0,6.74608390429642e-35
2019-04-06 12:00,2,3,2019-04-07 12:00,0,1.68953048248395e-18,2019-04-08 12:00,0,2.80970758681832e-19
2019-04-06 17:00,1,1,2019-04-07 17:00,0,1.52524974969529e-28,2019-04-08 17:00,0,2.84619166423245e-32
2019-04-06 18:00,1,3,2019-04-07 18:00,0,5.49246351290933e-31,2019-04-08 18:00,0,4.35838690770863e-31
2019-04-06 21:00,2,1,2019-04-07 21:00,0,6.33581973273079e-32,2019-04-08 21:00,0,1.38943967578553e-28
2019-04-06 22:30,1,3,2019-04-07 22:30,0,1.54272456461223e-30,2019-04-08 22:30,0,6.48886143735263e-32
2019-04-07 00:30,2,2,2019-04-08 00:30,0,1.74023630801263e-26,2019-04-09 00:30,0,1.1779794160001e-25
2019-04-07 02:30,2,2,2019-04-08 02:30,0,1.52996115886701e-27,2019-04-09 02:30,0,6.76252766365597e-25
2019-04-07 03:00,1,3,2019-04-08 03:00,0,3.94134707320659e-33,2019-04-09 03:00,0,1.58816884830708e-31
2019-04-07 03:00,2,1,2019-04-08 03:00,0,1.07263975032785e-28,2019-04-09 03:00,0,3.50927304680096e-26
2019-04-07 07:30,2,1,2019-04-08 07:30,0,7.84720082837278e-28,2019-04-09 07:30,0,6.00148329794346e-27
2019-04-07 12:00,1,1,2019-04-08 12:00,0,5.6525525969142e-29,2019-04-09 12:00,0,5.54765663875092e-29
2019-04-07 13:30,2,2,2019-04-08 13:30,0,1.10661386481268e-22,2019-04-09 13:30,0,3.87243857756716e-25
2019-04-07 13:30,2,3,2019-04-08 13:30,0,4.87698476308243e-19,2019-04-09 13:30,0,1.7274563669561e-20
2019-04-07 17:30,2,3,2019-04-08 17:30,0,3.18807888699279e-18,2019-04-09 17:30,0,6.65711007555639e-18
2019-04-08 01:30,1,1,2019-04-09 01:30,0,1.48940676630868e-25,2019-04-10 01:30,0,5.28968218191749e-14
2019-04-08 02:00,2,3,2019-04-09 02:00,0,2.24165221089914e-20,2019-04-10 02:00,0,1.75278816884679e-14
2019-04-08 02:00,1,3,2019-04-09 02:00,0,1.80893446349104e-27,2019-04-10 02:00,0,1.60229415809702e-15
2019-04-08 05:30,1,3,2019-04-09 05:30,0,4.69382864842057e-34,2019-04-10 05:30,0,3.42969954772701e-14
2019-04-08 08:00,2,1,2019-04-09 08:00,0,9.8031042246385e-26,2019-04-10 08:00,0,6.17444553025145e-21
2019-04-08 11:00,2,3,2019-04-09 11:00,0,3.21678137003778e-18,2019-04-10 11:00,0,4.30780991341022e-17
2019-04-08 12:00,2,2,2019-04-09 12:00,0,2.07772341773247e-25,2019-04-10 12:00,0,3.63005639276551e-20
2019-04-08 13:30,2,2,2019-04-09 13:30,0,3.80865018167839e-25,2019-04-10 13:30,0,5.34539825719169e-19
2019-04-08 17:30,2,3,2019-04-09 17:30,0,6.81250570869438e-18,2019-04-10 17:30,0,1.53352352877167e-16
2019-04-08 20:30,2,3,2019-04-09 20:30,0,6.76258216180796e-15,2019-04-10 20:30,0,1.37967090532818e-16
2019-04-08 23:00,2,1,2019-04-09 23:00,0,2.30992871847271e-14,2019-04-10 23:00,0,2.33294192550139e-20
2019-04-08 23:30,1,2,2019-04-09 23:30,0,2.80181988684514e-18,2019-04-10 23:30,0,8.9349553675929e-20
2019-04-09 01:00,2,3,2019-04-10 01:00,0,7.08437420265521e-15,2019-04-11 01:00,0,8.04092646547601e-18
2019-04-09 02:00,2,1,2019-04-10 02:00,0,3.86905931623561e-17,2019-04-11 02:00,0,1.60446473295904e-21
2019-04-09 02:30,1,1,2019-04-10 02:30,0,1.47064635943081e-15,2019-04-11 02:30,0,1.80294305592062e-23
2019-04-09 03:30,2,2,2019-04-10 03:30,0,7.79839895065979e-16,2019-04-11 03:30,0,8.57543534918144e-21
2019-04-09 04:30,2,3,2019-04-10 04:30,0,7.6765454540368e-15,2019-04-11 04:30,0,3.13540404434372e-20
2019-04-09 05:30,1,3,2019-04-10 05:30,0,3.43750587036409e-14,2019-04-11 05:30,0,8.8136014868696e-25
2019-04-09 08:30,2,2,2019-04-10 08:30,0,9.71492105712981e-21,2019-04-11 08:30,0,3.14112534615936e-17
2019-04-09 09:00,1,1,2019-04-10 09:00,0,2.75408327520338e-18,2019-04-11 09:00,0,6.25029867806204e-19
2019-04-09 09:30,1,1,2019-04-10 09:30,0,4.88539133431752e-19,2019-04-11 09:30,0,7.73945059489777e-17
2019-04-09 21:00,1,2,2019-04-10 21:00,0,2.80818146713776e-22,2019-04-11 21:00,0,4.55784356931889e-26
2019-04-10 01:00,2,2,2019-04-11 01:00,0,3.40703125231414e-21,2019-04-12 01:00,0,5.63224803699807e-24
2019-04-10 01:30,1,3,2019-04-11 01:30,0,4.75366474389384e-21,2019-04-12 01:30,0,1.61431912195657e-25
2019-04-10 02:00,2,2,2019-04-11 02:00,0,2.2853775558316e-21,2019-04-12 02:00,0,3.20379346652283e-24
2019-04-10 04:30,1,1,2019-04-11 04:30,0,1.30461908273738e-24,2019-04-12 04:30,0,5.76483811495046e-26
2019-04-10 06:30,2,3,2019-04-11 06:30,0,7.89428833765573e-20,2019-04-12 06:30,0,1.30617053910281e-19
2019-04-10 07:30,1,2,2019-04-11 07:30,0,2.01292078237918e-26,2019-04-12 07:30,0,1.2600346876564e-22
2019-04-10 10:00,1,1,2019-04-11 10:00,0,2.18786089647721e-21,2019-04-12 10:00,0,1.34248863000822e-27
2019-04-10 13:00,1,3,2019-04-11 13:00,0,4.07550341589588e-22,2019-04-12 13:00,0,2.38479269474246e-30
2019-04-10 13:00,2,1,2019-04-11 13:00,0,6.72075462145201e-18,2019-04-12 13:00,0,3.26322310299809e-25
2019-04-10 13:00,2,3,2019-04-11 13:00,0,1.42972065763653e-15,2019-04-12 13:00,0,3.15506517788394e-20
2019-04-10 16:30,1,1,2019-04-11 16:30,0,1.15254740541745e-25,2019-04-12 16:30,0,5.34377206172892e-30
2019-04-10 18:00,1,3,2019-04-11 18:00,0,2.43669364950029e-28,2019-04-12 18:00,0,3.14456410427937e-30
2019-04-10 18:00,2,3,2019-04-11 18:00,0,1.36461725065076e-19,2019-04-12 18:00,0,2.34363850184775e-20
2019-04-10 18:30,2,2,2019-04-11 18:30,0,8.81117973648319e-24,2019-04-12 18:30,0,8.94241212432306e-23
2019-04-10 20:30,2,2,2019-04-11 20:30,0,2.04810528146655e-21,2019-04-12 20:30,0,1.14333039855513e-21
2019-04-11 02:30,1,3,2019-04-12 02:30,0,3.0855824945702e-21,2019-04-13 02:30,0,2.83584182292076e-26
2019-04-11 03:00,2,2,2019-04-12 03:00,0,2.90271478253351e-23,2019-04-13 03:00,0,1.72696171025822e-23
2019-04-11 08:30,2,3,2019-04-12 08:30,0,1.31797915304958e-18,2019-04-13 08:30,0,1.23320815720196e-19
2019-04-11 09:30,2,2,2019-04-12 09:30,0,6.49367477438409e-20,2019-04-13 09:30,0,2.07787479222724e-20
2019-04-11 11:00,1,3,2019-04-12 11:00,0,2.06767262124651e-30,2019-04-13 11:00,0,5.66549029994798e-32
2019-04-11 11:30,2,2,2019-04-12 11:30,0,1.42243762943025e-23,2019-04-13 11:30,0,3.91600820349997e-23
2019-04-11 14:30,1,2,2019-04-12 14:30,0,3.02149676940494e-27,2019-04-13 14:30,0,6.49719287507149e-30
2019-04-11 15:30,2,1,2019-04-12 15:30,0,7.71974138834574e-26,2019-04-13 15:30,0,1.50205300148386e-26
2019-04-11 20:30,1,3,2019-04-12 20:30,0,1.78584558589339e-23,2019-04-13 20:30,0,7.39443540060946e-31
2019-04-11 20:30,2,2,2019-04-12 20:30,0,1.12680880486521e-21,2019-04-13 20:30,0,6.87822854957342e-25
2019-04-12 03:00,2,1,2019-04-13 03:00,0,1.78502359365213e-23,2019-04-14 03:00,0,1.47938734267733e-24
2019-04-12 07:00,1,2,2019-04-13 07:00,0,4.34789434641231e-29,2019-04-14 07:00,0,2.38558357553182e-27
2019-04-12 14:30,1,2,2019-04-13 14:30,0,6.42838537428908e-30,2019-04-14 14:30,0,2.82062283241179e-21
2019-04-12 22:00,1,1,2019-04-13 22:00,0,8.90354130611451e-26,2019-04-14 22:00,0,1.31225896089483e-23
2019-04-13 02:00,1,3,2019-04-14 02:00,0,7.02140815146039e-26,2019-04-15 02:00,0,4.97260861930032e-24
2019-04-13 05:00,2,3,2019-04-14 05:00,0,8.43706733365276e-22,2019-04-15 05:00,0,9.4438780973999e-22
2019-04-13 07:00,1,3,2019-04-14 07:00,0,6.96618343877342e-26,2019-04-15 07:00,0,1.920434473394e-23
2019-04-13 07:30,1,1,2019-04-14 07:30,0,2.40094553505823e-24,2019-04-15 07:30,0,8.39819848777967e-22
2019-04-13 11:00,2,2,2019-04-14 11:00,0,3.45841754017563e-16,2019-04-15 11:00,0,2.30402577715849e-15
2019-04-13 16:00,1,2,2019-04-14 16:00,0,1.9150318565165e-21,2019-04-15 16:00,0,1.42016021338283e-22
2019-04-13 19:00,2,1,2019-04-14 19:00,0,6.40078253107879e-25,2019-04-15 19:00,0,1.5544638617011e-20
2019-04-13 22:30,1,1,2019-04-14 22:30,0,2.43427642805891e-24,2019-04-15 22:30,0,9.67935652363061e-19
2019-04-14 06:00,1,2,2019-04-15 06:00,0,7.13117164545453e-27,2019-04-16 06:00,0,2.46640291424056e-27
2019-04-14 08:30,2,2,2019-04-15 08:30,0,5.09655374495596e-21,2019-04-16 08:30,0,3.80041297651072e-21
2019-04-14 11:00,1,3,2019-04-15 11:00,0,4.46045007052682e-20,2019-04-16 11:00,0,5.62010948719961e-27
2019-04-14 11:30,1,1,2019-04-15 11:30,0,2.71982513284216e-21,2019-04-16 11:30,0,1.57108813746215e-25
2019-04-14 14:30,1,2,2019-04-15 14:30,0,6.10427632866222e-22,2019-04-16 14:30,0,1.10473505945958e-23
2019-04-14 15:30,1,3,2019-04-15 15:30,0,1.73186533792795e-26,2019-04-16 15:30,0,4.57927757093998e-28
2019-04-14 20:00,2,3,2019-04-15 20:00,0,8.8645611956236e-17,2019-04-16 20:00,0,6.55536469025508e-19
2019-04-15 00:30,2,1,2019-04-16 00:30,0,1.08950716269553e-20,2019-04-17 00:30,0,5.66069520014797e-25
2019-04-15 00:30,2,3,2019-04-16 00:30,0,1.49354410511155e-17,2019-04-17 00:30,0,1.278209841561e-19
2019-04-15 02:30,1,2,2019-04-16 02:30,0,1.44789167016061e-23,2019-04-17 02:30,0,7.65745896014671e-29
2019-04-15 04:00,2,2,2019-04-16 04:00,0,1.2496778386177e-23,2019-04-17 04:00,0,3.52050710529783e-28
2019-04-15 10:00,1,1,2019-04-16 10:00,0,1.30460708224224e-23,2019-04-17 10:00,0,4.99461919310656e-27
2019-04-15 13:00,2,3,2019-04-16 13:00,0,9.78508486107763e-14,2019-04-17 13:00,0,7.7849016520973e-17
2019-04-15 16:00,1,1,2019-04-16 16:00,0,2.31942280806768e-24,2019-04-17 16:00,0,1.77507616800058e-21
2019-04-15 17:00,1,3,2019-04-16 17:00,0,3.9485231249144e-31,2019-04-17 17:00,0,1.41264975133223e-23
2019-04-16 01:30,1,2,2019-04-17 01:30,0,1.93094436069451e-27,2019-04-18 01:30,0,7.46089012689698e-18
2019-04-16 04:00,1,3,2019-04-17 04:00,0,1.55324473054636e-28,2019-04-18 04:00,0,3.32828316935502e-14
2019-04-16 05:00,2,1,2019-04-17 05:00,0,8.24937104741221e-25,2019-04-18 05:00,0,1.4108693768737e-12
2019-04-16 06:30,2,1,2019-04-17 06:30,0,9.31339402136734e-24,2019-04-18 06:30,0,4.01244670803808e-11
2019-04-16 11:00,2,1,2019-04-17 11:00,0,1.35698386385618e-21,2019-04-18 11:00,0,1.40102912110773e-13
2019-04-16 14:00,1,1,2019-04-17 14:00,0,5.83212640025624e-24,2019-04-18 14:00,0,2.62004856048231e-16
2019-04-16 14:30,2,3,2019-04-17 14:30,0,1.09302519327198e-12,2019-04-18 14:30,0,6.74530816243943e-13
2019-04-16 19:30,2,2,2019-04-17 19:30,0,6.37396142979627e-18,2019-04-18 19:30,0,6.72878814256599e-13
2019-04-16 20:30,1,3,2019-04-17 20:30,0,7.59294703435572e-23,2019-04-18 20:30,0,5.08773175161794e-11
2019-04-17 00:00,2,1,2019-04-18 00:00,0,3.12442306294603e-18,2019-04-19 00:00,0,1.02348902017001e-14
2019-04-17 07:00,2,1,2019-04-18 07:00,0,2.11481335175108e-13,2019-04-19 07:00,0,1.09266626868529e-15
2019-04-17 08:30,2,3,2019-04-18 08:30,0,7.56195221650984e-14,2019-04-19 08:30,0,3.21833606943034e-14
2019-04-17 14:00,1,1,2019-04-18 14:00,0,2.6345801140549e-16,2019-04-19 14:00,0,8.54731519576211e-15
2019-04-17 14:30,1,3,2019-04-18 14:30,0,2.70337843144736e-14,2019-04-19 14:30,0,6.79579146047237e-14
2019-04-17 15:00,2,3,2019-04-18 15:00,0,1.12376122097951e-12,2019-04-19 15:00,0,3.880996066788e-13
2019-04-18 01:30,2,2,2019-04-19 01:30,0,7.32487380488796e-15,2019-04-20 01:30,0,1.22349596280445e-13
2019-04-18 03:00,1,1,2019-04-19 03:00,0,8.52978836881434e-16,2019-04-20 03:00,0,3.76094184864503e-15
2019-04-18 04:30,1,3,2019-04-19 04:30,0,3.56475534029265e-16,2019-04-20 04:30,0,5.17201117679004e-15
2019-04-18 11:30,2,1,2019-04-19 11:30,0,3.55678142629946e-15,2019-04-20 11:30,0,1.09973146886369e-12
2019-04-18 12:00,2,2,2019-04-19 12:00,0,2.36604223735744e-11,2019-04-20 12:00,0,1.23526967821203e-10
2019-04-18 14:00,2,1,2019-04-19 14:00,0,1.3824671099642e-13,2019-04-20 14:00,0,6.24285194377974e-13
2019-04-18 16:30,2,2,2019-04-19 16:30,0,3.08630228894349e-12,2019-04-20 16:30,0,2.54347578923701e-10
2019-04-18 22:00,1,2,2019-04-19 22:00,0,1.93594721925749e-17,2019-04-20 22:00,0,3.00845924884579e-15
2019-04-18 22:00,2,1,2019-04-19 22:00,0,1.44524345517527e-17,2019-04-20 22:00,0,1.08206480642668e-12
2019-04-18 23:00,2,3,2019-04-19 23:00,0,4.93804185767938e-15,2019-04-20 23:00,0,1.835942829906e-12
2019-04-19 00:30,1,3,2019-04-20 00:30,0,3.73062048475681e-17,2019-04-21 00:30,0,3.55336716046247e-13
2019-04-19 01:30,2,1,2019-04-20 01:30,0,4.14109135133612e-14,2019-04-21 01:30,0,1.64662564442951e-10
2019-04-19 04:30,1,2,2019-04-20 04:30,0,1.50506782752684e-14,2019-04-21 04:30,0,1.8395593892521e-10
2019-04-19 08:30,1,3,2019-04-20 08:30,0,6.72990349199749e-15,2019-04-21 08:30,0,8.83128262538485e-13
2019-04-19 13:30,1,1,2019-04-20 13:30,0,1.11678460375726e-15,2019-04-21 13:30,0,1.89996124794447e-12
2019-04-19 14:30,1,2,2019-04-20 14:30,0,1.24151576010437e-15,2019-04-21 14:30,0,7.50442656438503e-12
2019-04-19 16:30,1,1,2019-04-20 16:30,0,9.88222996775828e-13,2019-04-21 16:30,0,1.1460483766543e-13
2019-04-19 21:00,2,2,2019-04-20 21:00,0,9.27551425572393e-15,2019-04-21 21:00,0,2.62305306070357e-13
2019-04-20 00:00,2,2,2019-04-21 00:00,0,5.6043278508859e-12,2019-04-22 00:00,0,6.41260532555494e-14
2019-04-20 02:30,1,3,2019-04-21 02:30,0,2.7989046667908e-12,2019-04-22 02:30,0,4.1046382026778e-13
2019-04-20 03:00,2,3,2019-04-21 03:00,0,2.56262490396068e-12,2019-04-22 03:00,0,4.29458086778485e-13
2019-04-20 08:30,1,2,2019-04-21 08:30,0,5.72072546809898e-13,2019-04-22 08:30,0,4.59587034221303e-16
2019-04-20 10:30,2,1,2019-04-21 10:30,0,2.69183888943163e-09,2019-04-22 10:30,0,9.48947350644115e-15
2019-04-20 11:30,2,1,2019-04-21 11:30,0,7.23335706364687e-10,2019-04-22 11:30,0,1.46280195758527e-12
2019-04-20 11:30,2,3,2019-04-21 11:30,0,9.41899021074415e-11,2019-04-22 11:30,0,8.7630673003444e-09
2019-04-20 13:00,1,3,2019-04-21 13:00,0,1.43112739666092e-12,2019-04-22 13:00,0,7.12661740957125e-21
2019-04-20 18:00,2,3,2019-04-21 18:00,0,2.01323293435986e-12,2019-04-22 18:00,0,2.3484844664581e-07
2019-04-20 19:30,1,1,2019-04-21 19:30,0,4.9669779383721e-14,2019-04-22 19:30,0,1.14309232025823e-15
2019-04-21 01:00,2,2,2019-04-22 01:00,0,2.418523093885e-16,2019-04-23 01:00,0,1.49239087248642e-14
2019-04-21 01:30,1,2,2019-04-22 01:30,0,6.84947771504994e-13,2019-04-23 01:30,0,6.68821466291831e-13
2019-04-21 02:30,2,1,2019-04-22 02:30,0,8.47576942031869e-13,2019-04-23 02:30,0,5.89402324854027e-14
2019-04-21 05:30,1,3,2019-04-22 05:30,0,6.88972710914409e-15,2019-04-23 05:30,0,1.9558845469353e-18
2019-04-21 08:30,1,1,2019-04-22 08:30,0,6.36040920567278e-18,2019-04-23 08:30,0,6.86116556701607e-16
2019-04-21 11:00,1,1,2019-04-22 11:00,0,2.70679613399751e-19,2019-04-23 11:00,0,1.06839975751905e-14
2019-04-21 13:30,1,1,2019-04-22 13:30,0,4.63889646233213e-22,2019-04-23 13:30,0,1.05818308787025e-16
2019-04-21 13:30,1,3,2019-04-22 13:30,0,3.62998190313532e-19,2019-04-23 13:30,0,7.5374480386044e-18
2019-04-21 18:30,1,1,2019-04-22 18:30,0,1.52287062307956e-17,2019-04-23 18:30,0,3.3108852310171e-10
2019-04-21 20:30,2,1,2019-04-22 20:30,0,4.1930938513367e-13,2019-04-23 20:30,0,1.47378338437172e-06
2019-04-21 23:30,1,2,2019-04-22 23:30,0,4.1735877629866e-14,2019-04-23 23:30,0,1.87808920640874e-06
2019-04-22 00:00,2,1,2019-04-23 00:00,0,3.78695252412545e-14,2019-04-24 00:00,0,1.60675036062614e-07
2019-04-22 01:00,2,3,2019-04-23 01:00,0,6.33085747842783e-13,2019-04-24 01:00,0,8.8303064209959e-09
2019-04-22 07:30,1,3,2019-04-23 07:30,0,8.13074933642251e-21,2019-04-24 07:30,0,2.37071058226405e-08
2019-04-22 07:30,1,1,2019-04-23 07:30,0,2.67422476506357e-16,2019-04-24 07:30,0,2.32027920640227e-11
2019-04-22 08:30,1,1,2019-04-23 08:30,0,6.89889373779427e-16,2019-04-24 08:30,0,2.89451020840597e-10
2019-04-22 12:00,1,2,2019-04-23 12:00,0,1.29810406027148e-14,2019-04-24 12:00,0,1.48085539227397e-10
2019-04-22 13:00,1,2,2019-04-23 13:00,0,2.51733334106299e-14,2019-04-24 13:00,0,4.115582971878e-10
2019-04-22 14:00,1,3,2019-04-23 14:00,0,2.3895249424554e-16,2019-04-24 14:00,0,6.05096797822747e-11
2019-04-22 15:00,1,1,2019-04-23 15:00,0,6.76682639204174e-15,2019-04-24 15:00,0,2.69410807790052e-10
2019-04-23 02:30,2,1,2019-04-24 02:30,0,1.03875216761166e-09,2019-04-25 02:30,0,6.09771886971304e-13
2019-04-23 03:00,2,3,2019-04-24 03:00,0,1.30017963762096e-06,2019-04-25 03:00,0,4.87271891662135e-14
2019-04-23 04:30,2,2,2019-04-24 04:30,0,1.10378043254228e-08,2019-04-25 04:30,0,1.14561022749352e-13
2019-04-23 07:30,1,1,2019-04-24 07:30,0,2.32904316876337e-11,2019-04-25 07:30,0,1.54592937177386e-14
2019-04-23 09:00,2,3,2019-04-24 09:00,0,7.40863523020476e-07,2019-04-25 09:00,0,1.74065561848081e-12
2019-04-23 09:30,2,2,2019-04-24 09:30,0,2.74576158621138e-08,2019-04-25 09:30,0,6.39950537799028e-13
2019-04-23 17:00,1,2,2019-04-24 17:00,0,2.39309150068066e-12,2019-04-25 17:00,0,3.79105466736697e-10
2019-04-24 01:30,2,3,2019-04-25 01:30,0,7.78008621179599e-15,2019-04-26 01:30,0,4.29057622628307e-15
2019-04-24 01:30,1,1,2019-04-25 01:30,0,8.29807706673114e-15,2019-04-26 01:30,0,1.78222038397702e-18
2019-04-24 04:30,1,2,2019-04-25 04:30,0,3.85887103070065e-13,2019-04-26 04:30,0,1.28277745804062e-17
2019-04-24 06:00,2,3,2019-04-25 06:00,0,3.11881047127191e-14,2019-04-26 06:00,0,4.05621224023407e-13
2019-04-24 10:00,2,1,2019-04-25 10:00,0,5.36595481736465e-12,2019-04-26 10:00,0,4.6646151999017e-16
