Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out
2019,5,6,21,0,16.99,37.24,18.3,11.62,52.81
2019,5,6,23,30,15.28,44.51,17.84,10,63.25
2019,5,7,4,0,13.94,45.63,17.2,8.5,66.03
2019,5,8,1,30,15.8,43.16,17.54,10.82,62.36
2019,5,8,19,0,19.58,44.51,17.92,16.14,56.65
2019,5,9,4,30,16.01,57.26,17.81,12.38,72.16
2019,5,9,5,30,15.65,56.35,17.39,11.86,71.73
2019,5,9,15,30,22.24,27.87,18.23,21.14,25.18
2019,5,10,9,30,18.15,48.96,17.46,26.36,28.08
2019,5,10,15,0,22.55,40.66,17.96,21.39,42.03
2019,5,11,18,0,22.33,22.31,18.72,19.62,28.27
2019,5,12,5,0,16.29,44.02,18.61,11.47,59.68
2019,5,12,23,30,20.44,32.23,19.22,16.99,50
2019,5,13,23,30,19.16,59.43,19.6,15.98,72.71
2019,5,14,5,30,17.69,65.45,19.03,13.33,90.51
2019,5,15,10,0,21.78,57.17,19.98,28.01,37.52
2019,5,15,23,0,20.23,63.31,20.44,16.23,87.33
2019,5,16,15,30,26.12,41.15,21.09,26.06,37.18
2019,5,17,1,30,21.32,62.12,21.16,18.46,78.24
2019,5,17,23,30,21.72,59.65,21.58,19.49,66.82
2019,5,19,3,0,21.94,68.16,21.81,18.76,90.54
2019,5,20,11,0,21.32,45.42,21.93,21.36,40.78
2019,5,20,15,30,22.76,32.57,21.62,18.18,38.83
2019,5,20,18,0,22.27,36.02,21.62,15.95,54.43
2019,5,20,22,0,18.97,46.46,21.2,12.56,71.73
2019,5,21,21,0,21.2,48.87,21.05,16.47,70.67
2019,5,21,21,30,20.78,51.19,21.28,16.01,73.53
2019,5,22,12,0,23.8,36.23,20.63,30.54,22.19
2019,5,23,1,0,20.74,49.97,21.58,17.69,61.26
2019,5,24,4,30,20.99,61.63,21.66,17.36,79.61
2019,5,25,3,30,21.87,63.37,22.65,17.57,88.13
2019,5,28,22,0,21.72,42.37,22.81,17.02,58.49
2019,5,29,1,30,20.13,50.67,22.88,15.07,71.09
2019,5,29,17,30,26.45,26.31,22.69,24.8,29.82
2019,6,1,1,30,19.92,57.75,22.27,14.91,81.68
2019,6,3,11,0,25.05,38.64,22.08,31.67,22.13
2019,6,3,11,30,25.75,37.09,22.12,33.23,20.54
2019,6,5,4,30,21.84,69.44,23.11,17.97,96.21
2019,6,5,20,0,23.64,62.67,23.49,20.38,79.27
2019,6,6,7,0,21.6,73.47,22.61,18.76,98.14
2019,6,6,9,30,22.45,72.34,22.96,21.11,83.73
2019,6,6,19,30,23.55,75.21,23.03,20.65,96.61
2019,6,7,16,0,24.62,62.79,22.65,24.9,57.54
2019,6,7,17,30,25.17,56.38,22.69,24.8,54.4
2019,6,10,17,0,24.77,54.37,23.38,21.42,65.87
2019,6,11,23,30,21.84,56.9,23.3,16.99,79.27
2019,6,12,15,30,26.88,47.1,23.64,24.38,51.92
2019,6,13,16,30,27.34,41.06,23.99,25.38,44.29
2019,6,13,23,30,23.43,56.62,23.68,19.74,70.6
2019,6,14,9,30,23.43,61.81,23.15,25.08,56.53
2019,6,15,5,0,21.9,68.47,23.45,18.79,93.56
2019,6,16,19,0,25.51,50.03,23.95,21.9,63.13
2019,6,17,1,30,22.03,64.99,23.57,17.84,90.51
2019,6,17,16,0,26.51,45.6,23.76,24.19,50.4
2019,6,17,20,0,24.59,54.4,24.33,20.44,74.51
2019,6,19,9,0,23.46,68.56,23.84,21.97,76.16
2019,6,19,10,0,23.74,67.06,23.87,22.67,73.81
2019,6,19,13,30,26.58,55.16,23.61,28.38,46.25
2019,6,19,15,30,27.83,51.4,23.84,27.58,49.76
2019,6,19,17,0,27.52,51.92,23.87,24.44,63.83
2019,6,21,8,0,24.16,67.77,24.56,22,79.55
2019,6,22,7,30,24.56,54.98,24.41,24.26,50.64
2019,6,22,16,0,29.05,45.88,25.4,25.66,54.24
2019,6,24,19,30,28.38,45.6,26.24,24.84,53.3
2019,6,24,22,30,26.42,47.19,26.24,22.12,67.31
2019,6,25,0,0,25.32,52.84,26.47,20.41,70.67
2019,6,25,5,30,23.31,58.36,25.97,18.15,85.44
2019,6,25,9,0,26,54.3,25.71,33.53,33.03
2019,6,25,11,0,28.16,45.33,25.82,34.82,28.91
2019,6,25,15,0,30.48,35.78,26.12,29.87,36.39
2019,6,25,15,30,30.45,37.88,26.16,29.08,38.64
2019,6,26,10,30,25.93,53.51,26.01,23.03,69.17
2019,6,27,5,0,24.99,72.53,25.9,21.84,98.14
2019,6,27,10,0,25.72,71.61,25.86,24.62,82.57
2019,6,28,3,0,25.05,74.05,25.97,21.69,98.08
2019,6,28,23,0,25.75,66.06,26.01,22.73,83.03
2019,7,5,5,30,23.86,70.82,25.74,19.58,97.89
2019,7,6,1,0,25.9,47.22,26.24,21.6,70.15
2019,7,6,19,0,31.76,38.98,27.27,31.31,39.29
2019,7,6,21,0,30.39,41.88,27.46,29.11,43.04
2019,7,7,6,0,26.73,53.27,27.42,23.16,66.27
2019,7,8,0,30,27.89,41.54,28.15,24.1,48.66
2019,7,11,13,0,27.31,58.42,27,24.56,72.01
2019,7,11,13,30,27.22,61.05,27.12,23.64,79.3
2019,7,11,15,0,27.37,59.46,27,23.92,74.48
2019,7,12,1,0,24.47,67.7,26.66,19.68,94.78
2019,7,12,13,0,28.65,55.95,26.66,27.22,61.39
2019,7,12,13,30,28.38,58.33,26.35,27.31,62.73
2019,7,13,7,30,25.2,72.04,26.09,20.84,99.15
2019,7,13,8,0,25.23,71.61,26.12,21.17,97.47
2019,7,13,8,30,25.35,71.18,26.01,21.81,94.69
2019,7,15,3,30,26.24,73.41,26.66,22.39,97.77
2019,7,15,19,30,28.16,64.19,26.85,24.59,82.33
2019,7,16,14,30,29.54,59.49,26.81,28.32,62.33
2019,7,17,5,0,25.63,72.07,26.66,21.81,96.4
2019,7,17,9,0,27.46,69.47,27.12,28.1,68.41
2019,7,17,18,30,28.25,62.58,27.12,24.8,76.8
2019,7,18,13,0,30.97,53.88,27.73,34.42,41.97
2019,7,18,17,0,31.89,49.79,27.99,31.12,49.05
2019,7,20,20,0,29.93,67.22,28.95,26.45,84.13
2019,7,21,2,30,28.8,71.09,29.18,24.9,98.5
2019,7,21,14,0,29.72,69.35,29.14,29.87,69.75
2019,7,22,2,30,27.95,74.51,28.68,24.71,95.79
2019,7,22,11,0,29.23,69.47,28.53,29.47,69.75
2019,7,22,17,0,32.13,61.51,28.83,29.84,69.96
2019,7,23,8,30,29.17,73.57,28.87,27.86,82.97
2019,7,24,0,0,29.23,69.29,29.33,26.88,81.68
2019,7,24,1,30,29.05,70.79,29.44,26.85,82.6
2019,7,25,2,30,28.89,76.71,29.1,26.36,93.86
2019,7,27,12,0,30.88,72.01,28.15,34.36,59.31
2019,7,27,22,0,29.41,79.09,28.53,27.06,96.61
2019,7,28,8,0,28.19,78.11,28.45,25.57,93.93
2019,7,28,13,0,28.93,78.21,28.68,27.86,87.73
2019,7,29,8,30,28.93,70.88,28.3,29.81,67.4
2019,7,29,12,0,31.18,65.42,28.45,32.86,58.21
2019,7,30,18,0,31.12,69.32,29.52,29.51,76.37
2019,7,30,20,30,30.27,71.28,29.75,28.25,80.62
2019,7,31,2,30,29.35,74.82,29.48,27.58,84.43
2019,7,31,3,30,29.23,75.4,29.48,27.55,84.92
2019,7,31,11,30,29.11,76.47,29.41,26.94,88.74
2019,8,2,0,0,29.08,75.31,29.9,25.66,95.33
2019,8,2,12,30,32.19,60.41,29.67,36.25,46.98
2019,8,3,9,0,29.41,72.89,29.44,34.85,55.74
2019,8,3,10,30,31.25,67.89,29.56,39.67,42.19
2019,8,3,21,30,30.42,62.21,30.25,27.12,75.15
2019,8,4,7,0,28.71,67.67,30.13,27.67,72.99
2019,8,4,15,0,33.69,55.86,30.51,32.83,56.78
2019,8,4,21,0,30.63,64.84,30.78,27.52,79.98
2019,8,7,8,30,30.39,61.81,31.09,32.04,54.43
2019,8,8,10,30,32.1,64.07,31.05,37.32,47.07
2019,8,8,18,30,31.58,60.87,31.58,28.77,72.41
2019,8,8,22,30,30.3,69.05,31.05,27.06,87.7
2019,8,9,1,0,29.6,69.9,30.86,26.03,88.64
2019,8,9,8,0,29.57,72.13,30.44,32.68,61.17
2019,8,10,19,30,34.24,50.98,31.54,31.98,56.01
2019,8,11,0,30,31.43,57.39,31.7,28.47,65.9
2019,8,11,3,0,30.97,56.04,31.58,27.43,67.4
2019,8,11,3,30,30.85,56.01,31.77,27.31,68.47
2019,8,11,9,0,31.21,56.68,31.5,30.76,58.21
2019,8,12,1,30,29.84,68.47,31.96,24.9,97.89
2019,8,12,5,0,29.41,71.49,31.16,25.17,99.08
2019,8,12,9,0,29.75,73.14,31.28,25.9,98.23
2019,8,13,9,30,30.21,70.18,30.63,34.76,55.98
2019,8,13,10,30,31.34,67.46,30.55,36.95,49.24
2019,8,14,3,30,30.09,71.12,30.97,27,88.06
2019,8,15,6,0,31,60.01,31.43,27.8,70.94
2019,8,16,20,30,29.63,62.42,30.28,25.32,81.29
2019,8,16,21,0,29.2,63.28,30.25,25.02,81.32
2019,8,19,11,0,29.26,61.45,28.22,34.48,44.23
2019,8,19,15,30,31.52,49.63,28.53,30.15,55.22
2019,8,21,13,0,31.52,51.31,29.67,32.89,43.93
2019,8,22,6,30,29.08,68.44,29.33,26.42,80.71
2019,8,22,12,0,30.15,61.94,29.64,30.94,56.47
2019,8,22,17,30,31.52,48.44,29.64,28.16,56.38
2019,8,23,15,30,31.89,43.13,29.22,29.29,49.3
2019,8,23,20,0,29.2,51.28,29.64,24.19,69.41
2019,8,24,9,0,26.85,67.34,28.19,24.62,78.54
2019,8,24,18,30,29.51,50.4,28.41,26.18,55.56
2019,8,25,2,30,25.6,64.38,27.96,21.02,86.05
2019,8,25,8,0,26,66.21,27.38,29.08,56.81
2019,8,25,8,30,26.48,65.45,27.46,32.34,46.98
2019,8,25,17,0,30.57,49.08,27.84,27.74,58.7
2019,8,26,1,0,26.18,63.55,27.8,22.06,81.04
2019,8,27,1,30,27.89,68.68,28.03,24.13,89.26
2019,8,27,6,30,26.45,66.12,27.8,21.6,92.83
2019,8,28,0,0,27.43,67.83,27.96,24.07,85.26
2019,8,28,3,0,26.51,71.21,27.77,23.19,90.32
2019,8,28,3,30,26.51,72.25,27.73,23.13,90.87
2019,8,30,6,0,24.1,69.35,26.7,20.1,89.53
2019,8,30,8,0,25.23,66.76,26.89,30.97,49.48
2019,8,31,3,0,24.13,64.38,26.54,20.47,80.8
2019,9,1,5,0,24.04,65.66,26.2,19.52,90.48
2019,9,2,7,30,24.99,67.37,25.82,23.34,76.43
2019,9,3,0,30,26.18,61.08,26.77,22.88,73.99
2019,9,3,8,30,26.12,65.57,26.35,23.68,77.93
2019,9,3,14,30,28.53,59.98,26.47,28.13,60.74
2019,9,4,0,30,26.82,68.1,26.66,23.74,82.39
2019,9,4,2,30,26.7,67.92,26.51,23.61,81.9
2019,9,5,9,0,26.88,75.85,26.66,25.51,90.29
2019,9,6,6,30,25.9,77.56,26.01,23.03,98.47
2019,9,6,15,30,29.14,71.73,26.58,29.44,72.16
2019,9,8,4,30,25.81,78.57,26.7,23.31,95.39
2019,9,10,11,30,28.8,71.86,26.74,28.96,68.96
2019,9,10,14,0,28.89,70.6,26.81,28.71,69.84
2019,9,11,17,30,28.13,64.9,26.7,26.61,70.48
2019,9,11,22,30,27.28,64.77,26.7,24.35,74.6
2019,9,12,4,30,26.48,62.61,26.47,22.88,75.55
2019,9,16,2,0,25.9,70.82,25.59,23.95,76.89
2019,9,19,10,30,24.38,44.29,24.71,30.39,32.72
2019,9,19,13,0,26.48,43.96,24.83,27.92,37.76
2019,9,20,13,30,25.45,47.41,24.41,24.93,48.32
2019,9,21,5,0,23.98,48.9,24.18,20.59,56.38
2019,9,22,12,0,22.27,66.42,22.81,17.75,92.52
2019,9,22,12,30,22.3,65.9,22.88,18.06,88.89
2019,9,22,21,0,22.7,55.25,22.69,19.62,65.63
2019,9,23,13,0,24.41,42.06,22.61,24.01,41.51
2019,9,24,6,30,20.2,59.92,22.19,15.46,84.58
2019,9,24,8,0,20.96,58.33,22.08,23.64,51.86
2019,9,25,6,0,20.65,62.42,22.42,15.01,88.83
2019,9,26,3,30,22.55,67.55,23.19,18.64,87.88
2019,9,26,7,30,22.97,59.49,22.88,20.59,66.7
2019,9,26,17,30,26.3,54.73,23.84,24.99,61.42
2019,9,26,19,30,25.02,60.41,23.72,22.79,69.63
2019,9,27,1,30,23.31,68.16,23.84,19.89,87.42
2019,9,27,9,30,24.26,57.45,23.38,25.57,52.53
2019,9,27,22,0,24.74,68.1,23.99,21.66,84.98
2019,9,29,0,30,23.4,67.16,24.37,19.37,88.16
2019,9,29,18,30,26.51,48.96,24.67,22.67,60.1
2019,9,29,22,30,23.46,60.84,24.52,18.85,84.86
2019,9,29,23,30,23.31,62.33,24.52,18.12,85.84
2019,10,1,11,30,25.66,63.86,24.37,27.25,56.2
2019,10,2,2,30,24.87,73.38,24.48,22.27,89.47
2019,10,2,6,30,24.84,73.6,24.48,22.39,89.16
2019,10,2,15,0,25.05,74.33,24.48,21.75,96.92
2019,10,2,23,30,24.93,73.69,24.45,21.54,95.36
2019,10,3,0,0,24.74,74.11,24.48,21.39,96.28
2019,10,3,1,30,24.35,74.88,24.87,21.26,95.51
2019,10,3,11,30,26.54,66.3,24.56,29.23,55.53
2019,10,4,10,30,24.53,71.46,24.56,24.53,73.81
2019,10,4,20,0,24.99,67.43,25.02,20.99,86.94
2019,10,5,10,30,23.95,58.15,24.56,21.29,67.74
2019,10,5,22,30,22.94,52.59,24.33,17.51,65.9
2019,10,9,22,0,19.92,50.46,21.28,14.3,73.14
2019,10,10,11,0,20.32,56.04,20.4,17.45,70.42
2019,10,11,9,0,20.44,60.74,20.17,23.83,48.26
2019,10,12,14,0,25.14,37.82,21.43,24.9,35.32
2019,10,13,8,0,20.2,46.21,21.39,19.62,47.07
2019,10,13,9,0,20.96,44.63,21.85,21.72,42
2019,10,13,19,0,22.85,41.97,22.5,19.28,52.72
2019,10,15,19,30,21.51,45.79,20.44,18.09,56.72
2019,10,15,22,30,19.43,53.88,20.29,13.72,80.1
2019,10,19,3,30,18.42,63.95,19.68,13.75,88.98
2019,10,20,1,30,18.27,67.19,19.6,14.37,89.01
2019,11,1,0,30,17.54,81.07,17.54,15.25,95.24
2019,11,1,3,30,16.9,83.09,17.58,14.85,99.21
2019,11,2,1,30,15.04,45.73,17.54,10.18,59.37
2019,11,2,2,0,15.22,44.6,17.58,10.31,60.04
2019,11,2,8,30,14.91,50.73,16.93,12.9,57.81
2019,11,2,21,0,17.54,65.05,17.35,14.73,79.52
2019,11,3,1,30,15.8,71.25,17.35,12.75,89.71
2019,11,3,22,0,17.42,56.56,17.5,15.04,63.61
2019,11,4,6,0,16.2,55.1,17.35,11.5,74.91
2019,11,4,11,30,18.82,49.69,17.54,22.48,39.59
2019,11,4,16,30,20.62,42.4,18.19,17.91,54
2019,11,5,12,0,18.61,59.52,17.27,20.41,52.56
2019,11,5,19,30,16.5,49.82,17.23,11.92,67.06
2019,11,6,4,0,14.3,59.77,16.55,9.33,83.55
2019,11,6,6,30,13.57,59.55,16.81,7.47,88
2019,11,6,7,30,13.57,58.88,16.2,10.15,77.5
2019,11,6,12,30,18.18,39.87,16.59,18.94,37.64
2019,11,6,15,30,19.13,41.33,17.27,16.56,47.74
2019,11,7,3,0,15.25,51.25,16.62,12.93,59
2019,11,7,20,30,15.25,27.08,16.39,10.98,32.66
2019,11,9,10,30,14.52,43.38,14.45,19.58,33.55
2019,11,9,22,0,13.6,44.17,15.29,7.89,65.81
2019,11,12,5,0,12.32,59.37,14.56,6.34,86.97
2019,11,12,23,30,12.99,61.45,14.68,7.8,86.66
2019,11,13,17,0,14.98,69.38,14.72,11.22,74.51
2019,11,14,4,0,10.89,24.63,13.42,4.26,40.48
2019,11,15,23,0,12.99,71.7,12.16,9.97,87.45
2019,11,15,23,30,12.96,71.79,12.58,9.88,87.45
2019,11,16,0,0,12.81,72.16,12.2,9.63,88.58
2019,11,16,0,30,12.63,72.53,12.58,9.24,90.08
2019,11,16,1,0,12.41,73.02,12.2,9.18,90.05
2019,11,16,1,30,12.41,73.11,12.31,9.11,90.75
2019,11,16,2,0,12.38,73.29,12.46,8.84,91.97
2019,11,16,3,30,11.74,74.88,12.2,7.62,95.05
2019,11,16,23,0,11.95,72.68,13.11,7.28,97.5
2019,11,16,23,30,11.95,71.25,13.08,6.18,97.56
2019,11,17,0,0,11.68,70.02,12.69,6,98.57
2019,11,17,0,30,11.74,69.32,12.85,6.34,99.05
2019,11,17,1,0,11.74,69.63,12.66,6.43,99.18
2019,11,17,1,30,11.5,70.27,12.62,6.43,99.33
2019,11,17,2,0,11.56,69.38,12.73,6.09,99.18
2019,11,17,9,0,12.56,65.84,13.08,9.88,75.85
2019,11,17,20,0,13.63,84.04,13,11.83,98.5
2019,11,18,2,0,14.27,87.45,13.04,12.69,89.87
2019,11,18,4,0,13.88,81.2,13.04,11.1,81.11
2019,11,18,14,30,12.9,37.21,12.88,7.07,54.4
2019,11,21,18,0,10.73,30.95,9.34,8.81,35.56
2019,11,22,14,0,14.43,35.53,10.4,15.65,33.49
2019,11,22,14,30,14.67,35.32,9.98,15.86,32.05
2019,11,22,15,0,14.73,35.65,10.14,15.53,33.85
2019,11,22,15,30,14.76,36.17,10.75,15.71,33.94
2019,11,22,16,0,14.64,37.09,10.33,15.4,36.9
2019,11,22,16,30,14.91,37.73,10.29,14.91,38.98
2019,11,23,0,30,11.68,56.87,10.94,8.47,72.37
2019,11,23,14,0,15.71,56.78,11.32,17.78,48.75
2019,11,23,14,30,15.98,54.73,11.43,17.66,52.14
2019,11,23,15,0,16.14,55.22,11.51,17.39,49.02
2019,11,23,15,30,16.11,56.59,11.63,17.36,52.53
2019,11,23,16,0,15.98,56.2,12.27,16.53,57.6
2019,11,23,16,30,15.92,58.52,12.01,15.13,65.72
2019,11,24,15,0,15.65,82.94,12.58,15.04,92.86
2019,11,24,17,30,14.88,76.68,13.15,11.62,91.06
2019,11,24,19,0,14.46,64.84,12.85,10.52,79.15
2019,11,25,3,0,11.13,42.28,12.46,4.26,66.85
2019,11,26,8,30,8.05,59.1,10.37,4.84,78.69
2019,11,26,12,30,12.29,53.75,10.52,12.84,53.02
2019,11,26,18,0,12.53,59.58,11.17,9.57,75.95
2019,11,27,1,30,11.8,50.82,11.4,7.8,65.75
2019,11,27,19,30,10.06,33.33,10.94,5.33,47.5
2019,11,27,20,0,9.79,34.8,10.82,5.02,48.72
2019,11,28,21,30,9.08,43.13,10.33,3.65,58.7
2019,11,29,11,0,9.91,33.58,9.72,8.75,34.49
2019,11,30,14,30,11.56,35.41,9.15,9.3,44.69
2019,12,2,0,0,10.12,44.78,9.6,6.55,57.48
2019,12,3,2,0,6.79,49.36,8.95,-0.41,88.46
2019,12,3,3,30,6.34,50.95,8.73,-1.48,91.27
2019,12,4,11,0,9.33,40.35,8.31,10.37,32.3
2019,12,6,0,30,3.5,27.01,6.44,-5.32,45.88
2019,12,6,6,0,2.58,26.13,5.56,-5.75,46.28
2019,12,7,7,30,4.14,40.72,5.22,-1.94,63.58
2019,12,7,9,0,4.57,42.77,4.95,-1.05,63.22
2019,12,8,7,0,3.62,58.24,5.06,-2.18,95.6
2019,12,8,8,0,3.53,58.91,5.48,-1.2,85.13
2019,12,8,9,30,4.66,53.05,4.99,2.98,63.86
2019,12,8,11,0,6.15,49.94,5.14,5.97,50.67
2019,12,8,12,30,7.62,46.43,5.41,6.86,44.69
2019,12,8,13,0,7.89,44.02,5.75,6.15,51.04
2019,12,8,13,30,8.23,43.47,5.44,6.03,52.96
2019,12,8,16,0,8.87,45.21,5.98,5.48,58.91
2019,12,9,4,30,5.15,54.88,5.71,-0.53,82.69
2019,12,9,5,30,5.02,54.52,5.6,-0.35,82.94
2019,12,9,6,30,5.15,54.43,5.6,-0.41,81.81
2019,12,9,7,0,5.09,54.52,5.71,-0.29,82.57
2019,12,9,11,0,6.83,54.27,5.63,6.52,57.33
2019,12,9,11,30,7.22,53.11,5.6,7.31,54.09
2019,12,9,12,0,7.71,51.43,5.71,8.11,51.34
2019,12,9,16,0,9.42,60.74,6.05,10.43,65.2
2019,12,10,4,0,8.57,77.66,6.82,7.62,90.14
2019,12,10,4,30,8.63,80.49,7.39,8.35,90.66
2019,12,10,5,0,8.78,82.45,7.28,9.08,88.46
2019,12,10,6,0,9.02,84.16,6.89,8.96,91.73
2019,12,10,7,0,8.99,84.83,7.12,8.14,94.17
2019,12,10,8,0,8.78,84.4,6.78,7.1,95.15
2019,12,10,8,30,8.84,84.1,6.97,7.59,95.88
2019,12,10,9,30,9.24,84.65,7.66,10.06,86.51
2019,12,10,11,30,10.58,80.31,7.16,12.29,75.06
2019,12,11,3,0,10.43,83.76,8.31,10.52,92.37
2019,12,11,16,30,11.04,39.56,9.03,6.49,53.36
2019,12,12,7,30,6.79,35.59,8.46,1.06,55.49
2019,12,12,8,0,6.92,37.03,9.03,2.7,53.17
2019,12,12,20,30,6.95,32.72,8.23,0.81,52.38
2019,12,12,21,0,6.76,33.58,8.23,0.32,52.2
2019,12,13,17,30,8.9,31.93,7.7,5.63,38
2019,12,14,0,0,8.02,63.19,7.7,5.02,88.77
2019,12,14,4,30,8.75,53.48,7.81,5.36,56.53
2019,12,14,17,0,9.15,37,8.31,3.59,56.59
2019,12,15,9,30,6.61,50.95,7.58,6.49,56.62
2019,12,15,10,0,7.22,49.97,7.39,8.2,50.85
2019,12,15,10,30,7.71,49.05,7.47,9.24,48.81
2019,12,15,11,0,8.26,48.2,7.47,10.03,47.1
2019,12,15,11,30,8.96,47.41,7.5,10.58,45.45
2019,12,15,12,0,9.45,47.19,8,10.79,45.79
2019,12,15,12,30,9.88,48.11,7.81,11.4,45.97
2019,12,15,13,0,10.34,47.99,7.62,11.4,45.51
2019,12,16,9,30,8.23,60.38,8.31,8.23,68.04
2019,12,16,10,0,8.84,59.83,8.15,9.24,62.3
2019,12,16,10,30,9.27,58.85,8.34,11.31,57.72
2019,12,16,11,0,9.82,58.24,8.04,11.22,58.21
2019,12,16,11,30,10.34,58,8.15,12.05,54.55
2019,12,16,12,0,10.73,56.87,8.23,12.93,50.61
2019,12,16,12,30,11.19,55.25,8.27,13.51,50.64
2019,12,16,13,0,11.47,55.34,8.34,13.82,49.42
2019,12,17,9,30,10.95,87.33,9.72,10.82,100
2019,12,18,4,0,8.6,51.62,9.49,2.98,78.3
2019,12,18,8,30,8.41,47.95,9.49,2.55,74.54
2019,12,18,14,30,9.08,37.52,9.34,4.02,53.79
2019,12,19,7,0,6.4,36.54,8.53,0.14,59.65
2019,12,20,11,0,6.92,45.15,7.28,3.07,60.62
2019,12,21,5,30,3.38,44.38,5.98,-3.37,75.4
2019,12,21,8,30,3.65,46.98,6.21,-2.36,78.51
2019,12,21,15,30,7.59,53.91,5.98,5.91,62.79
2019,12,21,16,0,7.53,54.95,6.21,5.48,65.38
2019,12,22,22,30,8.32,53.88,7.16,5.7,65.38
2019,12,23,2,30,8.2,79.52,7.31,6.09,100
2019,12,23,3,30,8.02,78.3,7.08,5.6,97.34
2019,12,23,5,30,8.08,74.54,7.66,5.97,92.34
2019,12,23,7,0,7.92,69.51,7.43,5.33,84.58
2019,12,23,17,0,8.57,53.75,7.7,5.21,73.23
2019,12,24,2,0,6.64,55.4,7.43,2.34,79.09
2019,12,24,3,0,6.34,56.47,7.35,2.43,79.09
2019,12,24,8,0,4.93,59.4,6.78,-0.35,93.38
2019,12,24,22,30,5.73,59.74,7.16,-0.71,93.8
2019,12,25,9,0,4.63,58.67,6.13,0.08,81.47
2019,12,25,16,0,8.72,41.58,7.01,7.25,48.08
2019,12,26,1,30,7.71,52.08,7.2,6.43,58.52
2019,12,26,5,0,7.47,53.63,6.93,5.12,67.77
2019,12,26,6,30,7.34,59.22,7.05,4.51,75.82
2019,12,27,21,0,5.09,38.34,6.28,-0.04,54.33
2019,12,28,12,0,6.61,42.61,5.6,6.52,43.8
