Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out
2019,5,5,1,30,17.81,49.82,18.57,13.14,73.66
2019,5,5,2,30,17.6,48.2,18.46,12.87,69.54
2019,5,5,21,30,19.71,39.1,20.29,14.37,61.17
2019,5,6,10,30,18.42,24.15,19.68,23.4,15.96
2019,5,7,4,30,14.49,43.59,17.58,8.05,68.41
2019,5,8,0,0,16.81,37.73,19.07,11.89,55.28
2019,5,8,23,30,17.75,51.31,19.37,13.42,71.89
2019,5,10,0,0,17.08,44.26,18.57,12.01,64.8
2019,5,10,2,30,16.01,50.95,18.34,10,79.98
2019,5,10,7,0,15.25,53.14,17.77,11.16,72.25
2019,5,10,12,30,21.45,35.65,19.83,25.23,27.05
2019,5,10,13,0,21.36,35.74,19.33,23.37,28.05
2019,5,10,17,30,21.29,44.78,20.29,17.75,54.09
2019,5,11,6,30,15.83,51.53,18.49,11.56,70.91
2019,5,14,12,30,23.34,46.06,21.32,28.35,34.16
2019,5,15,1,0,19.43,60.13,21.13,15.34,83.61
2019,5,15,13,30,24.77,46.21,21.39,25.66,43.74
2019,5,15,15,30,24.71,44.35,21.51,23.31,47.25
2019,5,17,0,0,22.27,56.81,22.92,19.25,69.72
2019,5,17,2,0,21.48,59.83,22.77,18.24,76.59
2019,5,17,3,30,21.02,61.36,22.65,17.48,81.87
2019,5,17,5,0,20.62,61.84,21.97,16.81,83
2019,5,19,14,0,23.55,72.19,23.03,22.85,87.61
2019,5,19,16,30,24.07,72.89,23.26,21.63,93.47
2019,5,20,2,30,22.21,73.72,23.19,18.33,99.24
2019,5,20,10,30,21.32,45.85,23.53,22.64,40.17
2019,5,23,1,0,21.17,47.19,22.65,17.69,61.26
2019,5,23,8,0,21.11,55.31,22.39,25.66,43.07
2019,5,23,9,30,22.55,52.14,22.08,30.45,33.39
2019,5,23,17,0,26.85,45.57,24.03,23.98,54.21
2019,5,25,7,30,22.3,58.24,24.14,21.9,61.02
2019,5,28,13,30,24.59,34.71,24.41,24.65,33.09
2019,5,28,19,0,25.45,21.58,24.6,21.45,27.5
2019,5,28,19,30,24.93,26.25,24.64,20.01,40.32
2019,5,28,21,0,23.37,35.47,24.37,17.72,53.42
2019,5,28,21,30,22.94,37.85,24.1,17.33,55.68
2019,5,29,8,0,20.65,51.98,23.22,23.92,45.42
2019,5,29,21,30,23.74,34.92,24.48,18.12,46.64
2019,5,30,0,30,21.66,44.44,23.84,16.41,65.63
2019,5,30,1,30,21.29,48.35,23.15,15.89,77.69
2019,5,31,8,0,21.66,45.48,23.3,26.3,33.15
2019,5,31,17,0,25.57,37.09,24.37,21.6,44.54
2019,6,1,0,30,20.93,52.84,23.07,14.85,82.02
2019,6,1,12,30,23.89,48.44,23.87,26.06,41.61
2019,6,1,17,0,24.53,47.04,24.29,22.85,53.24
2019,6,2,1,30,20.68,57.36,23.19,15.31,87.67
2019,6,2,11,30,24.41,42.49,23.07,32.89,25.09
2019,6,3,8,0,21.51,53.27,22.35,26.12,39.29
2019,6,3,11,30,25.45,36.11,23,33.23,20.54
2019,6,3,20,0,25.93,46.49,25.02,22.27,61.66
2019,6,4,1,0,23.25,49.97,23.76,19.25,66.82
2019,6,4,13,0,26.73,42.43,24.33,27.92,41.48
2019,6,4,20,0,24.26,60.35,24.94,19.68,84.19
2019,6,4,21,0,23.71,61.94,24.6,18.91,87.91
2019,6,5,13,30,25.54,55.62,24.87,24.29,60.9
2019,6,5,17,0,25.26,56.14,25.25,22.21,69.93
2019,6,6,13,0,24.99,58.82,24.6,26.73,50.85
2019,6,7,1,30,22.36,69.72,24.1,17.75,99.18
2019,6,8,12,0,26.15,49.05,24.94,29.6,36.9
2019,6,8,19,0,25.63,51.71,24.9,22.55,64.68
2019,6,10,22,0,23.25,59.4,24.52,19,81.53
2019,6,12,11,0,24.9,53.33,24.03,29.93,40.26
2019,6,13,13,0,26.79,39.65,24.98,28.38,35.41
2019,6,13,20,30,25.08,47.16,24.98,20.53,63.16
2019,6,14,2,30,22.76,56.07,24.9,18.85,74.57
2019,6,14,7,0,22.33,58.18,24.87,19.22,75.67
2019,6,14,23,30,23.34,52.81,24.94,19.34,71.52
2019,6,16,13,30,26.64,45.36,25.48,28.59,40.14
2019,6,17,14,0,26.76,45.45,25.9,25.51,48.53
2019,6,18,6,30,23,62.48,24.26,19.65,77.75
2019,6,18,15,30,26.33,58.91,25.32,26.33,60.07
2019,6,19,2,30,23.55,70.15,24.83,20.16,94.75
2019,6,19,3,0,23.46,70.12,24.41,20.16,94.69
2019,6,19,15,0,27.34,50.49,25.67,27.64,50.24
2019,6,19,22,30,24.5,63.92,25.67,19.86,89.56
2019,6,21,0,0,24.35,66.97,25.59,20.23,92.58
2019,6,21,15,0,27.58,50.4,25.86,26.3,55.1
2019,6,22,6,30,23.68,54.98,25.67,21.32,64.22
2019,6,23,8,30,25.45,42.83,25.78,31.15,29.79
2019,6,23,21,0,27.19,42.25,26.81,22.39,57.14
2019,6,24,2,0,24.77,50.4,26.89,20.1,63.52
2019,6,24,19,0,28.93,43.99,27.42,25.45,55.01
2019,6,25,1,30,25.17,50.27,27.5,19.86,69.72
2019,6,26,16,30,27.49,55.34,27.69,24.99,62.03
2019,6,26,17,0,27.58,54.06,27.54,25.93,60.9
2019,6,27,7,0,25.26,71.09,26.66,22.48,93.96
2019,6,27,10,0,25.96,69.38,26.32,24.62,82.57
2019,6,28,1,0,25.6,70.85,27.42,22.33,95.27
2019,6,29,3,0,25.45,68.65,27.16,21.63,97.07
2019,6,29,21,30,27.19,62.15,27.38,25.08,74.6
2019,6,30,5,0,24.32,65.78,26.93,19.83,91.73
2019,7,1,0,30,25.78,71.03,26.89,22.45,91.85
2019,7,5,15,30,30.39,42.83,27.88,29.93,42.19
2019,7,6,4,30,25.38,52.23,27.23,20.07,76.83
2019,7,7,1,0,28.8,41.73,28.95,25.78,51.5
2019,7,7,3,0,28.01,47.5,28.26,23.83,62.52
2019,7,7,16,0,31.03,36.23,29.37,31.89,33.09
2019,7,7,17,30,31.03,37.12,28.99,30.24,43.04
2019,7,8,17,0,30.91,40.45,28.95,28.19,47.62
2019,7,8,19,0,29.99,45.67,29.22,25.81,61.42
2019,7,9,14,30,30.94,35.93,29.94,30.36,36.54
2019,7,9,17,0,31.06,35.35,29.9,29.75,38.77
2019,7,11,7,30,24.19,70.05,27.88,21.69,87
2019,7,11,19,30,25.78,63.43,28.07,22.79,78.11
2019,7,11,21,30,25.23,63.52,27.54,22.06,78.72
2019,7,12,5,30,23.98,67.25,27.12,19.46,92.58
2019,7,12,9,30,26.15,63.13,26.89,30.73,49.21
2019,7,13,4,0,25.63,68.56,27.5,21.69,91.85
2019,7,13,17,30,28.65,59.52,27.38,26.36,69.66
2019,7,13,23,30,26.27,69.47,27.35,22.52,93.93
2019,7,14,7,30,25.84,70.79,26.77,23.68,88.55
2019,7,14,12,30,29.29,57.11,27.57,34.18,44.78
2019,7,15,7,0,26.15,73.72,28.22,24.19,91.67
2019,7,15,14,0,27.34,71.46,27.42,23.52,93.96
2019,7,17,6,0,25.6,71.4,27.38,22.15,95.09
2019,7,19,0,0,27.83,63.22,29.71,24.35,79.82
2019,7,20,3,0,29.29,62.42,29.44,27.22,71.92
2019,7,20,3,30,29.23,63.06,30.13,26.15,78.3
2019,7,21,9,0,27.77,74.76,29.83,25.2,95.36
2019,7,21,10,30,28.19,74.3,29.75,25.9,93.53
2019,7,22,0,0,28.16,72.53,29.37,24.56,97.28
2019,7,22,6,0,27.34,74.91,29.71,24.47,94.26
2019,7,23,2,30,28.62,74.02,30.05,25.57,95.27
2019,7,23,9,0,29.17,72.92,29.41,29.17,77.05
2019,7,23,17,30,32.22,57.84,30.86,31.12,62.82
2019,7,25,22,0,28.68,76.89,30.13,26.24,96.12
2019,7,28,21,0,29.17,73.02,29.41,26.94,87.82
2019,7,29,20,0,30.54,66.03,30.17,28.5,76.92
2019,7,31,3,30,29.66,72.47,30.78,27.55,84.92
2019,7,31,7,0,29.54,71.76,31.16,28.25,79.85
2019,7,31,21,30,29.38,75.73,31.16,27.16,89.29
2019,8,4,6,30,28.86,65.38,30.74,26.42,78.21
2019,8,4,21,0,30.54,64.5,31.85,27.52,79.98
2019,8,5,9,0,29.72,67.92,31.39,35.73,51.86
2019,8,8,7,30,29.81,71.61,32,28.8,80.95
2019,8,9,12,0,32.47,59.65,32.31,39.27,40.32
2019,8,9,14,30,32.74,58.18,32.65,33.57,54.95
2019,8,10,1,0,30.12,70.91,32.99,26.33,91.09
2019,8,12,2,30,29.44,70.51,32.73,24.8,99.11
2019,8,12,18,0,31.52,69.78,32.08,29.08,82.81
2019,8,16,18,30,31.31,55.74,31.39,27.61,69.9
2019,8,17,12,0,29.6,63.64,30.67,27.74,73.9
2019,8,18,2,30,26.82,64.56,29.37,21.94,89.68
2019,8,18,12,30,30.15,53.54,30.32,33.14,45.02
2019,8,19,3,0,26.88,64.59,29.22,21.81,90.2
2019,8,21,2,30,29.23,55.4,30.32,25.72,66.18
2019,8,21,10,30,30.05,57.36,29.98,35.95,43.53
2019,8,21,15,0,31.58,51.19,30.63,31.15,53.57
2019,8,22,1,0,29.2,68.74,30.63,26,84.13
2019,8,22,7,0,28.83,68.99,30.28,27.25,77.17
2019,8,22,16,30,31.73,48.93,31.2,29.11,55.59
2019,8,22,20,30,29.17,59.1,30.36,23.95,84.28
2019,8,24,20,0,28.44,49.66,29.52,24.13,62.58
2019,8,27,7,0,26.21,66.39,29.06,21.29,92.43
2019,8,28,0,0,27.77,65.54,28.53,24.07,85.26
2019,8,28,0,30,27.67,65.63,28.87,23.83,85.26
2019,8,28,13,30,29.9,54.46,28.57,31,53.3
2019,8,28,21,0,28.41,63.34,29.79,24.04,85.29
2019,8,29,11,30,28.1,62.15,28.72,24.8,81.38
2019,8,31,0,30,25.54,60.9,27.35,20.74,81.93
2019,9,1,1,30,25.32,61.05,27.31,20.2,84.4
2019,9,3,7,30,26.18,63.95,27.42,23.16,78.39
2019,9,4,12,30,28.07,67.98,27.38,29.02,68.99
2019,9,6,11,0,27.83,71.92,27.73,28.44,72.41
2019,9,6,16,0,28.86,71.21,27.65,29.26,73.05
2019,9,7,7,0,28.38,64.19,27.99,28.65,64.5
2019,9,7,10,30,28.99,66.03,28.26,28.59,71.21
2019,9,7,16,0,27.61,72.53,28.3,24.04,94.54
2019,9,8,4,0,26.39,75.03,27.42,23.49,94.96
2019,9,9,0,0,26.88,73.2,27.92,23.77,93.35
2019,9,9,8,0,26.39,75.55,27.38,23.31,96.64
2019,9,10,7,30,27.19,75.98,27.54,24.99,93.83
2019,9,12,0,0,27.19,60.47,26.81,23.89,73.5
2019,9,12,22,0,24.04,65.2,24.22,19.28,91.45
2019,9,13,20,30,27,59.8,26.47,22.52,82.08
2019,9,17,1,30,24.99,59.31,24.79,21.14,61.97
2019,9,17,6,30,23.8,46.18,23.42,20.44,61.54
2019,9,18,1,30,26.42,48.81,26.05,22.42,72.5
2019,9,18,2,0,26.24,50.46,25.97,21.72,77.01
2019,9,19,14,30,26.24,46.64,25.36,27.09,43.99
2019,9,19,15,30,26.09,47.59,25.21,25.9,47.53
2019,9,19,19,0,25.14,44.9,24.98,23.1,47.01
2019,9,20,1,0,23.64,36.81,24.37,20.84,40.66
2019,9,20,13,0,25.11,47.04,24.83,25.38,46.89
2019,9,20,14,30,25.51,47.07,24.83,24.38,48.5
2019,9,21,3,30,24.22,47.41,24.29,20.81,58.36
2019,9,21,4,0,24.16,47.86,24.18,20.68,57.02
2019,9,22,15,0,21.87,67.37,22.84,18.91,83.61
2019,9,23,16,0,25.42,40.26,24.6,23.06,46.95
2019,9,24,0,30,21.78,53.11,22.5,16.56,74.45
2019,9,24,1,0,21.63,53.48,22.73,16.44,75.12
2019,9,24,5,30,20.38,57.97,22.39,14.3,87.88
2019,9,25,7,30,21.05,59.28,22.73,19.89,64.44
2019,9,25,16,30,26.12,50.95,24.83,25.26,55.53
2019,9,25,19,0,25.29,57.51,24.64,22.7,69.11
2019,9,25,23,0,23.98,63,24.1,19.65,86.84
2019,9,27,4,0,23.43,64.53,23.99,19.16,88.74
2019,9,27,7,30,23.58,59.46,24.14,20.38,71.43
2019,9,27,19,0,26.64,54.49,25.78,23.61,72.53
2019,9,28,1,0,24.62,66.58,24.71,21.2,87.61
2019,9,29,5,30,22.88,67,24.67,18.06,92.95
2019,9,29,23,30,24.01,58.36,25.09,18.12,85.84
2019,9,30,1,0,23.49,60.56,24.94,17.36,89.32
2019,9,30,23,0,24.65,71.09,25.17,20.47,98.02
2019,10,1,4,0,24.26,72.01,24.79,19.65,99.15
2019,10,1,4,30,24.22,71.18,24.75,19.49,99.15
2019,10,1,7,30,23.95,70.21,24.94,19.52,97.8
2019,10,1,15,30,27.19,62.67,26.05,28.35,61.51
2019,10,3,8,0,24.29,74.11,25.06,22.97,83.42
2019,10,4,4,30,23.95,69.93,25.55,19.25,95.67
2019,10,4,12,0,26.09,64.99,25.74,29.02,55.8
2019,10,4,22,0,24.5,65.81,25.59,19.98,89.38
2019,10,4,23,0,24.41,65.02,25.48,19.98,88.37
2019,10,6,2,30,21.32,50.09,23.91,16.53,66.33
2019,10,7,10,30,20.78,65.23,23.19,15.43,96.37
2019,10,8,2,0,20.96,52.72,22.77,16.93,69.02
2019,10,9,11,0,21.05,35.5,22.04,25.32,25.92
2019,10,9,18,30,21.9,43.53,22.35,17.39,59.68
2019,10,10,4,30,19.16,54.88,21.24,12.5,86.39
2019,10,11,1,30,19.89,55.43,20.63,14.76,81.99
2019,10,13,17,30,24.53,35.44,23.8,21.36,45.67
2019,10,14,9,0,20.26,60.78,21.36,18.88,70.82
2019,10,14,19,0,19.62,34,21.43,16.17,45.27
2019,10,15,14,30,22.7,37.82,21.81,21.17,41.36
2019,10,15,15,0,22.55,38.28,22.35,20.99,39.74
2019,10,16,17,30,21.08,39.84,20.36,17.75,50.7
2019,10,18,2,30,18.94,54.03,19.45,14.27,75.52
2019,10,18,7,0,18.61,52.63,19.37,14.76,67.19
2019,10,21,1,0,18.64,61.63,19.87,12.56,90.66
2019,10,21,4,0,18,62.18,19.71,12.14,94.87
2019,10,22,14,0,23.22,38.95,21.89,23.46,35.04
2019,10,24,8,30,21.02,46.98,20.94,19.37,50.15
2019,10,24,20,0,23.49,40.29,22.35,20.87,45.7
2019,10,24,23,30,21.9,41.42,21.97,18.79,47.89
2019,10,27,10,0,17.6,41.42,18.91,20.2,33.61
2019,10,28,12,0,19.31,41.85,19.07,19.16,41.48
2019,10,28,20,0,18.94,49.82,18.95,14.33,69.78
2019,10,28,21,30,18.73,52.35,18.84,14.95,75.61
2019,11,30,7,0,7.1,41.88,8.42,-0.96,79.64
2019,11,30,21,0,10.89,45.73,10.71,6.43,65.38
2019,12,1,0,0,10.4,50.4,10.52,5.91,72.16
2019,12,1,2,30,10.55,48.2,10.06,5.91,68.86
2019,12,1,15,30,10.98,71.18,11.01,7.07,97.86
2019,12,2,6,0,8.99,42.12,10.25,5.15,53.6
2019,12,2,9,0,8.44,37.76,10.1,7.65,36.45
2019,12,2,21,30,6.92,36.97,9.15,1.88,54.95
2019,12,3,2,30,6.52,50.15,8.57,-0.74,89.04
2019,12,5,1,0,7.5,32.48,8.8,2.98,42.12
2019,12,5,3,0,6.43,31.84,8.42,1.42,44.08
2019,12,5,6,0,5.36,24.36,8,0.11,37.3
2019,12,6,5,30,0.69,29.61,4.26,-5.72,46.89
2019,12,6,12,30,3.41,35.53,4.95,0.17,47.65
2019,12,7,13,0,6.52,54.37,5.37,4.99,63.86
2019,12,7,13,30,6.61,57.81,5.9,4.41,79.09
2019,12,8,4,30,4.9,52.87,5.29,-1.2,89.29
2019,12,8,16,0,8.41,46.12,7.08,5.48,58.91
2019,12,9,1,30,5.02,56.07,6.21,-0.35,87.85
2019,12,9,3,30,4.81,56.14,5.71,-0.53,86.36
2019,12,9,5,30,4.51,55.77,5.37,-0.35,82.94
2019,12,9,12,0,7.56,51.04,6.28,8.11,51.34
2019,12,10,1,0,9.27,67.49,8.08,7.65,80.71
2019,12,11,2,30,10.98,75.31,9.68,10.49,92.8
2019,12,11,7,30,11.43,82.14,10.18,10.09,95.76
2019,12,12,10,30,6.89,37.18,8.57,7.31,36.75
2019,12,13,14,30,9.33,27.32,9.11,7.07,32.6
2019,12,15,13,30,10.18,48.5,9.91,12.2,42.67
2019,12,17,23,0,9.97,59.1,10.63,6.25,80.89
2019,12,19,23,30,6.98,34.71,7.73,0.48,56.32
2019,12,20,23,30,5.18,34.92,6.17,-2.18,60.23
2019,12,22,14,30,10.21,51.13,9.11,9.45,50.49
2019,12,22,15,0,10.64,48.96,8.8,9.63,51.31
2019,12,23,5,30,8.93,69.35,8.65,5.97,92.34
2019,12,23,19,0,8.2,51.74,8.31,4.69,72.34
2019,12,23,22,0,7.77,55.4,8.57,4.05,77.93
2019,12,24,2,0,7.19,52.56,7.96,2.34,79.09
2019,12,24,22,30,6.64,55.59,7.2,-0.71,93.8
2019,12,25,20,30,7.8,45.67,7.73,2.61,70.48
2019,12,25,21,30,7.56,46.46,7.77,2.16,74.85
2019,12,26,11,0,7.77,64.87,8.15,3.77,91.76
2019,12,26,12,30,7.77,63.8,8.38,4.14,85.9
2019,12,26,18,30,6.98,51.04,8.04,3.5,72.1
2019,12,27,11,0,6.25,39.19,7.28,5.82,42.7
2019,12,28,15,30,9.45,39.16,8.46,7.62,43.99
2019,12,28,16,0,9.21,39.74,8.5,7.1,46.31
2019,12,28,23,0,6.92,47.74,7.05,1.21,74.27
2019,12,30,2,30,7.31,73.57,7.5,4.32,98.41
2019,12,30,15,30,9.42,68.44,8.12,6.12,83.88
2019,12,30,18,0,7.62,49.66,8,2.86,72.53
2019,12,30,20,0,6.31,45.21,7.35,0.51,66.48
2019,12,31,10,0,1.06,35.56,4.76,-2.94,48.02
2019,12,31,22,0,2.22,38.28,3.42,-5.54,68.07
2020,1,1,19,0,4.38,63.83,4.99,0.54,90.69
2020,1,1,20,30,4.54,63.28,4.26,0.6,92.09
2020,1,1,21,30,4.54,62.94,4.34,0.93,87.76
2020,1,3,8,0,4.26,60.87,4.15,-0.9,93.1
2020,1,3,18,0,7.37,43.01,5.56,2.83,62.94
2020,1,4,17,30,8.2,43.56,6.21,4.38,60.01
2020,1,4,20,30,6.25,48.38,6.09,1.39,69.93
2020,1,5,2,0,4.69,47.13,5.29,-0.56,73.99
2020,1,5,7,0,3.19,50.73,4.53,-3.71,90.63
2020,1,5,14,0,8.53,28.27,6.47,7.1,32.88
2020,1,5,14,30,8.66,29.73,6.63,7.07,33.24
2020,1,5,16,0,8.47,34.43,6.4,5.97,45.18
2020,1,5,17,30,7.86,39.16,6.36,4.11,55.71
2020,1,5,19,0,7.13,42.74,6.51,3.41,60.26
2020,1,5,19,30,6.79,43.93,6.21,2.92,63.37
2020,1,5,22,0,5.36,48.53,5.98,0.63,74.66
2020,1,5,22,30,5.33,48.26,5.98,0.14,80.07
2020,1,5,23,30,5.18,47.99,5.63,0.57,75.46
2020,1,6,3,0,5.18,48.66,5.29,1.67,72.1
2020,1,6,10,30,5.94,60.41,5.98,3.99,67.86
2020,1,6,13,0,6.15,70.24,6.67,4.26,83.97
2020,1,6,14,30,6.89,67.03,6.21,4.38,86.29
2020,1,6,19,0,7.19,73.32,6.47,3.96,100
2020,1,6,20,0,7.19,74.05,6.36,4.17,100
2020,1,6,22,0,8.08,73.96,6.17,4.72,100
2020,1,6,22,30,8.08,74.54,6.74,4.9,100
2020,1,6,23,0,8.02,75.64,6.55,4.99,100
2020,1,6,23,30,7.89,77.2,6.7,5.12,100
2020,1,7,0,0,7.8,78.14,6.4,5.21,100
2020,1,7,19,30,9.73,86.78,8.53,9.63,100
2020,1,8,0,30,10.61,83.82,9.15,7.04,99.54
2020,1,8,3,0,8.93,77.81,8.04,5.42,97.74
2020,1,10,6,30,3.89,52.84,5.18,-2.48,92.98
2020,1,10,13,0,7.04,45.3,6.89,3.59,55.37
2020,1,11,0,30,5.54,53.27,5.94,0.35,86.29
2020,1,11,1,30,5.18,56.35,5.79,-0.74,91.85
2020,1,11,16,0,7.99,44.87,7.08,3.41,61.66
2020,1,11,17,30,7.25,43.53,7.05,2.12,66.51
2020,1,12,19,30,5.36,49.21,6.51,0.96,69.32
2020,1,13,3,30,5.15,48.66,6.25,1.27,64.99
2020,1,14,6,30,3.83,45.7,4.6,-3.06,84.22
2020,1,14,8,30,3.77,48.81,4.72,-0.96,72.77
2020,2,7,23,30,3.74,53.63,4.26,1,69.84
2020,2,8,18,0,5.88,33.82,5.6,2.06,44.84
2020,2,9,0,0,4.2,38.28,5.06,0.72,48.9
2020,2,9,19,30,5.97,44.08,5.9,1.51,62.24
2020,2,9,23,0,4.54,51.22,5.06,0.75,72.65
2020,2,10,11,30,7.77,51.89,6.36,12.72,35.81
2020,2,11,14,30,10.79,28.94,8.53,14.52,21.83
2020,2,11,20,30,9.85,33.15,8.99,7.41,41.3
2020,2,12,0,0,8.96,39.01,8.5,7.77,43.44
2020,2,13,0,30,9.18,83.85,8.92,6.86,100
2020,2,14,4,0,9.42,66.76,9.03,5.7,94.69
2020,2,16,5,0,6.61,63.95,9.45,0.96,100
2020,2,16,20,30,4.05,53.08,7.24,-1.6,83.03
2020,2,16,22,0,3.89,44.99,7.12,-1.29,72.07
2020,2,18,8,30,1.58,42.19,3.73,-0.26,44.11
2020,2,18,10,30,2.8,34.16,4.41,3.44,34.19
2020,2,18,16,30,6.09,33.15,5.44,1.03,51.43
2020,2,20,17,0,10.95,51.04,8.08,7.95,69.11
2020,2,21,18,0,11.07,54.43,8.38,10.85,58.91
2020,2,21,23,0,9.97,75.95,8.53,7.71,97.74
2020,2,22,0,0,9.73,78.17,8.53,7.47,99.79
2020,2,22,1,30,9.24,80.07,8.5,7.86,100
2020,2,22,8,30,8.05,65.38,8.34,6.64,79.82
2020,2,24,4,30,6.25,45.36,7.62,0.75,65.48
2020,2,24,8,0,6.43,44.75,7.12,3.35,59
2020,2,24,11,30,9.3,42.31,8.84,12.56,36.9
2020,2,25,3,0,10.34,69.23,9.6,6.46,97.5
2020,2,25,4,30,9.69,71.43,9.3,5.91,100
2020,2,25,10,30,9.91,74.6,9.87,6.21,100
2020,2,25,13,0,10.12,76.13,9.68,7.37,100
2020,2,25,14,30,10.43,77.47,9.91,7.74,97.59
2020,2,26,4,30,9.88,52.38,9.6,6.25,73.2
2020,2,26,10,0,10.06,54.09,9.72,13.79,44.81
2020,2,26,20,0,10.34,51.71,10.56,4.51,84.25
2020,2,26,23,30,9.54,58.24,10.02,4.96,88.98
2020,2,28,1,0,9.33,52.84,10.25,3.65,84.07
2020,2,29,2,0,10,68.04,10.14,6.25,96.4
2020,2,29,3,30,9.76,68.35,9.87,5.85,96.89
2020,3,1,20,0,9.63,55.25,10.75,5.36,83.7
2020,3,2,5,0,7.99,49.51,9.64,3.56,68.16
2020,3,2,6,30,7.41,45.12,9.41,2.77,65.32
2020,3,2,7,0,7.19,45.36,9.41,2.98,65.2
2020,3,3,1,30,7.13,50.06,8.69,0.72,85.87
2020,3,3,21,0,9.3,53.3,8.92,4.14,82.17
2020,3,4,10,0,8.53,42.86,8.5,9.57,39.35
2020,3,4,17,30,7.62,38.03,8.42,2.09,56.81
2020,3,5,9,0,5.73,38.8,7.5,5.36,42.22
2020,3,6,7,0,4.9,41.58,6.78,-2.24,74.91
2020,3,6,8,30,5.39,41.88,7.01,5.12,44.87
2020,3,7,14,0,11.28,31.5,9.45,13.02,33.49
2020,3,7,21,0,9.54,48.84,9.07,4.32,81.2
2020,3,7,21,30,9.36,46.4,9.03,4.6,73.32
2020,3,7,23,0,8.75,47.59,8.73,3.1,75.89
2020,3,8,20,30,11.19,45.33,10.82,6.64,74.6
2020,3,9,16,0,13.48,37.33,11.4,11.89,47.53
2020,3,10,3,30,10.34,70.6,10.48,7.1,96.98
2020,3,10,16,0,10.95,66.15,11.13,8.26,88.89
2020,3,10,19,0,9.6,52.66,10.71,5.85,72.16
2020,3,11,16,0,11.83,26.65,11.4,7.41,38.98
2020,3,12,0,0,7.47,41.79,9.76,2.19,67.52
2020,3,12,9,0,7.56,46.03,9.34,7.62,48.17
2020,3,14,5,30,6.31,36.72,9.22,0.35,56.81
2020,3,14,18,30,12.11,40.42,11.05,7.86,61.08
