Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,29,8,30,13.8,0,53.2,2.3,1013.1,1016.2,55.4,2.2,5340
2019,4,29,14,30,15.7,0,36.2,0.9,1009.9,1013,55.5,8.28,5340
2019,4,29,15,0,15.7,0,30.4,1.1,1009.6,1012.7,54.7,8.56,5340
2019,4,30,15,30,19.8,0,300.1,5.8,1004.7,1007.7,43.1,23.02,28620
2019,5,2,12,30,21.2,0,2.9,2,1010.3,1013.3,20.5,7.19,22380
2019,5,2,20,30,13.3,0,156.2,2,1011.1,1014.2,55.5,14.49,46200
2019,5,4,0,30,10.2,0,0,0,1016.1,1019.3,97.5,0,0
2019,5,4,5,0,8,0,64.5,0.2,1015.9,1019.1,97.5,0.01,0
2019,5,4,12,30,24.2,0,240.1,0.9,1015.9,1018.9,40.5,15.12,19860
2019,5,4,13,30,24.6,0,232.9,3,1015.4,1018.4,42,18.35,23460
2019,5,5,8,30,16.1,0,0,0,1015.2,1018.3,53.7,2.27,5700
2019,5,5,10,30,23.8,0,106.5,1.1,1014.8,1017.8,29.6,8.63,12900
2019,5,6,5,30,10.4,0,351.9,2.8,1014.8,1018,41.1,0,0
2019,5,6,8,0,12.7,0,349.6,4,1015.7,1018.8,34.2,2.13,6480
2019,5,6,11,0,15.1,0,317.8,4.7,1016.1,1019.2,23,12.64,17280
2019,5,6,12,0,15.9,0,338.6,6.9,1015.7,1018.8,25.1,17.34,20880
2019,5,7,9,0,12.8,0,248.7,1.4,1016.1,1019.2,60.7,4.59,10020
2019,5,7,16,30,18.9,0,213.1,4.6,1012.3,1015.3,29.5,34.75,37020
2019,5,8,7,0,12,0,204.7,2,1012.4,1015.5,60.8,0.58,2520
2019,5,10,2,30,7.2,0,163.9,0.3,1011,1014.2,95.9,0,0
2019,5,10,8,0,14.3,0,38.1,1.9,1011.1,1014.2,58.2,1.53,6720
2019,5,10,9,30,18.3,0,16.1,1.9,1011.3,1014.3,38.5,4.63,12120
2019,5,10,18,0,20.1,0,348.5,1.9,1009.9,1012.9,39.4,26.19,41580
2019,5,11,14,0,23.9,0,8.1,4.2,1011.5,1014.5,16.5,18.95,28020
2019,5,12,1,0,10.6,0,107.5,0.3,1012.6,1015.7,64.7,0,0
2019,5,13,5,30,10.9,0,0,0,1012.5,1015.6,87,0,0
2019,5,14,1,30,12.7,0,0,0,1010.4,1013.5,96.6,0,0
2019,5,14,9,0,18.3,0,297.4,0.7,1011.5,1014.5,59.1,3.29,8040
2019,5,14,22,0,15.3,0,42.6,1.5,1011.2,1014.3,77.1,27.78,43020
2019,5,14,23,0,15.1,0,70,0.7,1011,1014.1,81.3,27.78,43020
2019,5,15,2,0,14.5,0,0,0.1,1011.3,1014.4,93.3,0,0
2019,5,15,10,0,21.7,0,251.3,1.7,1011.4,1014.4,49.5,4.44,7260
2019,5,15,22,30,16,0,39.9,1.4,1009.7,1012.8,74.4,25.84,38580
2019,5,16,10,0,24.9,0,249.5,1,1009.8,1012.7,38.3,5.52,9660
2019,5,16,12,30,28,0,290.6,1.8,1009.1,1012,31.5,13.56,18660
2019,5,16,21,30,18.2,0,113.4,0.7,1010,1013,69.2,26.64,40500
2019,5,18,9,30,20,1,76,4.5,1008.5,1011.5,66.8,2.41,1680
2019,5,18,12,0,21.6,1,91.4,3.6,1008.6,1011.6,61.7,6.86,4680
2019,5,18,13,30,19.7,2.2,88.4,4.4,1008.3,1011.3,78.2,9.24,4680
2019,5,18,23,30,19.2,6.2,71.8,2.9,1008.4,1011.4,77.5,13.43,5520
2019,5,19,21,0,20.2,3.6,0,0,1003.5,1006.5,97.2,8.43,720
2019,5,21,12,0,22.8,0,217.8,4.7,1003.5,1006.5,39.5,13.14,21480
2019,5,21,22,30,14,0,180.8,0.7,1003.9,1007,83.9,29.94,46740
2019,5,22,18,0,21,0,193.2,4.3,1002.6,1005.6,54.1,28.86,43140
2019,5,22,19,0,18.9,0,192.2,2.3,1002.6,1005.6,64.5,29.29,46020
2019,5,24,4,0,15,0,0,0,1007.3,1010.4,97.2,0,0
2019,5,24,5,0,14.5,0,0,0,1007.2,1010.3,97.2,0,0
2019,5,28,7,0,14.9,0,314.4,2.6,1009.9,1012.9,70.7,0.52,2160
2019,5,28,23,30,14.9,0,185.4,1.7,1009,1012,75.1,27.95,39960
2019,5,30,10,30,22,0,206.7,3.3,1009.1,1012,53.9,5.7,8700
2019,5,31,16,0,21.1,0,225.5,4.8,1007.1,1010,51.5,25.66,34140
2019,5,31,19,30,17.5,0,255.5,2.8,1007.8,1010.8,65.5,29.84,46500
2019,6,1,12,0,21.1,0,230.5,1.5,1008,1010.9,54.7,NaN,NaN
2019,6,1,15,30,20.5,0,205.1,1.8,1006.9,1009.8,53.9,NaN,NaN
2019,6,1,16,0,20.6,0,239.2,3.3,1007.3,1010.2,55.5,NaN,NaN
2019,6,1,23,0,14.9,0,54.1,1.2,1007.2,1010.2,83.7,NaN,NaN
2019,6,2,0,30,14.1,0,70.3,0.6,1006.8,1009.8,90.2,0,0
2019,6,3,10,0,23.2,0,248.8,2.9,1006.3,1009.2,52.8,5.95,13560
2019,6,4,7,0,17.6,0,0,0.1,1007.4,1010.4,71,0.56,2640
2019,6,4,18,30,22.9,0,267.4,2.6,1006.3,1009.2,67.8,27.44,44040
2019,6,5,1,30,17.9,0,282.3,1,1007.6,1010.6,92,0,0
2019,6,5,18,30,22.8,0,48.6,1.2,1008.8,1011.7,69.6,21.94,25860
2019,6,6,21,0,18.8,10.1,43.6,4.7,1002.8,1005.7,95.8,7.48,0
2019,6,7,19,30,22.2,25.3,22.9,2.6,1001.5,1004.4,62.7,9.38,9540
2019,6,7,22,30,19.7,25.3,12.4,2,1004.2,1007.1,75.1,9.39,10020
2019,6,8,5,0,16,0,65.9,0.1,1005.5,1008.5,91.5,0,0
2019,6,8,5,30,15.8,0,44.4,0.9,1005.8,1008.8,91.6,0,0
2019,6,8,16,30,23.8,0,264.2,2,1005.2,1008.1,59.1,21.45,35280
2019,6,9,8,0,20,0,28.6,0.8,1004.5,1007.4,84.1,1.13,360
2019,6,10,23,30,17.9,13.2,0,0,1005.7,1008.6,87,12.6,660
2019,6,11,15,30,23.4,0,290.7,3.7,1005.8,1008.7,53.9,16.73,21120
2019,6,12,1,0,14.1,0,0,0,1007.6,1010.6,93.5,0,0
2019,6,12,9,0,19.2,0,125.6,0.3,1008.5,1011.4,72.6,3.63,10860
2019,6,14,5,0,17.1,0,46.4,1.2,1004.2,1007.2,92.8,0,0
2019,6,14,20,0,21,0,333.1,2.8,1001.3,1004.2,58.6,21.26,26820
2019,6,14,23,0,17.8,0,26.5,1.1,1001.7,1004.6,71.5,21.26,26820
2019,6,15,2,0,17.3,0,51.5,1,999.9,1002.8,77.3,0,0
2019,6,15,6,30,18.1,0,324.7,1.3,999.7,1002.6,90.6,0.2,420
2019,6,15,16,30,23.6,0,309.5,6.3,996.7,999.6,57.3,25.2,34260
2019,6,17,1,30,16.2,0,222.7,2.6,1008.8,1011.8,97.4,0,0
2019,6,17,18,0,22.9,0,237.5,1.8,1008.8,1011.7,56.8,24.49,35760
2019,6,18,3,30,17.5,0,178.5,0.5,1008.9,1011.9,94.6,0,0
2019,6,18,4,0,17.6,0,155.6,0.8,1009,1012,95.3,0,0
2019,6,18,7,0,19.5,0,157.5,1.6,1008.6,1011.5,73.4,0.43,0
2019,6,18,16,30,22.3,0.1,184.4,3.1,1006.7,1009.6,80.6,9.14,4020
2019,6,18,18,0,21.9,0.1,190.6,3.5,1006.4,1009.3,80.1,10.29,5700
2019,6,19,7,0,19.5,0,301.6,1.1,1006.5,1009.4,90,0.12,0
2019,6,20,13,30,25.1,0,314.1,2.6,1004.4,1007.3,58.7,9.62,4920
2019,6,22,0,0,18.9,0,20.6,1.2,1004.1,1007,97.4,21.76,25440
2019,6,22,10,30,24.7,0,245.9,1.5,1003.9,1006.8,60.9,6.83,11400
2019,6,22,14,0,25,0,243.7,3.3,1002.7,1005.6,60.4,13.1,17400
2019,6,23,1,0,17.2,0,0,0,1004,1007,90.6,0,0
2019,6,23,6,0,17.8,0,127.9,0.3,1005.1,1008,95.2,0.06,60
2019,6,23,18,0,27.1,0,339.7,3.4,1004.9,1007.8,41.3,28.83,43200
2019,6,24,6,0,16.4,0,0,0,1008.6,1011.6,88.9,0.05,60
2019,6,24,9,0,23.7,0,251.3,2,1009.7,1012.6,54.8,3.54,10860
2019,6,24,13,30,26.9,0,224.1,4.8,1009.6,1012.5,49.1,17.66,27060
2019,6,25,8,0,21.2,0,304.9,0.8,1013.4,1016.3,87.2,1.75,7080
2019,6,25,9,0,24.4,0,18.4,1.2,1012.9,1015.8,59.7,3.65,10680
2019,6,25,9,30,25.5,0,47.2,2.2,1012.6,1015.5,52.6,4.88,12480
2019,6,25,13,30,30.5,0,311.8,1.9,1010.7,1013.5,31.1,18.09,26880
2019,6,25,19,30,24.1,0,314.8,2.2,1010.5,1013.4,41.4,29.22,46140
2019,6,26,6,30,18.9,0,0,0,1008.4,1011.3,77.4,0.11,0
2019,6,28,8,30,22.3,0,215.3,2.7,1000.1,1003,89.5,1.04,0
2019,6,28,13,30,27.4,0,178.2,2.9,998.9,1001.7,52.2,11.26,8160
2019,6,30,7,30,20.7,0,217.8,0.2,997.8,1000.7,91.3,0.74,1320
2019,6,30,14,30,25.2,0,202.5,1.8,998.7,1001.6,77.1,8.91,5820
2019,6,30,18,30,23,0,199.6,2.7,999.4,1002.3,91.8,10.94,5820
2019,7,1,3,30,19.9,0,0,0,1001.4,1004.3,97.4,0,0
2019,7,2,20,30,21.9,0,216.8,1.8,1006.9,1009.8,94.1,23.63,35880
2019,7,6,1,30,20.7,0,52.9,0.9,999.5,1002.4,70,0,0
2019,7,6,7,0,23.2,0,41.9,1.2,1000.9,1003.8,55.5,0.47,3360
2019,7,6,20,0,28.4,0,141.2,0.7,1000.5,1003.3,45.1,29.11,48480
2019,7,7,17,0,29.5,0,125.5,1.3,1003.4,1006.2,38.8,20.73,28620
2019,7,8,13,0,28.8,0,51,4.8,1003.7,1006.5,39.1,14.86,22260
2019,7,10,3,0,22.2,0,74.9,2.9,1003.2,1006.1,61.8,0,0
2019,7,10,16,30,21.3,1.9,83.2,1.6,1003,1005.9,92.6,6.73,240
2019,7,11,3,0,19.5,0,11.4,3.3,1001.2,1004.1,97.2,0,0
2019,7,14,13,30,25.9,0,284.4,2.8,999.7,1002.6,77.7,12.99,11520
2019,7,15,7,30,23,0,173.1,0.8,1003.8,1006.7,96.8,0.45,0
2019,7,16,14,30,27.3,2,255.3,3.4,1007.8,1010.7,65.3,16.73,20040
2019,7,16,21,0,23,2,0,0,1008.4,1011.3,89.3,22.91,32820
2019,7,17,13,30,28.3,0,317.9,2.1,1008.1,1010.9,63.7,11.13,11100
2019,7,18,0,0,23,0,44,0.8,1008.1,1011,83.6,14.91,11100
2019,7,18,1,0,22.8,0,131.3,0.7,1007.7,1010.6,87.9,0,0
2019,7,18,8,30,25.4,8.5,45.7,1.3,1007.1,1010,87,1.94,5880
2019,7,19,6,30,23.8,0,39.6,1.3,1004,1006.9,86.5,0.13,1260
2019,7,19,19,0,28.5,0.3,131.5,1.6,1002.6,1005.4,74.3,17.79,26640
2019,7,20,17,30,27.3,0.4,49.3,3.5,993.7,996.5,79.6,9.13,1020
2019,7,21,4,30,23.4,4.5,228,1.9,995.7,998.6,97.2,0,0
2019,7,21,16,0,27.6,5.7,214,3.2,1000.9,1003.7,82.4,8.22,1260
2019,7,22,14,0,29,0,200.6,2.7,1003.6,1006.4,75.2,10.14,8100
2019,7,22,21,0,24.2,0,219.7,1,1003.8,1006.7,97.2,17.89,24180
2019,7,23,4,0,23.8,0,220.7,1,1003.9,1006.8,97.2,0,0
2019,7,23,5,0,24,0,167.2,2,1003.7,1006.6,97.2,0,0
2019,7,24,3,0,24.5,0.9,194.1,2.3,1001,1003.9,97.3,0,0
2019,7,24,11,0,25.3,1.4,183.6,4.5,1001.9,1004.8,97.3,0.99,0
2019,7,24,15,30,26.7,1.4,201,3.8,1001.7,1004.5,89.1,4.84,540
2019,7,24,17,0,27,1.4,174.1,3.2,1001.2,1004,87.8,5.93,540
2019,7,24,17,30,27.1,1.4,163.1,3.2,1001.4,1004.2,87.6,6.19,540
2019,7,26,2,0,24.7,0.2,177.9,4.2,1001.2,1004,97.3,0,0
2019,7,27,0,0,24.3,56.3,174.9,1.6,1001.9,1004.8,97.3,2.45,240
2019,7,27,1,30,24.1,0.2,168,2.2,1001.8,1004.7,97.3,0,0
2019,7,27,3,30,24,0.2,171.8,0.6,1001.8,1004.7,97.3,0,0
2019,7,27,7,30,24.6,0.2,146.4,0.9,1002.8,1005.7,97.3,0.25,0
2019,7,27,9,0,26,0.2,183.5,1.1,1002.8,1005.7,97.3,1.27,0
2019,7,27,22,30,26.2,3,177,2,1004.3,1007.2,97.3,17.01,15600
2019,7,29,21,30,25.7,0,209.5,2.6,1006.2,1009.1,94.8,19.42,28200
2019,7,30,3,0,25.9,0,209.2,4.7,1005.4,1008.3,93,0,0
2019,7,31,14,30,26.7,4.5,202.5,4.4,1006.6,1009.5,97.3,1.69,0
2019,8,1,8,30,26.3,1.1,184.3,3.6,1009.6,1012.5,95.4,0.76,0
2019,8,2,18,0,29.1,0,299.5,2.8,1007.3,1010.1,69.9,21.4,32940
2019,8,2,18,30,29.1,0,19.2,1.6,1007.3,1010.1,70.9,21.71,34740
2019,8,2,19,30,27.3,0,334.5,0.8,1008.1,1011,80.2,21.92,37020
2019,8,3,16,30,31.1,5.6,337.4,1.2,1007.2,1010,75.3,19.34,28980
2019,8,4,5,30,23.9,0,0,0.1,1008.3,1011.2,96.8,0,0
2019,8,4,16,30,29.6,0,17.8,1.4,1007.6,1010.4,69.1,17.32,18300
2019,8,4,20,30,26.3,0,69,1.3,1007.8,1010.7,79.5,19.45,25560
2019,8,5,0,0,24.7,0,77.7,0.6,1007.9,1010.8,92.7,19.45,25560
2019,8,5,1,0,24.2,0,0,0,1007.6,1010.5,94.7,0,0
2019,8,9,1,30,25.3,0,0,0,1005.5,1008.4,93.9,0,0
2019,8,9,5,0,24.7,0,33.4,0.3,1005,1007.9,97.2,0,0
2019,8,9,13,0,33.2,0,265.9,2.7,1004.4,1007.2,56,11.24,18060
2019,8,10,12,30,34.2,0,80.2,2.9,1001.8,1004.6,56.3,11.84,20160
2019,8,12,13,30,27.5,59.6,157.9,2.9,997.1,999.9,97.2,3.03,240
2019,8,12,14,0,28.1,59.6,151.8,3.4,997,999.8,92.7,3.56,240
2019,8,12,16,30,30.2,59.6,174.7,3.4,996.6,999.4,78.5,6.7,4620
2019,8,13,17,0,31.2,1.5,223.6,2.6,998.8,1001.6,69.5,20.11,26640
2019,8,13,17,30,30.8,1.5,240.3,2.4,998.8,1001.6,70.1,20.73,28440
2019,8,15,5,30,26.2,NaN,45.8,1.1,992,994.8,81.6,0,0
2019,8,16,3,30,23.9,0,209.6,0.9,990.3,993.1,97.2,0,0
2019,8,16,6,0,24.3,0,191.4,1.5,991,993.8,96.7,0,0
2019,8,16,10,0,26.3,0,210.8,3.1,992.5,995.3,86.3,2.18,1860
2019,8,18,21,30,21,0,66.5,0.7,1005.7,1008.6,93.5,21.9,40560
2019,8,18,22,0,20.9,0,0,0,1005.6,1008.5,96.2,21.9,40560
2019,8,19,6,30,19.4,0,70.5,0.7,1007,1009.9,97.3,0.07,0
2019,8,19,7,30,21.9,0,32.6,0.6,1007.3,1010.2,94.7,0.48,900
2019,8,19,16,30,29.1,0,357,2.8,1005.8,1008.6,54.7,21.43,31800
2019,8,19,17,30,28.8,0,346.4,2.8,1006.2,1009,57,22.81,35400
2019,8,20,15,30,30.8,0,59.5,1.3,1005.5,1008.3,58.7,16.92,27180
2019,8,20,22,30,24.3,0,0,0,1005.9,1008.8,96.1,18.99,31560
2019,8,21,19,30,26.7,0,9.6,1.2,1005.1,1008,71.7,18.14,28980
2019,8,21,23,30,24.8,NaN,61.8,0.9,1005.4,1008.3,86,18.14,28980
2019,8,22,14,0,29.5,NaN,293.4,2.6,1003.4,1006.2,56,7.06,4980
2019,8,22,14,30,29.5,NaN,277.9,3.6,1003.2,1006,55.7,8.47,6780
2019,8,23,3,30,21.6,0,0,0,1005.5,1008.4,97.2,0,0
2019,8,23,4,0,21.9,0,169,0.6,1005.2,1008.1,97.2,0,0
2019,8,23,19,30,23.7,NaN,256,0.8,1006.5,1009.4,63.8,19.35,31620
2019,8,25,3,0,17.4,0,0,0,1009.6,1012.6,97.3,0,0
2019,8,25,10,0,25.5,0,181.3,1.8,1011.1,1014,59.2,4.28,11820
2019,8,25,12,30,28.4,0,150,1.3,1010.3,1013.2,51.7,11.75,20820
2019,8,25,13,30,27.3,0,225.1,2.3,1010.2,1013.1,60.3,13.67,22800
2019,8,26,13,0,29.4,0,82.7,1.5,1008.3,1011.1,49.7,12.63,22200
2019,8,27,1,0,22.8,0.5,76.2,0.8,1007.8,1010.7,96.9,0,0
2019,8,27,16,0,26.3,11.3,44.8,1.7,1003.2,1006.1,66.8,12.14,8760
2019,8,28,7,30,22.3,0.2,157.9,0.8,1004.7,1007.6,97.2,0.25,0
2019,8,28,13,0,27.8,0.2,247.3,2.3,1004.2,1007,63.1,11.15,18540
2019,8,29,0,0,23,0.2,173.9,1,1004.5,1007.4,97.2,20.41,33900
2019,8,29,4,30,21.5,0,257.5,1.4,1003,1005.9,86.5,0,0
2019,9,1,1,0,17.1,0,0,0,1013.6,1016.6,97.3,0,0
2019,9,1,4,30,16.6,0,39.4,0.1,1013.4,1016.4,97.2,0,0
2019,9,3,1,30,20.4,0,0,0,1012.8,1015.8,96.6,0,0
2019,9,4,18,30,24.8,12.9,193.5,1.4,1008.7,1011.6,92.9,10.72,9960
2019,9,5,16,0,22.1,70.9,73.1,2.9,1007.3,1010.2,97.3,4.37,2160
2019,9,5,19,0,22.4,72.6,0,0,1007.8,1010.7,97.3,4.84,2160
2019,9,6,3,30,21.7,0.1,0,0,1007.4,1010.3,97.3,0,0
2019,9,6,11,30,27.4,0.2,46.6,2.7,1006.7,1009.6,78.9,3.89,0
2019,9,7,15,0,23.5,2.1,179.3,8.9,989.8,992.6,97.2,3.16,720
2019,9,9,7,30,22,2.7,11.6,0.8,1007.8,1010.7,97.2,0.05,0
2019,9,9,21,0,23.7,19.1,67.9,2,1007.4,1010.3,97.2,7.26,0
2019,9,9,23,0,23.8,19.1,93.8,1.3,1007.7,1010.6,96.5,7.26,0
2019,9,10,0,30,23.3,0.8,10.7,1.1,1007.3,1010.2,97.2,0,0
2019,9,11,3,0,22.6,0.1,226.3,3.4,1009.5,1012.4,97.2,0,0
2019,9,11,13,30,25.1,0.1,42.3,3,1011.5,1014.4,84.3,4,720
2019,9,12,1,0,23,0,44.4,1.7,1012.2,1015.1,84.5,0,0
2019,9,12,4,30,22.6,0,76.6,1.9,1012.1,1015,75.6,0,0
2019,9,12,10,30,22.8,0,84,2.1,1014.2,1017.1,78,1.01,0
2019,9,12,12,30,23.8,0,94.4,1.6,1013.5,1016.4,73.7,2.98,0
2019,9,13,4,30,17.6,0,0,0,1011.4,1014.4,92.1,0,0
2019,9,13,19,0,22.4,0,84.3,1.3,1009.8,1012.7,72.6,21.2,37260
2019,9,13,23,0,19.6,0,0,0,1010.2,1013.1,96,21.2,37260
2019,9,14,10,30,24.2,0,206.4,1.7,1009.6,1012.5,79.5,1.97,0
2019,9,19,5,0,12.1,0,61.5,1.2,1016.2,1019.3,74.7,0,0
2019,9,20,7,0,16.1,0,46.5,1.5,1013.8,1016.8,71.9,0.02,0
2019,9,21,8,0,19.1,0,9,1.6,1015.9,1018.9,64.1,0.15,0
2019,9,21,14,30,19.3,0.3,50.2,2.6,1014.9,1017.9,82.9,3.75,0
2019,9,21,15,30,17.8,1,63.6,1.5,1015.1,1018.1,86.7,3.92,0
2019,9,22,0,30,15.4,1.5,46,3.6,1015.5,1018.5,97.2,0,0
2019,9,23,23,0,13.3,0,0,0,1014.9,1017.9,96.2,20.32,39840
2019,9,24,6,0,11.5,0,42.2,0.2,1015.3,1018.4,97.3,0,0
2019,9,24,12,30,24.3,0,315.3,3.3,1016.4,1019.3,50.7,8.99,17460
2019,9,24,23,30,12.9,0,0,0,1017.6,1020.6,97.2,18.56,36600
2019,9,25,4,30,11.9,0,0,0,1018.2,1021.3,97.3,0,0
2019,9,25,12,0,23.7,0,44.4,1.4,1019.1,1022,58.4,7.29,17940
2019,9,25,16,30,23.9,0,60.6,1.5,1018.1,1021,53.7,14.32,28500
2019,9,26,3,0,18.6,0,64.7,1.5,1019.6,1022.6,87.1,0,0
2019,9,26,15,30,24.6,0,77.4,1.6,1020,1022.9,58.5,11.08,14940
2019,9,27,1,30,17.8,0,56.2,0.9,1020.5,1023.5,97.2,0,0
2019,9,27,9,0,21.5,0,30.4,1.6,1020.7,1023.7,73.8,1.11,660
2019,9,27,17,0,25.1,0,126.9,0.6,1017.3,1020.2,61.1,12.25,13320
2019,9,27,21,0,21.1,0,33.7,1.3,1017.9,1020.9,78.2,12.53,13860
2019,9,28,14,30,27,0,348.7,1.4,1014.2,1017.1,56.9,12.79,24480
2019,9,28,23,30,17.5,0,0,0,1015,1018,95.1,16.32,35640
2019,9,29,18,30,20,NaN,340.4,1.1,1013,1016,67.7,19.48,39720
2019,9,29,19,30,17.9,NaN,87.3,0.8,1013.3,1016.3,78.8,19.48,39720
2019,9,30,6,30,18.2,0,6.4,1.2,1014,1017,97.2,0,0
2019,10,1,8,0,17.4,0,23.3,1.3,1015.8,1018.8,97.2,NaN,NaN
2019,10,1,11,0,23,0,339.1,1.4,1016,1018.9,96.3,NaN,NaN
2019,10,1,12,0,25.1,0,272.2,1.1,1015.8,1018.7,66.2,NaN,NaN
2019,10,1,14,0,26.4,0,154.6,1.3,1014.7,1017.6,63.6,NaN,NaN
2019,10,2,0,30,21.1,0,41.7,0.5,1013.9,1016.8,91.6,0,0
2019,10,2,3,0,21.4,0,356.9,2.2,1012.7,1015.6,88.3,0,0
2019,10,2,6,0,22.3,0.1,77.1,1.8,1011.9,1014.8,82.1,0,0
2019,10,3,15,30,28,9.6,321.5,3.3,1004.1,1006.9,52.6,15.44,24720
2019,10,5,11,30,19.3,0,305,3.7,1013.7,1016.6,69.9,1.84,0
2019,10,5,13,30,19.5,0,307,3,1013.2,1016.1,69,4.55,1980
2019,10,7,1,0,16.7,0,0,0,1017.5,1020.5,91.9,0,0
2019,10,7,5,0,15.6,7.3,0,0,1016.7,1019.7,97.4,0,0
2019,10,9,0,30,9,0,93.8,1.7,1019.3,1022.4,81.4,0,0
2019,10,10,3,0,10.5,0,0,0,1014.5,1017.6,97.4,0,0
2019,10,11,4,0,12.9,0,80.7,0.5,1012.3,1015.3,96.6,0,0
2019,10,11,8,0,15.1,0,44.8,1,1012.8,1015.8,88.5,0.13,0
2019,10,11,12,30,22,0,12.3,3.3,1011.9,1014.8,55.3,8.32,16200
2019,10,11,13,30,23,0,357.5,2.1,1011.2,1014.1,55,10.71,19800
2019,10,12,4,30,15,0,15.4,3.1,1012.9,1015.9,77.6,0,0
2019,10,14,15,30,17.3,NaN,324.6,5.4,1022.3,1025.3,40.2,12.16,18960
2019,10,14,22,0,10.7,NaN,73.5,1.5,1025.1,1028.2,51.6,13.77,27060
